entity_id	valid	rejected	polled	electors	UPFA	UNP	USP	JSP	ULPP	NLF	RPP	SLNF	ULF	DUA	SEP	SLPF	UNAF
EC-01N	109602.00000000003	1110.0	110712.00000000003	140093.99999999994	66660.0	42041.99999999999	163.00000000000003	237.99999999999991	191.99999999999997	66.99999999999999	57.0	39.99999999999999	58.99999999999997	32.999999999999986	37.000000000000014	9.999999999999998	4.000000000000001
EC-01O	92088.99999999997	975.0000000000001	93063.99999999999	115759.00000000001	48047.00000000001	43207.00000000001	231.99999999999997	192.00000000000003	142.99999999999997	52.0	56.99999999999999	32.99999999999999	37.99999999999999	34.00000000000001	37.00000000000001	13.0	4.0
EC-01P	17144	340	17484	17484	10901	6143	8	2	62	9	5	5	1	1	6	0	1
EC-02	1089276.9999999988	11724.0	1101001.000000001	1390691.0000000002	596697.9999999999	481763.9999999997	2789.9999999999964	2371.0	1983.0000000000016	855.9999999999994	630.9999999999998	570.0000000000008	608.9999999999987	418.00000000000006	343.00000000000045	156.99999999999974	87.00000000000007
EC-02A	73148.00000000001	873.0	74021.00000000001	94455.00000000004	31446.0	40984.0	199.99999999999997	141.0	150.99999999999997	47.00000000000002	36.99999999999999	36.99999999999999	39.0	21.999999999999996	30.999999999999996	7.999999999999999	5.0
EC-02B	65802.0	799.0	66601.0	89360.99999999999	24236.000000000004	40804.99999999999	251.99999999999997	140.99999999999997	91.99999999999999	74.99999999999999	37.00000000000001	34.0	45.99999999999999	41.99999999999999	25.000000000000007	16.0	1.0
EC-02C	90527.99999999996	976.9999999999998	91505.0	114594.99999999999	49094.999999999985	40473.0	258.0000000000001	195.00000000000009	176.99999999999994	78.99999999999999	83.99999999999997	42.999999999999986	51.999999999999986	30.999999999999993	18.0	12.999999999999996	9.999999999999998
EC-02D	75100.00000000003	680.0000000000002	75780.0	93677.0	39347.00000000001	34944.999999999985	216.99999999999997	179.0	114.99999999999997	78.99999999999997	46.00000000000001	47.999999999999986	51.0	36.00000000000001	15.0	15.0	7.000000000000001
EC-02E	82801.0	982.0	83783.00000000001	107553.00000000006	45537.000000000015	36345.0	226.99999999999997	196.00000000000009	144.99999999999997	85.0	37.999999999999986	62.000000000000014	69.99999999999999	41.999999999999986	27.999999999999996	12.999999999999998	12.999999999999998
EC-02F	88220.00000000001	947.0	89167.0	111211.0	49508.99999999998	37801.0	259.0	179.0	161.99999999999997	73.99999999999996	41.999999999999986	38.000000000000014	58.999999999999964	36.000000000000014	28.99999999999999	22.000000000000004	10.000000000000005
EC-02G	86568.0	1089.9999999999995	87657.99999999996	112897.99999999994	52393.000000000044	33171.000000000015	252.0000000000001	214.0	207.99999999999997	83.0	63.00000000000003	48.0	40.00000000000001	37.00000000000001	35.0	16.0	8.0
EC-02H	97241.00000000001	943.9999999999998	98185.00000000003	124714.00000000004	62018.00000000004	34376.00000000001	196.99999999999994	190.99999999999994	168.00000000000006	70.0	54.99999999999997	42.000000000000014	45.99999999999999	31.0	28.999999999999993	8.999999999999998	8.999999999999998
EC-02I	90361.99999999999	972.9999999999999	91334.99999999999	117040.00000000003	46949.999999999985	42605.999999999985	196.00000000000003	166.99999999999997	174.99999999999997	54.0	51.00000000000001	45.0	56.00000000000001	19.0	28.99999999999999	11.0	3.0
EC-02J	95379.99999999999	900.9999999999997	96281.00000000003	122038.99999999996	56758.999999999985	37771.99999999999	211.00000000000006	197.99999999999994	155.00000000000003	54.99999999999997	60.000000000000014	49.99999999999999	41.99999999999999	35.0	28.99999999999999	10.0	4.000000000000001
EC-02K	77055.0	669.0000000000003	77724.0	97142.99999999996	45848.99999999998	30306.000000000007	227.0	237.99999999999997	128.99999999999997	61.0	51.00000000000002	55.99999999999999	51.99999999999999	39.0	27.999999999999996	11.0	8.0
EC-02L	78600.99999999999	753.9999999999997	79355.0	99193.00000000004	43248.99999999999	34685.00000000001	155.0	182.99999999999997	118.0	47.00000000000001	41.999999999999986	41.0	28.000000000000007	22.99999999999999	20.999999999999993	7.000000000000002	1.9999999999999996
EC-02M	62387.00000000001	708.0000000000001	63094.99999999999	80301.0	33178.99999999999	28675.99999999999	130.0	141.99999999999997	101.00000000000001	37.0	23.000000000000007	19.999999999999993	26.0	23.000000000000007	19.999999999999993	4.999999999999998	4.999999999999998
EC-02P	26084	427	26511	26511	17131	8819	9	7	87	10	2	6	2	2	6	1	2
EC-03	615860.0000000001	6517.000000000008	622376.9999999993	781174.9999999992	341693.0000000003	266043.0000000001	2623.000000000005	1920.999999999999	864.9999999999993	613.9999999999995	467.99999999999994	422.0000000000005	423.9999999999999	339.00000000000017	215.00000000000006	164.9999999999999	68.00000000000004
EC-03A	79921.0	762.0	80683.0	101327.99999999997	46096.999999999985	33034.0	216.0	182.0	128.0	84.99999999999999	46.0	25.0	47.00000000000001	22.0	23.0	13.999999999999996	2.0
EC-03B	86291.00000000003	870.0	87160.99999999996	107307.99999999996	50480.99999999999	34749.00000000002	341.0	278.9999999999999	105.00000000000004	63.00000000000001	51.99999999999999	59.0	72.0	40.00000000000003	20.999999999999996	22.99999999999999	6.000000000000001
EC-03C	80089.00000000001	802.0	80891.0	100084.99999999999	44800.99999999998	34299.999999999985	293.0	231.99999999999986	134.0	68.0	56.0	54.00000000000001	53.00000000000001	48.00000000000001	21.000000000000004	15.000000000000009	14.0
EC-03D	56179.0	644.0	56822.99999999998	71079.99999999996	29218.000000000007	25917.999999999996	370.99999999999994	251.00000000000006	84.99999999999996	81.00000000000004	46.0	66.00000000000001	35.99999999999999	40.00000000000001	28.000000000000018	30.000000000000004	8.999999999999998
EC-03E	71982.0	755.9999999999998	72738.0	93479.00000000001	40005.99999999999	30853.0	379.00000000000017	271.00000000000006	105.00000000000003	67.00000000000003	65.00000000000004	60.000000000000014	58.0	53.0	29.0	22.999999999999993	13.0
EC-03F	78929.99999999997	808.0000000000001	79738.00000000003	102020.00000000001	45143.000000000015	32915.99999999999	237.00000000000003	222.00000000000003	91.00000000000001	63.0	76.00000000000001	47.99999999999999	43.00000000000001	36.00000000000001	37.0	13.000000000000002	5.000000000000003
EC-03G	75850.99999999997	885.0	76736.00000000001	99026.00000000001	37402.00000000001	37390.00000000001	372.00000000000006	224.00000000000003	105.00000000000003	83.99999999999997	65.99999999999999	48.0	55.00000000000001	46.99999999999999	27.0	20.999999999999993	9.999999999999998
EC-03H	70081.0	656.0000000000002	70737.0	89978.99999999996	37517.99999999999	31448.99999999999	408.00000000000006	253.9999999999999	81.00000000000001	91.0	57.00000000000003	57.00000000000003	55.99999999999999	52.000000000000014	24.000000000000004	26.000000000000007	8.000000000000005
EC-03P	16536	334	16870	16870	11027	5434	6	6	31	12	4	5	4	1	5	0	1
EC-04	712619.9999999998	9817.000000000005	722436.9999999993	933754.0000000002	315672.00000000006	387149.99999999977	2775.0000000000027	2588.9999999999995	1090.9999999999998	716.9999999999999	487.00000000000017	584.0000000000008	529.0000000000007	372.0000000000008	306.9999999999999	219.0000000000005	127.99999999999997
EC-04A	38269.0	381.9999999999999	38650.999999999985	50898.00000000001	17452.999999999993	20176.999999999996	176.99999999999997	199.99999999999994	48.000000000000014	48.99999999999998	24.999999999999993	42.00000000000001	42.99999999999999	19.999999999999996	15.0	12.000000000000004	8.000000000000002
EC-04B	104777.00000000001	1432.0	106209.0	138171.00000000006	43539.999999999985	59899.00000000001	390.0000000000001	321.9999999999999	147.00000000000003	91.00000000000001	71.99999999999999	76.99999999999997	83.99999999999999	62.0	32.99999999999999	39.000000000000014	20.999999999999996
EC-04C	53433.00000000001	884.9999999999997	54317.99999999998	71823.0	20609.999999999993	31956.999999999996	284.0	206.00000000000006	99.99999999999997	73.0	31.999999999999996	49.999999999999986	39.00000000000001	27.00000000000001	28.999999999999993	17.0	9.000000000000002
EC-04D	40934.00000000001	564.0	41497.99999999999	52746.999999999985	19972.999999999996	20269.000000000004	186.00000000000006	207.00000000000009	55.0	68.0	36.0	46.0	33.0	28.000000000000007	14.000000000000004	9.0	10.000000000000002
EC-04E	32567.0	452.00000000000017	33019.000000000015	41465.0	15367.000000000002	16646.000000000004	175.99999999999991	137.99999999999997	44.99999999999998	42.99999999999998	23.000000000000004	38.00000000000001	35.00000000000001	21.99999999999999	12.999999999999998	17.000000000000004	4.0
EC-04F	59371.999999999985	745.9999999999999	60118.00000000001	77020.0	27385.0	31321.00000000001	204.0	169.00000000000003	82.99999999999999	33.00000000000001	40.0	34.999999999999986	26.000000000000007	24.000000000000004	28.000000000000004	20.0	4.000000000000002
EC-04G	45663.999999999985	659.9999999999999	46323.99999999999	61006.00000000001	19058.0	25874.0	233.00000000000006	230.99999999999991	55.000000000000014	47.999999999999986	22.999999999999993	37.99999999999999	37.99999999999999	28.00000000000001	14.000000000000005	14.000000000000005	10.000000000000002
EC-04H	52052.000000000015	630.0000000000002	52682.000000000015	69243.0	22670.0	28893.999999999996	124.0	119.99999999999999	83.0	37.00000000000001	16.0	28.999999999999993	25.0	16.0	21.00000000000001	11.999999999999998	5.000000000000001
EC-04I	26811.0	334.99999999999994	27146.0	36326.00000000001	9435.0	17130.0	55.0	55.0	57.0	20.000000000000004	15.000000000000002	5.999999999999998	14.000000000000002	7.000000000000001	10.000000000000002	5.999999999999998	1.0000000000000002
EC-04J	55934.00000000002	593.9999999999999	56527.99999999999	72329.0	27428.0	27791.0	158.99999999999997	210.0	99.99999999999999	48.00000000000001	49.99999999999999	46.00000000000001	33.99999999999999	26.000000000000007	19.0	12.000000000000002	10.999999999999998
EC-04K	54445.000000000015	726.0000000000001	55170.99999999999	71840.0	22733.000000000007	30979.000000000004	203.00000000000003	181.0	90.0	54.99999999999999	40.00000000000001	45.0	45.0	29.000000000000007	23.999999999999982	14.0	7.0
EC-04L	62602.999999999985	1036.0	63639.000000000015	84166.99999999999	25790.000000000004	35829.0	275.99999999999994	258.0	86.0	70.0	55.99999999999998	63.999999999999986	65.00000000000001	40.99999999999997	27.00000000000001	19.000000000000004	21.99999999999999
EC-04M	59452.99999999999	964.9999999999998	60418.0	80002.99999999999	28543.999999999993	29882.00000000001	296.0	276.99999999999994	85.00000000000001	74.0	55.99999999999999	62.99999999999999	43.99999999999998	40.000000000000014	48.000000000000014	27.999999999999996	15.999999999999996
EC-04P	26306	410	26716	26716	15686	10502	12	15	57	8	3	5	4	2	12	0	0
EC-05	250620.00000000012	3784.9999999999986	254405.00000000006	332515.00000000006	120533.00000000001	125937.00000000004	1212.0	1216.9999999999993	342.0	355.99999999999983	224.00000000000017	227.99999999999972	208.0	141.00000000000003	95.00000000000011	75.99999999999996	51.00000000000003
EC-05A	83778.0	1073.0000000000002	84851.00000000006	111401.00000000001	43853.000000000015	38692.000000000015	325.0000000000002	361.0000000000001	102.00000000000004	117.0	84.00000000000006	70.99999999999997	61.00000000000002	40.99999999999997	30.999999999999993	22.999999999999996	17.0
EC-05B	46780.99999999999	679.0000000000001	47460.00000000003	60990.0	23637.00000000001	22249.000000000004	243.0	279.0	37.0	85.99999999999999	51.0	64.99999999999997	45.00000000000001	35.00000000000001	27.999999999999986	13.999999999999993	11.999999999999996
EC-05C	51439.00000000001	931.9999999999995	52371.0	71170.99999999999	20944.999999999993	29636.999999999993	277.99999999999994	235.00000000000003	87.99999999999997	72.99999999999997	33.00000000000001	34.00000000000001	48.0	24.99999999999999	17.000000000000004	15.0	10.999999999999996
EC-05D	58128.999999999985	955.0000000000001	59083.99999999997	78313.99999999997	25550.999999999996	31448.999999999996	362.0	334.0	96.00000000000003	77.99999999999999	54.999999999999986	57.99999999999999	52.99999999999997	38.99999999999999	18.99999999999999	24.000000000000007	11.000000000000002
EC-05P	10493	146	10639	10639	6547	3910	4	8	19	2	1	0	1	1	0	0	0
EC-06	355875.0000000001	5409.999999999999	361285.0000000002	454527.9999999998	99550.00000000001	250427.99999999988	2622.0000000000005	1464.9999999999968	375.99999999999943	287.00000000000006	202.00000000000026	199.00000000000014	215.00000000000028	163.99999999999972	145.99999999999963	136.99999999999986	83.99999999999983
EC-06A	192961.00000000003	2841.0000000000005	195802.00000000006	246061.99999999997	33453.00000000002	156343.0	1630.9999999999995	689.0000000000002	182.0	114.99999999999994	79.00000000000003	67.00000000000001	124.99999999999993	73.00000000000001	89.99999999999994	73.99999999999999	39.999999999999986
EC-06B	51547.99999999999	576.0	52123.999999999985	65997.99999999999	17644.999999999993	33073.0	378.0000000000001	204.0	51.0	34.999999999999986	27.000000000000004	28.999999999999996	27.000000000000004	15.999999999999993	23.000000000000014	24.000000000000007	15.999999999999993
EC-06C	48691.0	843.0	49534.00000000001	63420.99999999999	20725.000000000007	27060.999999999993	276.99999999999994	285.0000000000001	58.00000000000002	56.99999999999997	46.000000000000014	58.00000000000002	33.00000000000001	40.000000000000014	17.99999999999999	17.99999999999999	15.0
EC-06D	55518.999999999985	1002.9999999999997	56521.99999999999	71744.00000000001	23687.99999999999	30852.0	333.00000000000006	285.0	74.00000000000001	78.0	50.00000000000001	45.0	29.99999999999999	35.0	14.999999999999995	21.000000000000007	13.000000000000005
EC-06P	7156	147	7303	7303	4039	3099	3	2	11	2	0	0	0	0	0	0	0
EC-07	594467.9999999995	5540.000000000007	600008.0000000013	751326.9999999995	347232.9999999998	239319.99999999977	2243.999999999999	2172.999999999997	872.9999999999999	523.9999999999998	517.0	469.0000000000003	388.00000000000006	305.00000000000006	221.0000000000001	135.99999999999997	64.99999999999993
EC-07A	36651.99999999999	291.0	36943.000000000015	48826.0	20742.999999999993	15460.000000000002	132.99999999999997	124.99999999999999	34.0	20.0	35.99999999999999	26.0	15.999999999999998	19.000000000000004	28.0	7.999999999999999	3.9999999999999996
EC-07B	51109.99999999999	508.99999999999994	51619.00000000001	64863.99999999999	30418.0	20093.0	151.00000000000003	169.99999999999997	59.00000000000001	48.000000000000014	49.00000000000002	42.00000000000001	24.999999999999993	24.999999999999993	18.999999999999996	4.0	7.000000000000003
EC-07C	49252.999999999985	480.99999999999994	49734.00000000002	64111.000000000015	31157.000000000007	17438.000000000004	163.99999999999997	179.0	73.0	49.00000000000001	60.000000000000014	41.99999999999999	32.0	29.000000000000007	16.999999999999996	8.0	4.999999999999999
EC-07D	65546.00000000001	572.0	66118.0	82282.00000000001	38779.00000000001	25766.999999999996	296.00000000000006	268.0	99.99999999999999	67.99999999999997	64.0	70.00000000000004	52.99999999999999	41.000000000000014	14.999999999999996	16.999999999999993	8.0
EC-07E	74929.0	654.0000000000003	75583.00000000004	89156.00000000004	42304.0	31489.00000000001	300.99999999999994	354.0	112.00000000000006	70.99999999999999	81.99999999999994	60.0	61.0	39.000000000000014	29.000000000000004	15.999999999999996	10.999999999999998
EC-07F	69529.99999999997	698.9999999999999	70228.99999999999	85785.99999999999	40558.000000000015	27764.0	353.99999999999994	350.0000000000001	112.00000000000001	83.99999999999996	68.0	78.0	53.00000000000001	40.0	27.00000000000001	28.000000000000004	14.000000000000002
EC-07G	56265.00000000002	497.99999999999994	56763.0	73737.0	34258.99999999999	21330.0	220.99999999999997	176.0	63.99999999999997	46.99999999999999	41.0	31.999999999999986	26.999999999999993	25.000000000000007	31.000000000000004	8.999999999999998	2.9999999999999982
EC-07H	52678.0	520.0	53198.00000000001	71425.00000000001	24971.999999999993	27166.0	199.00000000000003	104.00000000000001	84.99999999999999	23.999999999999996	23.000000000000004	27.99999999999999	30.000000000000007	23.000000000000004	11.0	11.0	2.0
EC-07I	61779.00000000001	560.0	62338.99999999999	78496.0	36424.0	24569.99999999999	222.00000000000003	211.00000000000009	107.00000000000006	53.999999999999986	43.0	39.0	40.0	26.999999999999993	20.0	17.000000000000007	5.0
EC-07J	57949.00000000001	495.0000000000002	58444.000000000015	73606.00000000003	35002.0	22164.0	193.99999999999997	233.00000000000009	79.99999999999997	54.00000000000001	46.99999999999999	48.00000000000001	49.0	34.99999999999998	19.000000000000007	17.999999999999996	6.000000000000001
EC-07P	18777	261	19038	19038	12617	6079	9	3	47	5	4	4	2	2	5	0	0
EC-08	451721.99999999965	4076.999999999998	455798.9999999996	577326.9999999999	279410.9999999998	165836.99999999977	1686.999999999999	1876.9999999999982	554.0000000000001	524.0000000000002	450.9999999999998	450.9999999999992	277.00000000000006	319.9999999999997	139.99999999999994	119.00000000000007	74.0
EC-08A	66173.0	878.9999999999999	67052.0	82636.00000000003	36916.000000000015	28014.999999999993	369.99999999999994	330.0	87.00000000000003	108.99999999999999	73.0	82.99999999999999	52.000000000000014	53.999999999999986	32.0	32.99999999999999	19.0
EC-08B	64117.999999999985	571.0000000000001	64689.00000000001	82128.0	40567.00000000001	22365.99999999999	294.00000000000006	368.0	75.00000000000001	90.00000000000001	98.0	88.00000000000004	45.00000000000001	70.99999999999997	18.999999999999996	27.000000000000007	9.999999999999991
EC-08C	67245.99999999999	570.0000000000003	67816.0	84866.99999999999	41091.00000000001	25102.999999999993	279.0000000000001	326.0	68.00000000000001	97.99999999999996	62.999999999999986	79.00000000000001	42.99999999999999	51.0	19.999999999999996	17.999999999999993	6.999999999999999
EC-08D	58236.99999999999	458.0000000000001	58694.999999999985	75952.99999999997	37641.00000000001	19771.00000000001	197.0	229.00000000000006	58.000000000000014	84.00000000000003	54.99999999999998	78.0	47.000000000000014	37.00000000000001	17.0	13.999999999999996	9.0
EC-08E	55354.00000000003	415.0	55769.000000000015	73005.00000000001	35319.0	19288.0	191.0	215.99999999999997	96.00000000000003	50.999999999999986	67.99999999999999	41.999999999999986	28.999999999999986	29.999999999999986	11.000000000000004	5.0	8.000000000000002
EC-08F	61322.00000000001	483.0	61805.00000000001	79784.00000000004	37829.0	22941.00000000001	127.0	162.0	76.99999999999999	36.00000000000001	37.0	26.000000000000004	22.999999999999993	28.000000000000004	19.000000000000004	9.999999999999996	7.000000000000001
EC-08G	65065.00000000002	568.0	65633.0	84614.0	40027.00000000001	24225.0	225.99999999999991	242.00000000000014	66.00000000000001	51.99999999999999	50.00000000000001	53.00000000000002	36.0	48.0	15.000000000000004	12.0	12.999999999999998
EC-08P	14207	133	14340	14340	10021	4128	3	4	27	4	7	2	2	1	7	0	1
EC-09	319924.99999999994	2928.0000000000027	322852.99999999977	406269.9999999996	202917.99999999997	112712.00000000013	1065.999999999999	1217.0000000000002	430.00000000000006	370.0	351.99999999999994	290.00000000000034	162.00000000000017	195.99999999999991	83.99999999999997	100.0	28.0
EC-09A	68789.0	644.9999999999999	69434.00000000001	88527.99999999997	42896.99999999999	24783.999999999996	292.00000000000017	297.9999999999998	100.00000000000009	84.0	109.99999999999997	81.00000000000001	42.99999999999997	51.99999999999999	18.999999999999993	21.0	7.999999999999999
EC-09B	56712.999999999985	491.9999999999999	57205.00000000001	72862.0	36615.0	19290.0	211.00000000000009	247.00000000000014	81.0	56.99999999999999	46.99999999999999	55.99999999999998	30.000000000000004	37.99999999999999	16.000000000000007	18.999999999999996	6.000000000000002
EC-09C	80319.00000000003	694.9999999999993	81013.99999999999	102008.99999999997	53291.000000000015	25992.000000000004	232.00000000000003	306.99999999999994	107.0	92.99999999999999	102.99999999999999	66.00000000000001	38.00000000000001	40.999999999999986	24.000000000000007	24.000000000000007	1.0000000000000002
EC-09D	104512.99999999999	1012.0000000000003	105525.00000000001	133195.99999999994	63197.00000000001	40006.00000000002	329.99999999999994	363.99999999999994	116.99999999999999	132.99999999999991	90.99999999999999	85.99999999999994	50.0	65.0	25.0	36.00000000000001	13.0
EC-09P	9591	84	9675	9675	6918	2640	1	1	25	3	1	1	1	0	0	0	0
EC-10	7868.000000000002	656.0	8524.000000000002	707970.0000000009	1966.999999999999	5523.000000000002	72.00000000000003	33.99999999999999	120.0	24.0	12.0	14.999999999999998	20.999999999999993	30.999999999999996	29.000000000000007	16.0	4.0
EC-10-	3599	107	3706	3706	979	2548	26	12	1	1	2	4	6	10	4	4	2
EC-10A	263.0	13.0	276.0	52986.000000000015	139.00000000000003	98.00000000000003	3.0000000000000004	3.0000000000000004	3.0000000000000004	2.0	0.0	0.0	1.0	4.0	10.000000000000002	0.0	0.0
EC-10B	263.0	15.000000000000004	278.00000000000006	62780.99999999998	53.0	191.0	2.999999999999999	2.999999999999999	0.0	2.0	2.999999999999999	2.0	1.0	0.0	2.0	2.999999999999999	0.0
EC-10C	260.0	6.999999999999999	267.0	67133.0	96.99999999999999	148.0	2.0	3.0	0.0	2.0	2.0	0.0	2.0	3.0	0.0	1.0	0.0
EC-10D	340.0	17.000000000000004	356.99999999999994	68783.0	63.999999999999986	255.99999999999994	11.0	0.9999999999999998	0.0	0.9999999999999998	0.0	0.0	2.9999999999999996	2.9999999999999996	0.0	0.9999999999999998	0.0
EC-10E	362.00000000000006	25.999999999999996	388.00000000000006	63752.0	54.000000000000014	266.99999999999994	14.000000000000002	5.0	0.9999999999999998	5.0	2.9999999999999996	3.999999999999999	3.999999999999999	1.9999999999999996	0.9999999999999998	1.9999999999999996	0.0
EC-10F	64.0	1.0	65.0	55498.999999999985	11.0	52.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC-10G	34.99999999999999	4.0	38.999999999999986	47187.99999999999	9.000000000000002	25.000000000000004	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC-10H	50.000000000000014	2.9999999999999996	52.99999999999999	62022.0	10.000000000000002	33.00000000000001	1.9999999999999998	0.0	0.0	1.9999999999999998	0.0	0.9999999999999999	0.0	0.9999999999999999	0.9999999999999999	0.0	0.0
EC-10I	307.99999999999994	5.000000000000001	313.00000000000006	70251.00000000001	100.0	198.00000000000003	1.9999999999999998	0.9999999999999999	1.9999999999999998	0.0	0.0	0.0	0.9999999999999999	3.9999999999999996	0.0	0.0	0.0
EC-10J	438.00000000000006	17.0	455.00000000000006	62089.0	123.99999999999997	300.9999999999999	4.0	2.0	2.9999999999999996	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
EC-10K	1.0	0.0	1.0	89453.99999999997	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC-10P	1885	441	2326	2326	327	1405	5	4	109	7	2	4	3	3	10	4	2
EC-11	84475.99999999996	1397.9999999999989	85874.00000000001	515572.9999999999	17197.000000000007	65797.99999999994	520.0000000000001	285.9999999999999	114.99999999999993	133.0	71.00000000000003	68.00000000000003	62.000000000000014	106.99999999999997	69.00000000000003	27.0	23.0
EC-11-	14620	181	14801	14801	5212	9176	80	71	10	9	12	2	6	25	8	5	4
EC-11A	23065.0	361.0	23426.000000000004	78905.99999999997	2183.0	20463.000000000004	159.99999999999994	54.0	21.000000000000007	50.0	17.99999999999999	21.000000000000007	21.000000000000007	44.00000000000001	17.99999999999999	6.999999999999998	4.999999999999998
EC-11B	42261.99999999999	766.0000000000001	43028.0	104883.99999999997	7935.999999999997	33553.0	275.99999999999994	154.99999999999997	61.99999999999998	67.99999999999997	37.00000000000001	40.000000000000014	32.99999999999999	37.00000000000001	37.00000000000001	14.999999999999996	12.999999999999996
EC-11C	891.0000000000002	10.999999999999995	901.9999999999997	66596.0	509.9999999999997	371.9999999999999	2.000000000000001	1.0000000000000004	1.0000000000000004	1.0000000000000004	2.000000000000001	1.0000000000000004	1.0000000000000004	0.0	0.0	0.0	0.0
EC-11P	3638	79	3717	250386	1356	2234	2	5	21	5	2	4	1	1	6	0	1
EC-12	152837.00000000003	1777.9999999999998	154614.99999999988	323336.9999999999	28836.00000000001	121513.99999999999	892.0000000000001	577.9999999999999	224.99999999999997	148.99999999999994	124.0	43.00000000000001	142.00000000000006	153.00000000000003	103.99999999999991	59.00000000000003	18.000000000000014
EC-12A	40369.00000000002	503.0	40872.0	91410.0	11105.000000000002	28482.000000000004	213.99999999999994	253.00000000000009	43.00000000000001	51.99999999999999	51.99999999999999	12.0	37.0	44.0	43.00000000000001	27.999999999999996	4.0
EC-12B	82427.99999999997	970.0000000000001	83397.99999999996	147979.0	15797.999999999996	65401.00000000001	474.0000000000003	264.99999999999994	135.99999999999997	51.000000000000036	51.000000000000036	20.0	73.00000000000001	92.99999999999994	40.999999999999986	18.000000000000004	7.0000000000000036
EC-12C	25488.999999999993	246.99999999999991	25736.000000000004	79339.00000000001	904.9999999999999	24142.0	201.0	57.99999999999999	28.000000000000007	42.0	18.999999999999996	9.999999999999995	28.999999999999996	15.999999999999996	18.999999999999996	13.000000000000002	7.000000000000002
EC-12P	4551	58	4609	4609	1028	3489	3	2	18	4	2	1	3	0	1	0	0
