entity_id	valid	rejected	polled	electors	UNP	SLFP	SLMP
EC-03P	4633	257	4890	4890	2018	2383	232
EC-04	426577.00000000006	6166.999999999993	432744.00000000023	633030.0000000019	234123.99999999977	186186.99999999997	6265.999999999992
EC-04A	27949.99999999998	263.0	28212.999999999985	39671.00000000001	15070.999999999995	12548.999999999995	330.00000000000006
EC-04B	57021.000000000015	961.9999999999999	57983.00000000001	94109.00000000004	30707.999999999996	25594.0	719.0000000000005
EC-04C	36546.000000000015	611.0000000000001	37157.0	48741.00000000001	20902.000000000004	15087.000000000005	556.9999999999998
EC-04D	24822.000000000007	385.99999999999994	25208.000000000004	37344.99999999999	12032.000000000002	12466.000000000004	324.0
EC-04E	19575.999999999993	338.99999999999994	19915.000000000007	27658.999999999996	9912.000000000004	9417.000000000004	247.0
EC-04F	27782.000000000004	407.0000000000001	28189.0	48840.99999999999	15231.000000000004	12117.999999999998	433.0
EC-04G	34001.0	372.99999999999983	34374.00000000002	42868.00000000002	19688.000000000004	14014.999999999996	298.0
EC-04H	32348.999999999996	394.99999999999994	32744.00000000001	48208.00000000001	16825.0	14690.000000000002	834.0000000000001
EC-04I	18876.999999999996	297.0	19174.0	28958.000000000004	11301.0	6959.0	616.9999999999999
EC-04J	30691.999999999993	361.9999999999999	31053.999999999993	52182.00000000001	14478.0	15698.999999999993	515.0000000000001
EC-04K	27316.999999999996	549.9999999999999	27867.000000000004	50223.00000000001	16582.000000000007	10420.0	314.9999999999999
EC-04L	44194.0	516.9999999999997	44711.00000000001	55424.999999999985	24800.0	18975.99999999999	417.9999999999999
EC-04M	40843.99999999999	521.0	41365.0	54010.00000000003	24202.999999999996	16081.999999999998	558.9999999999999
EC-04P	4606	184	4790	4790	2391	2115	100
EC-05	63966.99999999998	1109.9999999999995	65077.00000000007	215999.0	37006.99999999998	25825.000000000007	1134.999999999998
EC-05A	7607.999999999998	102.00000000000004	7709.999999999998	72515.0	4276.000000000002	3194.9999999999986	137.00000000000003
EC-05B	18178.999999999993	198.0	18377.000000000007	41109.999999999985	9055.000000000004	8908.000000000002	215.99999999999991
EC-05C	19870.000000000004	462.9999999999998	20332.999999999996	48841.000000000015	12544.0	6889.000000000002	437.0000000000001
EC-05D	17299.000000000007	296.99999999999983	17595.999999999996	52471.99999999999	10599.000000000005	6380.000000000003	319.9999999999998
EC-05P	1011	50	1061	1061	533	453	25
EC-06	180413.00000000003	3319.999999999998	183733.00000000015	231278.00000000003	112135.00000000001	64906.99999999999	3370.9999999999927
EC-06A	77152.0	1771.0000000000002	78923.00000000003	101764.99999999999	52653.0	22209.000000000007	2290.000000000001
EC-06B	31643.000000000004	401.0000000000001	32044.000000000007	39193.99999999999	17822.000000000004	13548.999999999998	271.99999999999994
EC-06C	37129.00000000001	575.9999999999997	37704.999999999985	44595.99999999999	22748.0	14011.0	369.99999999999994
EC-06D	33022.0	530.0000000000002	33552.0	44213.99999999999	18098.999999999993	14518.999999999996	404.00000000000006
EC-06P	1467	42	1509	1509	813	619	35
EC-07	279944.00000000023	4460.9999999999945	284405.0000000001	576389.9999999999	124912.00000000001	148615.0000000001	6417.000000000002
EC-07A	8922.000000000004	162.00000000000003	9084.0	41220.0	5092.999999999999	3475.0	354.0
EC-07B	6960.0	150.0	7110.0	49885.00000000001	3281.999999999999	3444.0	233.99999999999991
EC-07C	10101.999999999996	151.00000000000003	10253.0	47886.99999999998	4210.000000000001	5702.999999999999	189.00000000000006
EC-07D	21327.000000000004	299.0	21625.99999999999	65597.0	8789.000000000002	12056.999999999996	481.0000000000001
EC-07E	45170.000000000015	745.0	45915.00000000004	65309.999999999985	22029.000000000004	22347.00000000001	793.9999999999998
EC-07F	48370.00000000002	792.9999999999999	49163.0	65351.00000000001	20368.000000000007	27061.000000000004	941.0000000000001
EC-07G	25872.000000000004	456.00000000000006	26328.000000000007	60877.0	11539.000000000002	13289.999999999996	1043.0
EC-07H	37528.0	632.9999999999999	38161.00000000001	56083.00000000001	19226.999999999993	17432.0	869.0
EC-07I	40406.00000000001	368.00000000000006	40774.00000000001	57724.00000000001	16865.0	22876.99999999999	664.0
EC-07J	30465.999999999996	438.00000000000017	30903.999999999993	61368.99999999999	11500.000000000002	18329.000000000007	636.9999999999998
EC-07P	4821	266	5087	5087	2010	2600	211
EC-08	105744.99999999991	2002.999999999999	107747.99999999999	452637.0000000002	45398.99999999995	57423.99999999997	2921.9999999999945
EC-08A	21660.000000000004	378.0	22038.000000000004	58342.00000000001	10157.000000000002	10948.999999999998	554.0000000000001
EC-08B	2862.0	50.99999999999999	2912.9999999999995	65407.00000000001	1327.0000000000002	1494.0000000000002	41.000000000000014
EC-08C	9163.0	276.9999999999999	9439.999999999998	67075.99999999997	5346.0	3505.0000000000005	311.99999999999983
EC-08D	4649.999999999999	89.00000000000003	4739.000000000001	63589.99999999997	1256.0000000000005	3228.0000000000027	165.99999999999997
EC-08E	9667.0	104.00000000000001	9770.999999999998	62490.00000000001	5075.999999999998	4403.0	188.00000000000003
EC-08F	30421.999999999993	497.0000000000001	30918.999999999996	64437.99999999998	11605.999999999998	17717.999999999996	1098.0
EC-08G	26684.999999999993	540.0	27225.000000000015	70591.0	10350.999999999998	15802.0	532.0000000000001
EC-08P	636	67	703	703	280	325	31
EC-09	83019.0	3855.0000000000023	86874.00000000012	295535.9999999998	41197.99999999998	39343.00000000002	2477.999999999999
EC-09A	12074.000000000002	662.9999999999999	12736.999999999998	66740.00000000001	5951.999999999998	5740.0	381.9999999999998
EC-09B	12852.0	491.00000000000006	13343.000000000004	62773.0	6793.000000000002	5733.000000000002	325.99999999999994
EC-09C	16886.999999999996	1006.9999999999999	17894.0	70422.00000000003	8292.0	8025.999999999994	569.0000000000007
EC-09D	40877.0	1666.9999999999993	42544.00000000001	95245.00000000001	20019.999999999996	19664.99999999999	1191.9999999999998
EC-09P	329	27	356	356	141	179	9
EC-10	120045.00000000013	8516.999999999995	128561.99999999996	551712.9999999995	33649.999999999985	44197.00000000001	42197.99999999997
EC-10A	12394.999999999998	596.0	12990.999999999996	49481.000000000015	4627.999999999998	3263.9999999999973	4503.0
EC-10B	16055.999999999996	2396.9999999999995	18453.0	18453.0	4309.0	6494.999999999998	5252.000000000001
EC-10C	9321.0	450.99999999999994	9772.0	60385.99999999999	2364.0	3117.0	3840.0
EC-10D	12585.999999999998	891.0	13477.0	58320.00000000001	4006.0000000000005	3491.0000000000005	5089.000000000001
EC-10E	12650.999999999996	733.0000000000001	13384.0	56450.0	2493.000000000001	5833.000000000001	4325.000000000001
EC-10F	8182.000000000001	302.99999999999994	8485.0	52084.00000000001	1661.9999999999998	3399.9999999999995	3119.9999999999995
EC-10G	9450.999999999998	771.9999999999999	10223.000000000002	40175.0	2620.000000000001	3920.9999999999995	2910.0000000000005
EC-10H	10027.000000000004	1035.0	11061.999999999998	51595.0	2300.000000000001	3703.9999999999995	4023.0000000000005
EC-10I	8286.0	481.9999999999999	8767.999999999996	61935.999999999985	1999.9999999999998	3362.0000000000005	2924.0000000000005
EC-10J	10637.0	478.99999999999994	11116.0	49228.999999999985	3474.999999999999	3545.9999999999995	3615.9999999999995
EC-10K	10453.000000000004	378.0000000000001	10830.999999999998	53603.99999999999	3793.0000000000005	4064.0000000000014	2595.999999999999
EC-11	18968.999999999996	708.0000000000002	19677.0	95061.00000000007	10580.0	4888.999999999998	3499.999999999999
EC-11A	6965.999999999995	149.00000000000006	7115.000000000004	47060.00000000001	4500.0	1430.9999999999998	1034.9999999999995
EC-11B	6146.999999999999	230.00000000000006	6376.999999999999	6376.999999999999	2981.9999999999995	1818.9999999999998	1346.0000000000002
EC-11C	5856.000000000001	329.0000000000002	6185.000000000002	41624.0	3097.999999999999	1639.0000000000011	1118.9999999999995
EC-12	120917.99999999997	5163.000000000002	126081.00000000009	215983.00000000015	61656.99999999994	21018.000000000015	38242.99999999999
EC-12A	32799.00000000001	1079.0	33878.00000000001	59421.0	15289.000000000011	8374.999999999996	9135.0
EC-12B	53494.99999999997	1702.0000000000002	55197.000000000015	99717.00000000001	29975.999999999978	8547.0	14971.999999999996
EC-12C	34234.99999999999	2373.0	36608.0	56447.0	16226.999999999998	4030.9999999999986	13977.0
EC-12P	389	9	398	398	165	65	159
EC-13	189909.00000000012	3802.0	193710.99999999988	266395.9999999999	96419.99999999997	83136.99999999996	10352.000000000002
EC-13A	68004.99999999997	830.9999999999993	68835.99999999997	94068.00000000003	34251.00000000001	32914.99999999997	839.0000000000002
EC-13B	33226.99999999999	857.0	34084.0	44789.99999999998	17866.000000000004	12982.999999999996	2378.0000000000005
EC-13C	30220.0	573.0000000000001	30793.000000000004	44077.00000000002	18745.999999999993	9708.0	1765.9999999999995
EC-13D	57845.999999999985	1523.9999999999989	59369.99999999996	82833.00000000004	25262.0	27239.0	5345.000000000001
EC-13P	611	17	628	628	295	292	24
EC-14	80619.99999999999	1326.0000000000005	81949.00000000001	152540.00000000003	36841.00000000002	29679.00000000003	14103.0
EC-14A	25841.000000000004	404.0	26245.0	47693.000000000015	12319.000000000004	12732.999999999998	789.0
EC-14B	22257.0	565.0	22822.000000000004	56026.000000000015	8111.999999999998	5766.999999999999	8378.000000000002
EC-14C	32276.000000000004	352.0	32631.000000000015	48570.0	16282.999999999998	11087.000000000002	4909.0
EC-14P	246	5	251	251	127	92	27
EC-15	388598.99999999965	4281.0	392880.00000000006	734453.0000000001	198661.99999999983	182220.00000000038	7717.000000000003
EC-15A	27367.00000000002	366.0	27732.999999999993	60948.0	12686.999999999998	13704.999999999995	975.0000000000006
EC-15B	21988.0	235.00000000000006	22223.000000000004	56591.999999999985	11987.999999999995	9535.999999999998	463.9999999999999
EC-15C	15993.000000000002	206.99999999999994	16200.00000000001	16200.00000000001	7249.999999999999	7950.0	793.0000000000003
EC-15D	20782.999999999996	213.99999999999994	20996.999999999996	59780.99999999999	12153.999999999998	8193.0	436.0
EC-15E	20605.000000000007	181.00000000000003	20785.999999999993	48131.000000000015	10150.000000000002	10208.0	246.99999999999991
EC-15F	24308.000000000007	259.0000000000001	24566.999999999993	48087.00000000003	11747.000000000002	12131.000000000002	429.9999999999999
EC-15G	38624.99999999999	336.0	38961.00000000001	55318.00000000001	18932.0	19274.999999999993	417.99999999999994
EC-15H	29317.000000000004	389.0	29706.000000000004	61643.99999999998	15140.000000000002	13662.000000000002	514.9999999999998
EC-15I	36217.99999999998	338.0000000000001	36556.0	62275.00000000001	18062.999999999996	17660.0	494.9999999999999
EC-15J	38364.000000000015	430.0	38794.00000000001	63876.99999999999	21532.000000000004	16301.000000000002	530.9999999999997
EC-15K	30315.0	375.0000000000001	30690.00000000001	51363.00000000001	13914.999999999995	15872.000000000005	528.0000000000001
EC-15L	25990.0	300.00000000000006	26289.999999999985	53192.99999999999	13597.999999999998	11851.000000000007	540.9999999999998
EC-15M	38451.000000000015	380.0	38831.00000000002	52815.0	20428.999999999993	17464.999999999996	556.9999999999999
EC-15N	20274.999999999996	271.0	20545.999999999996	44229.00000000002	11077.000000000005	8411.0	787.0
EC-16	224255.00000000015	2964.9999999999986	227220.00000000017	321387.0000000001	125339.00000000013	94823.00000000006	4093.000000000001
EC-16A	37790.0	632.0000000000001	38422.00000000001	57106.0	24362.000000000004	12613.000000000002	814.9999999999999
EC-16B	40789.00000000001	392.99999999999994	41182.00000000001	67553.0	21252.0	18874.999999999996	661.9999999999999
EC-16C	52165.00000000001	731.0000000000001	52896.000000000015	70573.99999999999	27932.0	23484.999999999996	748.0000000000005
EC-16D	41630.00000000002	388.0	42018.00000000001	57525.99999999999	22194.000000000004	18585.0	850.9999999999998
EC-16E	49582.0	736.0000000000003	50318.0	66243.99999999999	28407.00000000001	20233.99999999999	940.9999999999998
EC-16P	2299	85	2384	2384	1192	1031	76
EC-17	132633.9999999998	2207.0000000000005	134840.99999999988	335550.9999999999	56951.00000000002	73154.00000000004	2528.999999999999
EC-17A	21280.000000000004	458.99999999999994	21738.99999999999	47804.999999999985	8367.000000000002	12542.000000000002	371.00000000000006
EC-17B	11173.000000000002	244.00000000000009	11416.999999999996	42773.00000000001	4023.000000000002	7038.000000000001	112.0
EC-17C	22443.000000000007	370.99999999999994	22814.0	50340.00000000002	10310.000000000004	11516.000000000002	616.9999999999999
EC-17D	30806.000000000004	427.99999999999994	31234.000000000004	52547.00000000001	14857.000000000002	15492.0	456.9999999999998
EC-17E	24195.000000000007	364.9999999999997	24560.00000000001	65944.99999999999	8946.999999999995	14636.999999999998	610.9999999999998
EC-17F	8182.999999999999	210.99999999999997	8394.0	33651.00000000001	4027.0000000000005	4017.9999999999995	138.0
EC-17G	13076.999999999995	129.0	13205.999999999996	41013.0	5683.0	7203.000000000002	191.00000000000003
EC-17P	1477	0	1477	1477	737	708	32
EC-18	47522.000000000015	1157.0000000000002	48678.99999999998	164212.99999999994	26392.0	20173.0	957.0000000000009
EC-18A	4681.0	43.99999999999999	4725.0	50127.99999999998	2433.0000000000014	2122.9999999999995	125.00000000000001
EC-18B	10250.000000000002	448.0	10698.000000000004	48728.00000000001	6591.999999999998	3496.9999999999995	160.99999999999997
EC-18C	32150.000000000004	634.0000000000001	32783.999999999985	64884.99999999998	17179.0	14319.999999999993	651.0000000000003
EC-18P	441	31	472	472	188	233	20
EC-19	134423.99999999985	3276.000000000002	137700.00000000006	311473.0000000005	80778.9999999999	50223.00000000005	3422.0000000000023
EC-19A	25171.000000000004	435.00000000000017	25606.000000000004	46724.00000000001	16989.999999999996	7682.0	498.99999999999994
EC-19B	12186.000000000005	284.99999999999994	12471.0	12471.0	6396.999999999998	5574.999999999998	213.99999999999991
EC-19C	10786.000000000004	424.99999999999983	11211.0	31508.999999999996	7055.999999999999	3499.9999999999995	229.99999999999994
EC-19D	8592.0	185.00000000000003	8776.999999999998	31923.999999999996	4967.999999999999	3160.0000000000005	464.00000000000006
EC-19E	17133.0	466.00000000000006	17598.999999999993	35366.99999999999	10005.0	6584.999999999998	542.9999999999999
EC-19F	4263.0	130.0	4392.999999999998	38520.0	3255.0	956.0000000000003	52.00000000000001
EC-19G	11302.999999999996	232.0	11535.0	41845.99999999999	7490.999999999998	3579.999999999998	232.0
EC-19H	26149.000000000004	716.9999999999998	26865.99999999999	42467.00000000002	14191.000000000002	11182.0	776.0
EC-19I	18840.999999999996	400.99999999999994	19242.000000000007	30645.0	10426.000000000004	8003.000000000002	411.99999999999994
EC-20	26692.000000000022	850.9999999999998	27543.000000000007	162135.00000000012	16872.000000000004	9122.999999999996	697.0000000000002
EC-20A	14969.000000000004	506.9999999999998	15475.999999999998	43092.999999999985	9091.0	5507.0	371.0000000000001
EC-20B	3256.999999999998	115.99999999999996	3373.0000000000005	51822.99999999996	1780.9999999999995	1365.999999999999	109.99999999999997
EC-20C	8294.999999999998	191.0	8486.000000000002	67010.99999999999	5895.000000000003	2187.9999999999995	211.99999999999994
EC-20P	171	37	208	208	105	62	4
EC-21	349017.00000000035	4112.999999999998	353129.9999999999	460734.9999999999	180622.00000000015	159879.0	8516.000000000004
EC-21A	44965.0	533.0	45498.0	61202.99999999999	24280.999999999996	18646.999999999996	2037.0
EC-21B	55146.999999999985	607.9999999999999	55754.99999999998	70048.00000000001	26029.000000000004	27657.999999999993	1460.0
EC-21C	35740.0	400.0	36140.0	43820.0	18370.0	16719.000000000004	651.0
EC-21D	47647.0	516.0000000000001	48163.0	59661.000000000015	24801.999999999996	22074.000000000004	770.9999999999999
EC-21E	45995.0	537.9999999999998	46532.99999999997	58564.99999999999	26642.999999999996	18744.0	608.0
EC-21F	45372.0	467.0	45839.0	54001.00000000001	23197.999999999996	21298.000000000004	876.0000000000002
EC-21G	28489.999999999996	369.0	28859.000000000007	36544.00000000001	14316.000000000004	12993.999999999996	1180.0
EC-21H	42216.999999999985	615.0	42832.000000000015	73381.99999999997	21204.0	20183.999999999996	829.0000000000002
EC-21P	3444	67	3511	3511	1779	1561	104
EC-22	295412.00000000006	4276.999999999995	299688.99999999994	440835.99999999994	168720.00000000015	119769.00000000004	6923.0000000000055
EC-22A	36583.99999999999	395.99999999999994	36980.00000000001	61668.99999999998	20951.0	15046.000000000002	587.0000000000003
EC-22B	31471.999999999993	570.0	32041.999999999996	48269.00000000001	16732.000000000007	14160.000000000002	579.9999999999999
EC-22C	31087.0	473.99999999999994	31560.999999999993	48216.999999999985	15167.000000000002	15225.999999999998	694.0000000000002
EC-22D	29057.999999999996	411.0000000000001	29468.999999999996	43846.999999999985	16032.999999999998	12490.000000000004	535.0
EC-22E	37051.99999999999	452.0000000000001	37503.999999999985	55269.99999999998	22423.000000000007	14094.0	535.0000000000002
EC-22F	24834.0	368.99999999999994	25203.0	37459.0	14893.999999999993	9605.000000000004	335.0
EC-22G	36319.0	516.0	36835.0	48661.999999999985	21613.999999999996	13452.0	1253.0
EC-22H	36204.99999999999	541.9999999999998	36747.0	50045.000000000015	21282.0	13249.0	1674.0000000000002
EC-22I	29251.999999999996	438.00000000000006	29689.999999999996	43740.0	17648.999999999996	11008.0	595.0
EC-22P	3549	109	3658	3658	1975	1439	135
LK	5094754.000000002	91499.00000000006	5186255.999999991	9283142.999999972	2569198.9999999744	2289856.9999999795	235700.9999999996
