entity_id	valid	rejected	polled	electors	NDF	UPFA	PNF	ONF	UPF	SLLP	ULPP	I-AMI	FSP	USP	NSH	SEP	I-AP	NSSP	AACAAKO	JSP	DNM	ULGC	SLNF
EC-03B	110628.00000000003	999.0000000000003	111627.00000000003	133887.00000000017	48469.0	61199.00000000001	153.99999999999994	118.0	73.00000000000001	67.99999999999997	75.0	93.99999999999999	89.00000000000003	73.00000000000001	44.999999999999986	31.000000000000004	22.000000000000004	20.999999999999996	24.000000000000004	36.0	15.000000000000004	10.000000000000007	12.000000000000002
EC-03C	100516.99999999996	952.0000000000001	101469.00000000004	122511.0	42064.999999999985	57633.0	120.00000000000007	107.00000000000004	70.99999999999997	61.999999999999986	52.0	76.99999999999997	75.99999999999997	63.999999999999986	48.00000000000001	21.999999999999982	21.999999999999982	13.0	18.999999999999993	24.999999999999996	10.999999999999991	13.0	17.0
EC-03D	66431.00000000001	716.0000000000001	67146.99999999999	82122.99999999997	28341.0	37311.0	122.99999999999993	94.99999999999999	41.99999999999999	79.0	78.00000000000003	63.99999999999999	74.0	49.0	39.000000000000014	29.00000000000001	24.0	16.999999999999993	18.999999999999996	11.000000000000002	16.999999999999993	7.999999999999999	11.000000000000002
EC-03E	85597.0	1062.9999999999998	86660.0	108996.00000000004	38668.0	45983.99999999998	148.0	114.0	75.99999999999997	94.0	94.0	59.0	95.99999999999999	57.0	49.00000000000001	30.000000000000007	26.99999999999999	26.0	20.000000000000007	20.000000000000007	15.000000000000004	11.999999999999998	8.0
EC-03F	94342.00000000001	905.0000000000001	95247.00000000001	117931.0	44804.00000000001	48851.000000000015	92.00000000000003	82.00000000000001	55.00000000000001	59.999999999999986	57.999999999999986	47.99999999999999	92.00000000000003	43.00000000000001	27.0	25.0	23.000000000000007	5.999999999999999	20.00000000000001	23.999999999999996	11.999999999999998	11.999999999999998	7.999999999999999
EC-03G	93540.0	950.9999999999999	94491.00000000001	117033.00000000001	53279.99999999999	39423.99999999999	96.0	88.00000000000001	79.0	113.00000000000003	75.00000000000003	73.00000000000001	93.00000000000001	37.0	38.0	27.0	22.999999999999996	14.999999999999996	28.000000000000004	19.999999999999996	13.000000000000002	14.000000000000002	4.0
EC-03H	79674.0	1002.0000000000001	80676.00000000004	100040.0	33995.000000000015	44749.999999999985	154.00000000000006	141.99999999999997	79.00000000000001	66.99999999999997	87.00000000000003	66.99999999999997	79.00000000000001	54.99999999999999	53.00000000000002	19.00000000000001	18.0	18.0	24.999999999999996	21.000000000000007	20.000000000000004	13.999999999999998	11.000000000000005
EC-03P	27900	641	28541	28997	12962	14830	8	5	5	8	4	6	25	7	0	7	2	0	3	15	6	3	4
EC-04A	41815.00000000001	390.00000000000006	42204.99999999999	54214.000000000015	19817.999999999993	21466.000000000004	79.00000000000004	72.00000000000001	44.00000000000001	46.000000000000014	42.00000000000001	47.000000000000014	25.999999999999996	38.999999999999964	30.0	16.000000000000004	22.000000000000004	19.000000000000004	15.0	9.999999999999998	11.000000000000002	4.999999999999999	8.000000000000002
EC-04B	123997.99999999999	1355.9999999999998	125353.99999999993	157462.99999999997	71532.99999999997	51156.000000000015	152.99999999999997	149.0	117.0000000000001	148.00000000000003	119.00000000000001	108.00000000000003	121.0	81.99999999999999	76.99999999999997	35.0	37.00000000000001	31.0	46.00000000000001	37.00000000000001	19.000000000000007	19.999999999999996	9.999999999999998
EC-04C	65480.000000000015	1023.0000000000002	66503.0	85374.99999999999	37840.0	26762.0	100.99999999999997	87.99999999999999	89.99999999999999	85.0	89.99999999999999	63.99999999999999	65.0	57.00000000000001	51.999999999999986	23.00000000000001	37.00000000000001	18.999999999999996	30.000000000000007	27.00000000000001	20.0	21.999999999999996	7.999999999999999
EC-04D	46917.0	479.00000000000006	47396.00000000001	58636.999999999985	18471.99999999999	27722.00000000003	112.00000000000003	129.0	80.00000000000001	58.00000000000001	66.0	66.0	25.0	43.999999999999986	36.0	12.999999999999996	14.000000000000004	21.999999999999993	10.999999999999996	10.000000000000002	12.000000000000002	10.000000000000002	15.000000000000002
EC-04E	37377.0	517.0000000000001	37893.99999999998	47684.999999999985	18624.0	18149.99999999999	80.0	55.99999999999999	65.0	68.00000000000001	49.0	62.999999999999986	37.000000000000014	31.0	29.999999999999996	28.999999999999993	17.999999999999996	17.000000000000004	14.999999999999998	10.999999999999995	10.999999999999995	8.999999999999998	13.999999999999998
EC-04F	74890.0	793.9999999999997	75684.00000000003	94869.99999999997	41238.00000000001	32930.0	90.00000000000001	85.0	65.0	74.99999999999999	73.00000000000001	49.00000000000001	58.99999999999999	32.000000000000014	41.00000000000001	23.000000000000004	24.000000000000004	23.000000000000004	20.0	20.0	20.0	13.000000000000004	10.0
EC-04G	53079.00000000001	673.0000000000001	53751.99999999999	69243.00000000003	28049.0	24166.999999999993	106.00000000000001	111.00000000000003	112.00000000000004	91.00000000000001	94.99999999999996	56.00000000000002	43.999999999999986	45.999999999999986	47.999999999999986	16.999999999999996	29.99999999999999	29.99999999999999	33.00000000000003	16.999999999999996	14.000000000000005	10.999999999999996	1.9999999999999996
EC-04H	62735.00000000001	834.0000000000001	63569.000000000015	81148.99999999999	36127.0	26061.999999999993	49.000000000000014	61.000000000000014	57.000000000000036	45.000000000000014	49.000000000000014	47.99999999999999	53.00000000000001	31.0	31.0	25.0	18.0	11.999999999999998	31.0	17.000000000000004	10.000000000000002	5.000000000000001	4.0
EC-04I	30715.0	401.0	31116.000000000004	40020.0	20315.999999999996	10200.0	26.0	10.000000000000002	19.000000000000004	19.000000000000004	23.0	23.999999999999993	18.000000000000004	15.000000000000002	8.000000000000002	7.000000000000001	2.0000000000000004	5.999999999999998	5.000000000000001	7.000000000000001	5.000000000000001	2.0000000000000004	2.999999999999999
EC-04J	63088.999999999985	747.9999999999999	63837.0	80420.00000000001	32298.000000000004	30194.00000000001	87.99999999999999	78.0	74.0	44.999999999999986	58.0	41.99999999999999	47.0	28.0	35.00000000000001	15.0	15.999999999999996	18.0	10.999999999999998	20.999999999999996	9.0	3.0000000000000004	9.0
EC-04K	64753.999999999985	763.0	65517.0	82298.00000000004	38018.000000000015	25984.000000000004	87.00000000000001	75.99999999999997	87.00000000000001	81.99999999999996	61.00000000000001	59.0	61.00000000000001	47.999999999999964	36.99999999999999	24.999999999999993	26.000000000000007	20.000000000000004	29.000000000000007	18.999999999999993	13.000000000000004	13.000000000000004	9.0
EC-04L	79784.99999999996	1019.9999999999997	80805.00000000004	102219.00000000001	45327.99999999997	33293.0	151.00000000000003	130.00000000000003	160.99999999999997	132.0	131.0	68.00000000000001	65.00000000000001	60.99999999999999	49.99999999999999	43.0	38.99999999999999	29.000000000000007	37.00000000000002	21.99999999999999	13.999999999999995	20.0	10.999999999999995
EC-04M	74162.00000000001	1393.0	75554.99999999997	95567.00000000003	40233.0	32619.000000000004	173.00000000000003	146.0	127.99999999999997	127.0	143.99999999999994	95.0	70.00000000000001	104.99999999999999	74.0	42.000000000000014	42.000000000000014	37.0	25.000000000000007	43.99999999999998	21.99999999999999	26.0	10.000000000000004
EC-04P	37112	602	37714	38382	19100	17880	11	13	4	7	3	10	32	9	5	5	3	2	4	15	2	4	3
EC-05A	101471.99999999994	1073.9999999999998	102545.99999999999	131831.0	42652.00000000002	57657.00000000003	205.00000000000003	158.0	104.0	91.99999999999999	73.99999999999997	90.00000000000001	79.0	66.0	74.99999999999996	27.00000000000001	35.99999999999999	24.00000000000001	35.99999999999999	29.999999999999993	25.0	27.00000000000001	14.999999999999996
EC-05B	56177.999999999985	580.9999999999997	56758.99999999999	70323.00000000004	21511.000000000007	33820.99999999998	174.99999999999997	136.00000000000006	59.0	72.99999999999999	71.99999999999999	51.99999999999997	38.99999999999999	42.000000000000014	49.999999999999986	11.000000000000002	29.999999999999986	33.00000000000001	22.000000000000004	11.999999999999996	12.999999999999993	17.000000000000007	10.000000000000005
EC-05C	63636.999999999985	772.9999999999995	64410.00000000003	84225.00000000001	36052.0	26684.000000000007	123.0	64.99999999999997	90.99999999999999	101.00000000000003	96.0	77.00000000000001	54.0	72.0	43.999999999999986	27.999999999999996	40.0	36.0	24.99999999999999	15.0	10.999999999999996	9.0	13.999999999999998
EC-05D	70812.00000000001	1079.0	71891.0	93296.00000000004	37318.99999999999	32234.999999999985	141.0	137.00000000000009	133.99999999999997	124.99999999999997	133.99999999999997	86.00000000000001	72.0	102.0	71.00000000000001	30.999999999999996	45.00000000000001	39.99999999999997	36.0	28.0	34.00000000000001	25.0	17.000000000000004
EC-05P	16923	146	17069	17330	8394	8483	5	4	4	3	4	1	7	3	1	0	1	2	0	3	4	3	1
EC-06A	234995.99999999997	3939.000000000001	238935.0000000001	302836.00000000006	171577.99999999997	57717.99999999996	493.0	479.0	705.0	831.0000000000003	729.9999999999999	246.00000000000003	285.0000000000001	469.0	282.0	195.0	249.99999999999986	156.0	199.00000000000003	141.0	112.00000000000004	56.00000000000002	70.99999999999999
EC-06B	61098.999999999985	1018.0	62117.000000000015	78068.00000000001	36342.99999999999	23821.0	96.99999999999999	92.00000000000006	92.99999999999997	132.99999999999997	115.00000000000001	62.000000000000036	44.0	86.99999999999997	42.0	27.000000000000004	37.999999999999986	18.999999999999993	27.000000000000004	18.999999999999993	15.999999999999993	10.0	13.999999999999998
EC-06C	53956.0	1064.0	55020.0	71052.99999999999	25645.000000000007	27389.0	122.0	113.00000000000001	96.99999999999999	96.99999999999999	85.0	79.00000000000004	39.0	86.0	51.00000000000002	20.999999999999996	23.000000000000007	34.99999999999999	17.99999999999999	17.0	12.000000000000004	13.999999999999996	13.000000000000002
EC-06D	63924.00000000001	1052.0	64975.999999999985	82193.0	32340.000000000004	30354.000000000004	170.9999999999999	161.0	155.00000000000006	128.00000000000006	135.99999999999997	72.00000000000006	64.00000000000003	84.00000000000003	56.00000000000001	44.00000000000001	38.00000000000001	32.000000000000014	26.00000000000001	21.000000000000007	12.0	18.000000000000014	12.0
EC-06P	12791	256	13047	13616	6699	6057	6	1	4	2	2	3	1	3	3	4	0	0	1	4	0	1	0
EC-07A	39831.00000000001	388.00000000000006	40219.0	52852.0	16196.000000000002	23283.0	59.999999999999986	31.999999999999996	38.00000000000001	27.00000000000001	20.0	39.0	25.000000000000007	17.999999999999996	20.0	17.999999999999996	13.0	3.9999999999999996	10.0	14.0	3.9999999999999996	3.0000000000000004	7.0
EC-07B	59604.00000000003	634.9999999999997	60239.000000000015	75523.99999999997	26187.000000000004	32870.99999999999	77.99999999999999	51.00000000000001	55.0	41.0	30.00000000000001	46.00000000000001	77.99999999999999	28.00000000000001	32.0	17.000000000000004	20.0	10.999999999999998	14.000000000000005	15.000000000000005	14.000000000000005	7.000000000000003	8.999999999999998
EC-07C	55410.00000000002	541.0000000000001	55951.0	72572.00000000001	19752.0	34983.0	108.99999999999997	88.00000000000001	54.99999999999999	44.00000000000001	38.000000000000014	53.0	128.99999999999997	31.000000000000004	19.999999999999996	16.999999999999996	16.999999999999996	20.999999999999996	11.000000000000002	19.999999999999996	14.000000000000005	6.0000000000000036	2.0
EC-07D	71110.00000000001	574.0	71684.00000000001	89500.0	28287.000000000007	42015.0	107.99999999999997	122.99999999999999	82.00000000000003	37.99999999999998	41.000000000000014	79.0	118.99999999999994	47.999999999999986	28.0	16.999999999999993	18.0	26.999999999999993	18.99999999999999	19.999999999999993	19.999999999999993	9.999999999999996	10.999999999999996
EC-07E	82427.99999999996	789.9999999999998	83218.00000000001	100757.0	34022.0	47464.000000000015	171.00000000000003	105.99999999999997	86.99999999999997	83.00000000000006	63.0	78.00000000000003	78.00000000000003	68.0	35.000000000000014	25.999999999999996	25.999999999999996	28.000000000000014	24.99999999999999	21.999999999999996	17.0	14.000000000000007	15.0
EC-07F	76667.00000000001	941.0000000000001	77608.00000000001	95640.99999999994	32346.999999999993	43368.999999999985	133.00000000000003	141.00000000000006	68.0	56.00000000000001	80.99999999999999	108.00000000000004	95.00000000000003	57.99999999999998	37.00000000000001	20.0	32.999999999999986	31.0	23.000000000000007	20.99999999999999	17.0	17.0	11.999999999999998
EC-07G	59782.999999999985	480.00000000000006	60263.000000000015	78182.0	23038.000000000007	36208.99999999999	77.00000000000001	57.00000000000001	46.000000000000014	50.000000000000014	34.000000000000014	49.000000000000014	55.0	44.0	17.999999999999996	17.999999999999996	15.999999999999993	21.000000000000004	15.000000000000002	3.9999999999999982	15.999999999999993	7.9999999999999964	7.9999999999999964
EC-07H	63189.99999999998	446.99999999999994	63637.0	79685.00000000003	39546.99999999999	23183.999999999996	47.99999999999999	23.999999999999996	41.0	57.00000000000001	53.000000000000014	41.0	46.00000000000001	22.0	17.0	22.0	13.999999999999995	13.999999999999995	13.999999999999995	23.999999999999996	9.000000000000004	4.999999999999998	8.0
EC-07I	75054.0	738.0000000000002	75791.99999999999	94174.99999999999	34807.00000000001	39604.000000000015	104.99999999999997	56.99999999999999	66.00000000000004	46.99999999999999	55.99999999999999	44.0	74.00000000000003	34.000000000000014	33.00000000000002	17.000000000000007	17.000000000000007	15.999999999999998	19.0	26.999999999999993	15.999999999999998	7.999999999999999	6.999999999999999
EC-07J	64603.0	571.9999999999999	65175.000000000015	80777.99999999999	25932.000000000007	38027.999999999985	92.00000000000006	63.99999999999999	51.99999999999998	48.00000000000001	43.00000000000001	71.99999999999999	96.00000000000001	31.000000000000004	31.999999999999996	15.999999999999998	14.999999999999996	12.000000000000002	16.999999999999993	14.999999999999996	10.999999999999998	17.999999999999996	8.999999999999998
EC-07P	30131	410	30541	30883	13879	16116	14	12	7	7	3	3	40	10	6	2	4	0	2	17	5	2	2
EC-08A	77138.00000000001	989.9999999999995	78128.00000000001	97610.00000000004	31716.00000000001	44273.00000000001	182.00000000000003	144.99999999999994	95.00000000000004	102.0	84.0	95.00000000000004	90.0	70.00000000000001	58.99999999999999	32.0	28.00000000000001	51.0	32.99999999999999	23.00000000000001	28.00000000000001	17.0	15.000000000000002
EC-08B	72694.99999999999	747.9999999999997	73443.00000000001	91790.99999999996	25164.0	46635.00000000002	143.99999999999991	145.0	56.000000000000014	79.99999999999993	67.0	66.00000000000003	70.0	63.00000000000001	41.000000000000014	23.0	25.999999999999996	28.000000000000007	18.999999999999996	27.000000000000007	17.000000000000018	14.000000000000004	9.999999999999991
EC-08C	74284.99999999999	575.0000000000001	74860.00000000003	93769.00000000003	30647.00000000001	42860.000000000015	138.00000000000006	115.99999999999999	57.99999999999999	66.00000000000001	71.99999999999997	71.00000000000003	37.00000000000001	45.0	39.99999999999999	23.000000000000004	23.000000000000004	13.999999999999998	15.000000000000005	22.000000000000007	16.0	13.999999999999998	8.0
EC-08D	63560.000000000015	638.9999999999998	64199.00000000001	81524.00000000001	22939.00000000001	40084.0	103.00000000000006	72.0	37.99999999999998	45.000000000000014	36.0	39.0	37.99999999999998	35.000000000000014	26.0	9.999999999999998	13.999999999999996	13.999999999999996	9.999999999999998	16.000000000000004	9.999999999999998	13.0	18.0
EC-08E	60339.00000000003	472.99999999999994	60812.00000000001	78689.99999999997	24091.99999999999	35795.00000000002	79.0	67.99999999999999	28.999999999999986	45.0	32.00000000000001	34.999999999999986	29.999999999999986	20.999999999999993	20.999999999999993	19.0	9.000000000000004	12.000000000000004	16.999999999999996	9.000000000000004	8.000000000000002	2.0000000000000004	16.000000000000004
EC-08F	69835.99999999999	652.0	70488.0	86984.0	35248.0	34191.0	52.00000000000001	34.00000000000001	23.999999999999993	50.00000000000001	34.00000000000001	25.000000000000004	29.999999999999996	21.000000000000004	19.999999999999993	9.999999999999996	15.999999999999996	5.999999999999998	15.999999999999996	30.999999999999996	14.999999999999998	7.999999999999998	4.999999999999998
EC-08G	73545.00000000004	533.9999999999999	74079.00000000001	93450.0	32247.0	40715.0	98.99999999999999	71.0	51.99999999999999	55.99999999999999	44.99999999999999	45.99999999999997	35.0	33.00000000000001	19.99999999999999	12.0	19.0	15.000000000000004	18.0	25.999999999999996	10.999999999999993	18.0	6.999999999999999
EC-08P	23752	280	24032	24395	10382	13270	7	11	4	4	3	7	22	6	4	4	3	0	1	12	2	7	3
EC-09A	80837.0	658.0000000000003	81495.00000000001	100711.00000000003	27600.999999999985	52201.99999999997	205.00000000000006	155.00000000000003	78.0	75.0	64.99999999999999	63.000000000000036	68.00000000000003	63.99999999999999	81.00000000000001	15.999999999999998	24.000000000000014	29.999999999999996	31.00000000000001	25.00000000000002	19.99999999999999	19.99999999999999	14.000000000000002
EC-09B	62083.000000000015	553.0000000000001	62635.999999999985	78233.99999999999	21912.000000000007	39513.00000000001	106.99999999999997	92.99999999999999	64.99999999999999	44.00000000000001	56.99999999999999	64.00000000000003	27.99999999999999	39.00000000000001	30.000000000000004	15.000000000000002	12.000000000000004	25.0	13.999999999999995	26.000000000000007	20.000000000000018	10.000000000000009	9.000000000000002
EC-09C	96247.99999999997	850.9999999999999	97099.0	120147.99999999997	32597.999999999993	62738.99999999998	161.99999999999997	136.00000000000003	85.00000000000001	59.99999999999998	59.99999999999998	62.99999999999998	76.00000000000001	53.00000000000001	67.0	16.000000000000004	29.000000000000004	20.999999999999996	17.000000000000004	30.99999999999999	14.999999999999995	10.999999999999998	9.000000000000002
EC-09D	130934.99999999999	1101.9999999999993	132036.99999999997	163818.00000000003	50976.99999999998	78545.99999999999	250.0	175.99999999999997	146.99999999999994	128.00000000000006	116.00000000000006	128.99999999999997	82.00000000000001	79.00000000000001	73.0	36.00000000000001	36.00000000000001	28.00000000000001	35.000000000000014	27.00000000000001	28.00000000000001	18.000000000000004	23.999999999999993
EC-09P	15973	187	16160	16522	5620	10295	10	5	1	0	3	3	13	7	2	2	1	1	0	7	0	2	1
EC-10A	14678.000000000002	495.0	15172.999999999996	22057.000000000022	8144.0	5959.000000000004	50.99999999999996	54.99999999999999	66.99999999999997	69.99999999999999	32.99999999999999	37.99999999999999	26.0	34.000000000000014	29.999999999999996	63.00000000000001	18.0	21.999999999999996	10.999999999999998	18.999999999999996	16.0	14.000000000000002	8.0
