entity_id	valid	rejected	polled	electors	UNP	SLFP	JVP	ACTC	LSSP	NSSP
EC-02G	56321.00000000004	429.9999999999998	56750.99999999997	67060.99999999999	22531.00000000001	31494.999999999993	1926.0	32.0	272.00000000000006	64.99999999999997
EC-02H	58788.999999999985	516.9999999999998	59306.00000000002	72371.00000000001	27845.0	28532.000000000004	1942.0	32.99999999999999	336.0000000000001	101.00000000000001
EC-02I	55709.00000000002	488.00000000000006	56197.000000000015	69624.00000000001	32419.999999999996	21074.0	1683.0	28.99999999999999	345.99999999999994	157.0
EC-02J	53777.99999999999	418.0000000000002	54196.000000000015	65660.0	25852.999999999996	25579.999999999996	1951.9999999999998	16.999999999999996	306.99999999999994	69.00000000000001
EC-02K	56087.99999999997	519.0	56606.999999999985	66207.00000000003	26573.000000000015	27508.0	1670.0000000000002	32.99999999999998	247.0	56.99999999999997
EC-02L	45623.000000000015	410.0	46033.0	55457.000000000015	25397.999999999996	18539.000000000007	1388.9999999999998	12.999999999999996	236.99999999999997	47.00000000000001
EC-02M	46371.99999999999	479.9999999999999	46852.0	58671.00000000001	24731.999999999993	19050.0	2179.000000000001	25.0	311.9999999999999	74.0
EC-02P	14484	147	14631	14631	8323	5502	428	16	169	46
EC-03A	54512.00000000001	676.9999999999999	55188.99999999999	67549.00000000003	26647.999999999996	23861.000000000007	2011.0000000000005	27.0	1775.9999999999998	188.9999999999999
EC-03B	54560.0	627.9999999999997	55188.000000000015	65012.99999999997	26631.000000000004	25499.999999999985	1582.9999999999998	35.00000000000003	729.9999999999997	80.99999999999999
EC-03C	52528.000000000015	458.99999999999994	52986.99999999999	61355.99999999998	27056.000000000004	23518.0	1360.9999999999993	48.00000000000001	358.99999999999994	185.99999999999991
EC-03D	43193.99999999998	581.9999999999997	43775.999999999985	51297.0	21485.999999999993	20068.000000000007	997.9999999999999	63.99999999999999	520.9999999999998	57.000000000000014
EC-03E	50545.0	741.0	51286.0	61808.99999999998	24493.999999999993	23153.999999999996	2164.0000000000005	106.99999999999999	536.9999999999999	89.0
EC-03F	53323.00000000001	612.0000000000001	53935.00000000003	64944.00000000003	26166.999999999996	22991.999999999996	2306.0	39.0	1707.0000000000007	111.99999999999997
EC-03G	52801.0	543.9999999999998	53344.99999999999	64357.00000000004	27951.000000000004	22348.999999999996	1812.0	38.999999999999986	608.0	41.999999999999986
EC-03H	51003.000000000015	943.9999999999999	51947.0	62889.99999999998	25680.99999999999	21040.999999999996	2043.0	80.00000000000001	2079.0	79.00000000000001
EC-03P	9426	103	9529	9529	5478	3391	221	4	296	36
EC-04A	30887.999999999996	214.00000000000003	31101.999999999996	35939.99999999999	17778.0	11874.000000000002	1092.0000000000005	18.000000000000004	97.99999999999996	28.000000000000004
EC-04B	70224.00000000004	605.0000000000001	70829.00000000004	82590.0	43186.000000000015	23301.000000000022	3374.0	41.99999999999999	230.0	91.00000000000001
EC-04C	34862.0	381.99999999999994	35244.00000000001	41887.999999999985	22157.999999999996	11783.0	669.0000000000001	37.00000000000001	161.0	54.00000000000002
EC-04D	28228.0	358.0	28586.00000000001	31787.999999999993	15283.999999999996	12242.000000000004	456.00000000000034	38.00000000000001	157.0	51.000000000000014
EC-04E	27011.999999999996	267.00000000000006	27279.0	3145.0000000000005	13258.0	12747.000000000002	821.0	55.99999999999999	100.00000000000003	29.999999999999996
EC-04F	34743.0	355.0	35097.999999999985	41313.99999999999	20420.999999999996	12898.0	1137.9999999999995	60.0	180.00000000000003	46.00000000000001
EC-04G	33239.99999999999	414.00000000000006	33654.0	38947.000000000015	20296.000000000004	12286.000000000005	419.0	42.999999999999986	164.99999999999997	30.999999999999996
EC-04H	34269.00000000001	277.00000000000006	34546.000000000015	43441.99999999999	20105.000000000004	13219.000000000005	621.0	32.0	198.99999999999994	93.0
EC-04I	22930.0	203.00000000000003	23132.999999999993	29751.000000000004	15729.0	6498.000000000001	408.00000000000006	64.00000000000001	148.99999999999997	82.0
EC-04J	39589.99999999999	325.00000000000006	39915.00000000002	46731.00000000001	20847.999999999996	17596.000000000004	964.0	15.0	131.00000000000006	36.0
EC-04K	36616.0	245.99999999999997	36862.0	43223.0	23440.000000000015	12099.999999999995	852.0000000000005	27.000000000000004	150.0	47.00000000000001
EC-04L	42541.00000000001	394.00000000000006	42935.0	50562.99999999998	26379.999999999993	15340.000000000002	528.0	60.00000000000001	188.0	45.0
EC-04M	39453.0	410.99999999999994	39864.000000000015	47445.0	24586.000000000007	13512.0	960.9999999999998	63.999999999999986	264.0	66.0
EC-04P	9701	97	9798	9798	6152	3251	190	6	84	18
EC-05A	52012.000000000015	384.9999999999997	52397.000000000015	60535.99999999997	27368.000000000015	21747.999999999996	2500.9999999999995	45.99999999999999	309.00000000000006	40.00000000000003
EC-05B	30889.000000000007	272.0000000000001	31160.999999999985	35129.00000000002	17353.999999999996	12148.999999999995	1157.9999999999995	38.99999999999999	154.99999999999997	34.000000000000014
EC-05C	35771.0	331.9999999999999	36102.99999999998	43704.99999999998	22451.999999999996	11632.000000000004	1399.9999999999995	84.99999999999999	152.99999999999997	49.0
EC-05D	40579.99999999997	396.00000000000017	40976.00000000001	47906.00000000001	25182.999999999993	12982.000000000004	2032.9999999999998	82.00000000000001	238.99999999999986	61.00000000000002
EC-05P	2562	29	2591	2591	1674	788	77	1	10	12
EC-06A	71005.99999999999	950.0000000000002	71956.0	86486.99999999997	49414.000000000015	18543.0	1892.0000000000002	380.0000000000001	632.0000000000002	145.00000000000003
EC-06B	31564.999999999993	320.0	31884.99999999999	37124.0	18683.999999999996	12036.000000000004	616.0	51.0	145.99999999999994	31.999999999999986
EC-06C	34398.000000000015	368.0000000000001	34766.000000000015	39852.99999999999	20671.999999999996	12414.0	983.0000000000007	50.0	202.0000000000001	77.00000000000003
EC-06D	33723.000000000015	396.99999999999983	34120.00000000001	38413.99999999999	18956.999999999993	13391.000000000004	1022.9999999999995	74.00000000000001	208.00000000000009	70.0
EC-06P	2077	13	2090	2090	1290	709	55	3	13	7
EC-07A	28541.000000000004	546.0	29087.000000000004	37443.99999999999	14948.999999999995	9295.000000000002	1178.0	14.0	3060.0000000000014	45.000000000000014
EC-07B	36881.00000000001	474.00000000000017	37355.0	45086.0	17783.999999999996	16225.000000000002	2270.9999999999995	21.999999999999996	515.0000000000001	64.0
EC-07C	33083.99999999999	366.99999999999994	33451.00000000001	41355.0	17060.0	12732.0	3026.0000000000005	44.999999999999986	181.0	39.99999999999999
EC-07D	47978.000000000015	685.9999999999998	48663.99999999997	58596.00000000001	23668.000000000007	21805.0	2106.0	36.0	294.00000000000006	69.0
EC-07E	48820.999999999985	604.9999999999999	49426.00000000001	57075.00000000003	27208.99999999999	19649.00000000001	1629.0000000000002	60.0	209.99999999999994	63.999999999999986
EC-07F	48560.00000000001	540.0000000000002	49100.0	59039.99999999997	22301.0	23689.0	1980.9999999999998	79.00000000000003	380.9999999999999	128.99999999999991
EC-07G	45025.000000000015	748.0	45773.0	55193.00000000001	20800.999999999996	20797.999999999996	2408.9999999999995	38.99999999999998	907.0	71.00000000000001
EC-07H	38015.00000000001	389.00000000000006	38404.00000000001	51574.00000000001	23785.0	11508.0	2279.0	63.0	255.00000000000003	125.0
EC-07I	41780.0	389.00000000000006	42169.0	51073.000000000015	20269.000000000004	19623.00000000001	1533.0000000000005	31.999999999999996	187.99999999999997	134.99999999999997
EC-07J	44126.0	361.0000000000001	44486.99999999999	56053.00000000002	18960.0	22599.999999999996	2239.0	33.999999999999986	179.99999999999994	113.00000000000001
EC-07P	8327	93	8420	8420	4758	3001	311	1	220	36
EC-08A	42845.00000000001	428.0000000000003	43272.99999999999	49817.00000000004	22457.0	18147.000000000004	1885.9999999999995	71.99999999999999	219.99999999999997	62.99999999999999
EC-08B	48201.00000000001	420.0000000000001	48620.99999999999	57202.99999999999	22146.000000000004	22984.000000000004	2710.9999999999995	60.999999999999986	228.0	70.99999999999997
EC-08C	50261.00000000001	421.00000000000017	50682.00000000001	59798.00000000002	24667.0	20388.99999999999	4780.999999999999	108.00000000000003	246.00000000000003	70.00000000000003
EC-08D	45614.00000000004	436.99999999999994	46051.000000000015	57400.00000000001	20548.999999999996	21407.999999999993	3267.0	82.99999999999999	229.00000000000006	78.0
EC-08E	45583.0	456.9999999999999	46039.99999999999	56693.00000000001	22604.999999999996	17757.000000000004	4874.000000000004	49.00000000000002	245.99999999999994	52.00000000000001
EC-08F	44865.999999999985	407.99999999999994	45274.0	56251.999999999985	23221.000000000004	19332.999999999996	2066.9999999999995	21.999999999999993	155.99999999999997	67.0
EC-08G	49975.00000000001	450.9999999999999	50426.0	62725.00000000001	25050.999999999993	22282.00000000001	2276.0	78.00000000000001	197.99999999999997	89.99999999999999
EC-08P	6638	69	6707	6707	4029	2287	255	1	48	18
EC-09A	44993.000000000015	484.0	45476.999999999985	57490.999999999985	18964.000000000004	19605.00000000001	5966.0	96.99999999999999	247.0000000000001	114.00000000000001
EC-09B	45531.0	378.0000000000001	45908.99999999997	56254.0	21056.000000000007	18150.000000000004	5957.000000000001	63.00000000000002	226.99999999999997	78.00000000000001
EC-09C	49733.0	397.00000000000006	50130.000000000015	58689.99999999996	23195.999999999993	17252.999999999993	8966.0	56.999999999999964	182.99999999999997	77.99999999999996
EC-09D	54338.99999999998	523.0	54862.00000000001	69521.00000000001	25655.99999999999	20624.000000000004	7724.000000000001	58.00000000000003	211.99999999999997	65.0
EC-09P	2682	22	2704	2704	1673	770	222	0	8	9
EC-10A	16186.999999999998	942.9999999999998	17130.0	42563.0	4067.0000000000014	3393.000000000002	119.0	8353.000000000005	156.99999999999991	98.00000000000003
EC-10B	22103.000000000004	1075.9999999999998	23179.000000000004	46206.0	3700.0000000000005	7770.000000000001	380.00000000000006	9741.0	257.0	255.0
EC-10C	20194.0	1078.0	21272.0	51681.0	3770.9999999999995	9522.999999999998	341.0	6065.0	310.0	184.0
EC-10D	22330.0	1069.0	23399.0	48930.0	4463.000000000002	9007.999999999998	559.0	7513.999999999998	483.0	297.99999999999994
EC-10E	23282.000000000004	1023.0000000000002	24304.999999999996	49576.99999999999	3546.0000000000005	13677.999999999998	379.0000000000001	4983.999999999999	423.0	181.99999999999994
EC-10F	17000.999999999993	815.9999999999998	17816.999999999996	43990.000000000015	2282.0	8154.999999999999	208.0	5779.000000000001	352.99999999999994	224.0
EC-10G	15469.0	584.9999999999999	16053.999999999998	34858.99999999999	3197.9999999999995	6348.0	188.99999999999994	5367.0	217.00000000000006	150.0
EC-10H	20247.000000000004	1205.0000000000005	21452.0	44596.99999999999	3629.0000000000005	6127.999999999999	204.00000000000003	9742.0	419.0	125.0
EC-10I	18958.999999999993	894.0000000000001	19852.999999999996	49233.0	4831.000000000001	4329.999999999998	244.00000000000003	8979.0	331.9999999999999	243.0
EC-10J	19502.000000000004	711.0	20213.000000000004	42296.0	6419.0	3257.999999999999	175.99999999999997	9318.999999999998	134.0	185.99999999999997
EC-10K	18087.000000000004	1012.0000000000001	19099.00000000001	39772.999999999985	3616.000000000001	4188.000000000001	188.0	9821.999999999998	170.99999999999997	101.99999999999997
EC-10P	4642	198	4840	4840	1253	1431	111	1598	120	129
EC-11A	27501.99999999999	486.0000000000001	27988.0	40964.99999999999	17007.99999999999	8038.999999999998	278.99999999999983	1891.0000000000007	174.00000000000003	111.00000000000006
EC-11B	25897.00000000001	946.9999999999999	26844.0	43655.999999999985	11719.999999999998	9385.0	1764.0	2689.0000000000005	251.99999999999994	87.00000000000001
EC-11C	16241.000000000007	970.9999999999999	17211.99999999999	34472.0	3678.000000000001	5470.999999999999	204.00000000000003	6654.0000000000055	149.99999999999997	84.0
EC-11P	1099	43	1142	1142	428	326	39	287	8	11
EC-12A	29911.000000000004	879.9999999999998	30790.999999999993	46194.99999999998	15949.999999999996	7993.999999999997	257.99999999999994	5250.0	303.9999999999999	155.00000000000003
EC-12B	54727.000000000015	1119.9999999999998	55847.0	80393.99999999993	24220.00000000001	9922.000000000002	580.0	19337.99999999999	438.0	229.00000000000009
EC-12C	33708.00000000001	813.0	34521.0	45890.99999999999	7129.000000000001	3485.000000000002	415.00000000000006	21918.000000000004	531.0	229.99999999999994
EC-12P	1730	66	1796	1796	795	287	34	589	21	4
EC-13A	53098.999999999985	486.00000000000006	53585.00000000001	64740.00000000003	29048.99999999999	20552.000000000004	3039.000000000002	96.0	277.99999999999994	85.00000000000001
EC-13B	28475.99999999998	373.99999999999994	28849.999999999993	35981.99999999999	19079.000000000004	6710.000000000001	1197.0	1213.9999999999993	220.99999999999997	54.999999999999986
EC-13C	28598.99999999999	448.99999999999994	29048.000000000007	37509.00000000001	18346.999999999996	8197.000000000002	861.0000000000002	926.0000000000002	153.0	114.99999999999996
EC-13D	49240.0	777.9999999999999	50017.999999999985	66036.99999999999	23285.999999999996	17265.000000000004	2517.999999999999	5748.000000000001	304.00000000000017	118.99999999999996
EC-13P	1556	14	1570	1570	1011	372	64	95	11	3
EC-14A	34454.99999999999	439.99999999999994	34895.00000000001	43980.000000000015	15823.000000000002	13096.999999999998	3536.000000000001	1708.0000000000005	210.99999999999994	80.00000000000004
EC-14B	26872.000000000004	777.0000000000001	27648.999999999996	49244.00000000001	14503.000000000002	5424.000000000001	1305.0000000000007	5366.000000000001	174.00000000000003	100.00000000000001
EC-14C	31008.999999999996	536.0000000000001	31545.000000000004	40422.00000000001	14528.999999999998	12899.999999999996	508.99999999999983	2760.0	228.0000000000001	83.00000000000001
EC-14P	1260	42	1302	1302	667	279	45	234	22	13
EC-15A	46568.00000000003	369.0	46936.999999999985	53575.99999999997	23437.999999999993	20998.0	1882.0000000000002	33.99999999999999	177.99999999999991	37.99999999999999
EC-15B	43441.0	314.00000000000017	43755.00000000001	50466.99999999999	24543.999999999993	17307.0	1262.0000000000002	35.0	242.00000000000006	50.99999999999998
EC-15C	50518.0	316.99999999999994	50834.999999999985	58528.0	27488.999999999996	20566.0	2141.0000000000005	31.00000000000001	200.99999999999997	89.99999999999997
EC-15D	45559.000000000015	580.0000000000001	46138.99999999998	55515.99999999999	28097.999999999996	15608.000000000007	1496.0000000000005	41.0	267.00000000000006	48.999999999999986
EC-15E	37408.00000000001	324.9999999999999	37732.99999999999	43669.999999999985	21220.000000000015	14914.0	1060.0000000000002	21.000000000000004	156.00000000000003	37.0
EC-15F	37721.0	384.0000000000001	38105.00000000001	43355.999999999985	21474.999999999996	14990.999999999998	1048.0000000000002	22.000000000000007	147.99999999999997	36.99999999999999
EC-15G	44158.000000000015	257.00000000000006	44415.00000000001	50788.0	23478.999999999996	19759.999999999993	742.0000000000002	31.999999999999993	116.0	29.0
EC-15H	48924.00000000001	324.0	49248.0	57167.00000000001	25596.999999999993	21049.99999999999	2002.9999999999998	31.000000000000007	198.00000000000003	45.00000000000001
EC-15I	49506.00000000002	391.00000000000006	49897.00000000001	57287.00000000003	28797.0	19142.000000000004	1246.9999999999998	33.00000000000001	230.99999999999994	56.000000000000014
EC-15J	50511.99999999999	350.00000000000017	50861.99999999996	58868.99999999997	28872.0	19428.999999999996	1897.0000000000005	50.0	198.00000000000003	65.99999999999999
EC-15K	40133.99999999999	637.0	40771.00000000001	47811.99999999999	22383.999999999985	16625.000000000004	910.9999999999997	36.0	124.00000000000004	54.00000000000001
EC-15L	39593.00000000001	295.0	39887.99999999999	50454.00000000001	23369.999999999993	14637.999999999998	1299.9999999999998	37.99999999999999	159.0	87.99999999999999
EC-15M	41064.00000000001	435.0000000000001	41498.99999999999	48522.000000000015	23127.0	16033.000000000005	1580.0000000000005	50.999999999999986	203.00000000000009	69.99999999999999
EC-15N	35290.99999999999	336.99999999999994	35628.000000000015	41493.000000000015	17538.000000000007	14470.000000000002	3048.0	51.999999999999964	132.99999999999994	50.00000000000003
EC-15P	9581	116	9697	9697	6341	2948	218	2	40	32
EC-16A	34171.0	388.9999999999999	34559.99999999999	45817.000000000015	24088.999999999996	8448.0	706.0000000000001	592.0	290.0	46.00000000000001
EC-16B	43218.00000000002	457.9999999999998	43675.999999999985	54206.999999999985	20788.99999999999	19756.999999999996	2369.9999999999995	48.000000000000014	181.99999999999997	72.00000000000003
EC-16C	49617.0	479.0000000000001	50095.99999999999	61127.99999999999	30142.000000000004	17552.999999999993	1525.0000000000002	109.0	243.00000000000006	44.999999999999986
EC-16D	40817.99999999999	357.00000000000006	41175.0	49637.99999999999	23323.999999999996	16298.999999999995	1015.9999999999999	23.00000000000001	118.99999999999999	37.00000000000001
EC-16E	47647.00000000002	288.9999999999999	47936.0	56885.00000000001	28801.0	17292.999999999993	1317.9999999999995	30.999999999999993	171.00000000000006	32.999999999999986
EC-16P	2509	23	2532	2532	1732	656	66	14	35	6
EC-17A	34644.99999999999	350.0	34995.0	41462.99999999999	16590.000000000004	15078.999999999995	2749.0	31.000000000000018	144.00000000000003	52.000000000000014
EC-17B	31234.00000000001	347.0	31581.00000000001	36656.99999999999	15258.999999999998	13028.999999999998	2718.9999999999995	32.0	166.00000000000006	28.999999999999993
EC-17C	32981.999999999985	366.0000000000001	33348.0	41614.999999999985	15855.999999999996	14943.999999999998	1890.9999999999998	44.999999999999986	186.99999999999994	59.000000000000014
EC-17D	35678.00000000001	248.99999999999991	35926.99999999999	42409.00000000001	18894.000000000004	15054.000000000002	1486.0000000000002	31.999999999999996	172.0	39.99999999999999
EC-17E	45678.00000000003	473.99999999999994	46152.00000000002	54761.99999999999	22467.000000000004	20442.00000000001	2410.000000000001	32.00000000000001	180.00000000000006	147.00000000000003
EC-17F	24321.999999999996	248.99999999999997	24571.0	28760.999999999996	11300.0	10965.0	1812.9999999999995	34.0	180.0	29.99999999999999
EC-17G	28610.000000000015	208.99999999999986	28818.999999999985	32927.0	15453.999999999993	12280.999999999998	733.0	13.000000000000002	98.00000000000001	31.000000000000007
EC-17P	3374	50	3424	3424	2053	1179	110	3	21	8
EC-18A	33989.000000000015	315.0	34303.99999999999	40328.99999999999	17727.99999999999	12817.999999999998	3180.9999999999995	34.99999999999999	168.99999999999994	58.00000000000001
EC-18B	35023.0	312.0000000000001	35334.99999999999	43240.00000000001	20324.0	11777.000000000004	2735.9999999999995	24.0	139.99999999999997	22.000000000000004
EC-18C	35416.00000000003	425.9999999999999	35842.00000000001	44055.00000000002	20616.000000000004	12285.999999999998	2161.0000000000005	166.00000000000003	133.00000000000003	53.999999999999986
EC-18P	1187	11	1198	1198	746	362	60	3	9	7
EC-19A	29147.99999999999	287.0	29435.000000000022	33514.00000000001	21340.000000000004	7076.0	442.99999999999994	27.000000000000014	229.00000000000014	32.99999999999998
EC-19B	23703.000000000004	288.9999999999999	23992.00000000001	27455.000000000007	12250.999999999996	10835.999999999996	241.99999999999991	62.00000000000001	236.99999999999997	75.0
EC-19C	24018.000000000015	395.0000000000001	24413.000000000004	28077.000000000004	14400.000000000004	8829.999999999996	379.00000000000006	118.00000000000004	229.99999999999994	61.00000000000002
EC-19D	22003.000000000004	228.00000000000003	22230.999999999996	27418.999999999993	12435.000000000002	8485.000000000002	717.0	76.0	252.99999999999997	37.0
EC-19E	25778.000000000004	350.99999999999994	26129.000000000004	30597.999999999993	14195.999999999998	10249.000000000002	1011.0000000000001	69.0	211.99999999999994	40.99999999999999
EC-19F	28992.999999999993	335.0000000000001	29328.00000000001	33670.0	17563.999999999993	9250.999999999998	1851.0000000000002	54.0	206.00000000000003	67.00000000000001
EC-19G	30790.999999999996	436.99999999999994	31228.000000000004	36128.00000000001	18673.000000000007	10077.999999999998	1745.0000000000005	61.0	199.00000000000003	35.00000000000001
EC-19H	29521.999999999993	375.0	29897.000000000004	35569.99999999999	15718.0	12755.0	652.0000000000002	97.0	245.0	55.00000000000003
EC-19I	21913.0	241.99999999999997	22155.000000000007	27755.99999999999	11822.0	9257.000000000005	481.99999999999994	54.99999999999999	241.99999999999997	54.99999999999999
EC-19P	4571	43	4614	4614	2663	1645	191	6	62	4
EC-20A	30259.999999999996	458.0	30718.000000000015	35895.00000000001	16821.000000000004	11820.0	1180.0	55.0	312.9999999999999	70.99999999999997
EC-20B	35126.0	526.0	35652.0	41675.00000000003	16836.000000000004	16060.000000000002	1721.0000000000002	73.0	343.0	92.99999999999996
EC-20C	37200.00000000001	563.0000000000001	37763.00000000001	48987.99999999999	16874.0	15797.000000000002	4225.0	35.0	214.00000000000009	55.0
EC-20P	1235	6	1241	1241	733	438	45	0	12	7
EC-21A	47627.000000000015	854.9999999999998	48482.00000000001	56592.00000000003	23721.0	19742.000000000007	850.9999999999999	54.000000000000014	272.0	2986.9999999999995
EC-21B	51452.99999999999	499.0	51952.000000000015	61986.000000000015	24764.999999999996	25402.000000000004	860.0	51.0	272.99999999999994	102.0
EC-21C	33754.000000000015	340.00000000000006	34094.00000000001	38662.0	17212.0	15106.000000000005	1126.0000000000002	34.99999999999999	214.00000000000003	60.99999999999999
EC-21D	45366.00000000001	336.0000000000001	45702.00000000002	51837.00000000001	22922.999999999996	20678.999999999993	1439.9999999999998	75.99999999999997	194.99999999999994	52.999999999999986
EC-21E	44671.00000000001	288.9999999999999	44960.0	51384.999999999985	24986.000000000004	17936.0	1338.9999999999995	61.99999999999999	291.00000000000017	56.99999999999998
EC-21F	42961.99999999999	323.99999999999994	43285.99999999999	48510.0	21556.000000000004	20307.999999999996	778.9999999999999	52.0	205.00000000000006	62.0
EC-21G	28292.999999999993	236.99999999999997	28530.00000000001	32904.0	13806.000000000004	13643.999999999995	629.0000000000001	32.99999999999999	129.00000000000003	51.99999999999999
EC-21H	47426.999999999985	505.00000000000006	47932.00000000001	60325.999999999985	24459.000000000007	18287.000000000004	4161.000000000001	58.99999999999999	378.00000000000006	83.0
EC-21P	4051	22	4073	4073	2475	1402	98	0	39	37
EC-22A	48447.99999999999	537.9999999999997	48985.999999999985	57629.000000000015	26926.000000000004	18803.0	2200.9999999999995	44.99999999999997	432.0000000000001	41.0
EC-22B	37407.0	490.0	37896.999999999985	45109.0	19599.000000000007	15842.000000000002	1477.0000000000002	31.999999999999996	403.00000000000017	54.00000000000001
EC-22C	36735.0	443.00000000000006	37178.00000000001	45145.999999999985	20183.999999999996	14567.0	1506.0000000000005	31.0	383.99999999999994	63.0
EC-22D	34355.00000000001	327.99999999999983	34683.00000000001	41612.00000000001	19130.0	13220.0	1798.9999999999995	17.000000000000004	167.99999999999997	20.999999999999996
EC-22E	40165.999999999985	275.0	40440.999999999985	48873.00000000001	24108.000000000004	13813.999999999993	1945.0000000000002	29.000000000000007	219.00000000000006	51.00000000000003
EC-22F	29022.0	219.00000000000009	29241.0	34503.99999999999	17182.999999999996	10433.000000000002	1197.0000000000005	26.0	153.99999999999997	29.000000000000007
EC-22G	38253.00000000001	771.0	39023.99999999999	45811.0	22888.999999999996	12516.999999999998	862.0000000000001	77.99999999999999	1838.0000000000002	69.00000000000001
EC-22H	39399.0	855.9999999999999	40255.0	47332.99999999999	22644.999999999993	13748.999999999998	1198.0	52.000000000000014	1683.0000000000002	72.0
EC-22I	33576.00000000001	571.9999999999999	34148.0	40531.0	19249.0	11996.999999999998	1370.9999999999998	66.0	789.0	104.00000000000001
EC-22P	5401	45	5446	5446	3531	1596	150	0	114	10
