entity_id	valid	rejected	polled	electors	SLPP	NDF	NMPP	NPP	IND11	DUNF	SPSL	JSWP	IND02	IND09	IND10	JSP	RJA	IND08	NUA	IND07	FSP	IND01	ONF	SLLP	IND13	DNM	IND14	IND03	USP	IND05	NSU	SEP	IND12	IND04	OPPP	OWORS	IND15	NSSP	IND06
EC-01K	101489.99999999997	886.9999999999999	102376.99999999999	119905.00000000004	61755.00000000002	34531.999999999985	3183.9999999999986	364.0	155.99999999999997	153.99999999999997	255.99999999999997	171.00000000000006	94.99999999999996	87.00000000000003	18.999999999999986	70.00000000000001	82.00000000000001	37.99999999999997	66.00000000000003	41.00000000000001	72.99999999999999	43.99999999999999	40.00000000000001	31.999999999999996	33.000000000000014	17.999999999999996	12.000000000000004	20.000000000000004	21.000000000000014	8.999999999999998	16.999999999999996	18.999999999999986	15.999999999999998	14.0	12.000000000000004	10.000000000000002	14.999999999999995	12.000000000000004	3.000000000000001
EC-01L	156400.0	1314.0	157713.99999999988	186251.99999999997	106102.00000000003	40157.00000000001	7595.999999999997	946.0	180.00000000000003	90.00000000000001	290.99999999999994	265.9999999999999	52.000000000000014	56.0	9.999999999999998	57.00000000000001	78.99999999999999	33.0	104.00000000000003	29.999999999999996	67.99999999999997	39.99999999999999	27.000000000000004	32.0	18.999999999999996	11.000000000000002	9.999999999999998	25.00000000000001	14.999999999999998	11.000000000000002	12.0	22.000000000000004	14.999999999999998	14.999999999999998	8.0	8.0	3.0	8.0	2.0
EC-01M	109601.0	1129.0000000000002	110729.99999999999	133613.99999999994	71892.99999999999	29688.000000000007	5820.000000000001	1165.0	82.0	54.00000000000001	171.99999999999994	235.00000000000006	30.0	23.999999999999993	5.000000000000001	54.00000000000001	41.0	10.000000000000002	55.999999999999986	23.999999999999993	57.999999999999986	21.0	10.000000000000002	23.000000000000007	5.999999999999998	11.000000000000002	13.0	15.0	11.999999999999996	2.999999999999999	11.999999999999996	21.0	11.000000000000002	5.999999999999998	2.999999999999999	5.000000000000001	2.999999999999999	11.000000000000002	4.0
EC-01N	146360.00000000003	1443.9999999999995	147804.0	174829.0000000001	99062.00000000001	37430.0	7343.0	1172.0000000000005	129.99999999999997	93.0	204.00000000000009	267.0	38.99999999999999	47.0	9.0	72.0	53.0	11.999999999999998	86.0	27.999999999999996	61.999999999999986	29.999999999999996	9.999999999999998	17.000000000000004	11.999999999999998	20.999999999999993	22.000000000000004	16.000000000000004	14.999999999999998	9.999999999999998	16.000000000000004	22.000000000000004	9.999999999999998	11.000000000000002	9.0	5.999999999999999	8.000000000000002	11.999999999999998	4.000000000000001
EC-01O	99687.0	1007.9999999999999	100694.99999999999	118956.0	57644.99999999998	36390.00000000001	3533.999999999999	905.9999999999999	124.00000000000001	105.99999999999996	157.00000000000003	190.0	34.99999999999999	52.99999999999998	24.000000000000004	52.0	91.0	26.0	69.99999999999999	32.99999999999999	24.000000000000004	22.000000000000004	18.0	24.000000000000004	18.999999999999996	22.999999999999996	11.000000000000002	13.0	13.0	9.0	15.000000000000002	17.000000000000004	12.000000000000002	7.000000000000001	10.0	3.0000000000000004	2.0	6.000000000000001	3.0000000000000004
EC-01P	32962	531	33493	33920	21717	8294	2229	522	5	5	27	37	5	5	5	13	4	0	6	4	27	16	5	1	3	4	3	1	5	4	0	0	5	3	2	3	0	1	1
EC-02A	103661.99999999999	1418.0000000000002	105079.99999999999	129911.99999999997	48214.00000000001	49463.0	3427.9999999999995	899.0000000000001	128.99999999999997	191.00000000000006	127.0	257.99999999999994	70.0	95.00000000000001	40.999999999999986	111.0	57.0	51.00000000000001	60.99999999999999	43.99999999999999	55.99999999999999	63.99999999999999	35.99999999999999	40.999999999999986	12.000000000000005	26.999999999999996	19.00000000000001	21.999999999999996	27.999999999999996	12.000000000000005	8.999999999999998	24.00000000000001	6.999999999999999	12.000000000000005	7.999999999999999	17.0	13.999999999999998	8.999999999999998	6.000000000000003
EC-02B	83039.0	1430.0	84469.00000000001	110551.0	31742.999999999993	44031.99999999999	4131.999999999999	1546.0000000000002	128.0	159.0	138.00000000000006	198.99999999999994	90.99999999999999	110.99999999999997	35.00000000000001	69.00000000000003	75.99999999999997	45.99999999999999	52.00000000000001	57.999999999999986	55.00000000000002	50.000000000000014	24.0	40.00000000000001	21.999999999999993	28.999999999999993	17.0	28.000000000000007	24.0	15.000000000000002	16.0	17.999999999999993	17.0	24.0	8.0	10.999999999999996	16.0	6.0	4.0
EC-02C	123180.00000000003	1786.0	124965.99999999999	153448.0	71564.99999999997	43053.000000000015	5342.999999999999	1375.0000000000002	173.0	132.99999999999997	247.00000000000003	350.99999999999994	78.99999999999999	73.00000000000004	19.999999999999996	78.99999999999999	92.99999999999997	35.00000000000001	92.00000000000004	51.999999999999986	58.99999999999999	51.999999999999986	46.00000000000002	31.999999999999996	27.000000000000004	20.999999999999993	18.0	24.999999999999993	20.999999999999993	9.0	15.000000000000002	11.999999999999998	19.000000000000004	17.000000000000004	11.999999999999998	13.999999999999996	7.999999999999999	5.999999999999999	3.9999999999999996
EC-02D	92391.99999999997	779.9999999999998	93171.99999999999	110230.99999999999	55371.0	32148.999999999996	3117.0	398.99999999999994	120.99999999999999	120.99999999999999	221.0000000000001	179.0	77.99999999999996	64.0	7.000000000000001	56.00000000000001	70.00000000000001	25.000000000000007	54.000000000000014	27.000000000000007	57.000000000000014	30.0	32.0	19.0	25.999999999999996	16.0	12.999999999999998	28.000000000000004	17.0	4.0	11.999999999999996	12.999999999999998	12.999999999999998	17.0	7.000000000000001	15.0	5.999999999999998	4.0	4.0
EC-02E	103278.99999999993	981.0	104259.99999999999	124598.99999999996	61477.99999999999	35183.999999999985	4720.000000000001	365.00000000000006	139.00000000000009	139.00000000000009	228.00000000000014	177.9999999999999	95.99999999999997	51.99999999999999	12.999999999999998	76.99999999999997	73.99999999999999	25.999999999999996	69.99999999999999	32.999999999999986	51.0	47.999999999999986	40.000000000000014	20.000000000000007	20.999999999999993	25.999999999999996	20.999999999999993	37.999999999999986	27.0	10.000000000000004	25.000000000000004	10.999999999999993	11.999999999999996	21.999999999999986	6.999999999999999	10.999999999999993	5.000000000000002	5.000000000000002	6.999999999999999
EC-02F	114666.00000000004	1123.0	115789.00000000003	137067.0	69978.0	37212.000000000015	5259.000000000001	645.9999999999999	129.00000000000006	126.99999999999996	250.99999999999986	268.9999999999999	85.99999999999999	55.00000000000001	11.000000000000002	76.00000000000003	85.99999999999999	24.00000000000002	52.99999999999999	34.0	50.0	42.99999999999999	30.0	18.000000000000007	24.00000000000002	34.0	18.000000000000007	25.0	17.0	14.000000000000002	15.999999999999993	12.00000000000001	10.000000000000005	18.000000000000007	9.000000000000004	9.000000000000004	7.9999999999999964	7.9999999999999964	7.000000000000001
EC-02G	113348.00000000003	960.0	114308.00000000003	135618.0	66849.99999999999	39547.999999999985	4829.0	503.00000000000006	176.99999999999991	120.0	231.00000000000003	252.0000000000001	85.00000000000001	63.00000000000003	13.999999999999993	75.99999999999996	69.0	39.00000000000001	71.00000000000003	46.0	51.00000000000003	54.000000000000014	33.00000000000001	20.999999999999993	23.0	12.999999999999998	15.0	22.0	16.0	17.999999999999996	13.999999999999993	15.0	17.000000000000004	17.999999999999996	8.0	12.0	5.000000000000001	15.0	5.000000000000001
EC-02H	125546.99999999997	1191.0000000000002	126737.99999999997	151418.00000000006	84506.99999999999	31984.0	6255.999999999999	931.9999999999999	145.0	98.99999999999999	247.00000000000003	627.0	52.999999999999986	47.00000000000001	8.999999999999998	61.000000000000014	55.99999999999999	28.999999999999993	60.000000000000014	27.999999999999996	108.0	34.000000000000014	15.000000000000004	17.000000000000007	22.000000000000007	21.000000000000007	11.000000000000004	20.000000000000004	11.999999999999998	18.99999999999999	15.000000000000004	27.999999999999996	31.0	13.999999999999998	5.999999999999999	15.000000000000004	6.999999999999999	7.999999999999999	3.9999999999999996
EC-02I	121997.00000000003	1625.0	123622.00000000001	153163.99999999997	71689.99999999999	41648.99999999999	5556.0	1527.0000000000002	135.00000000000003	121.00000000000003	201.0	312.99999999999994	60.0	73.00000000000003	10.0	56.00000000000001	64.99999999999999	30.0	77.99999999999997	48.0	54.0	52.99999999999998	25.0	33.99999999999999	20.0	24.0	18.000000000000004	14.000000000000002	16.999999999999996	14.000000000000002	20.0	25.999999999999996	10.0	15.0	12.999999999999998	9.000000000000002	8.000000000000002	3.0	8.000000000000002
EC-02J	130349.99999999996	1166.0	131516.00000000003	156924.00000000003	83988.99999999996	38407.00000000001	5547.0	803.9999999999999	156.99999999999994	98.00000000000003	269.00000000000006	234.99999999999997	86.99999999999999	63.00000000000002	12.999999999999995	81.99999999999999	67.99999999999999	25.99999999999999	81.99999999999999	44.00000000000001	109.99999999999994	35.0	23.999999999999993	23.000000000000007	20.0	25.99999999999999	13.999999999999996	17.999999999999996	13.999999999999996	8.000000000000002	6.999999999999998	20.999999999999996	8.999999999999998	16.000000000000004	5.999999999999998	10.0	8.000000000000002	5.999999999999998	4.000000000000001
EC-02K	101251.0	684.0000000000002	101935.0	117950.00000000001	67754.00000000003	28629.0	3070.0000000000005	341.0000000000002	135.99999999999991	89.99999999999997	271.99999999999983	229.00000000000006	67.99999999999996	41.00000000000001	8.999999999999998	54.00000000000001	79.0	32.0	69.99999999999997	34.999999999999986	44.999999999999986	34.999999999999986	27.999999999999996	16.99999999999999	23.0	16.99999999999999	19.000000000000004	20.000000000000007	13.999999999999998	20.000000000000007	20.000000000000007	19.000000000000004	13.999999999999998	20.000000000000007	6.000000000000002	6.999999999999999	8.999999999999998	5.000000000000002	4.0
EC-02L	107938.0	902.0000000000001	108839.99999999996	128417.00000000003	68145.0	33715.0	4188.0	646.0000000000002	126.00000000000004	70.99999999999999	210.99999999999997	214.99999999999997	58.0	51.999999999999986	14.000000000000004	58.0	51.999999999999986	19.999999999999996	53.99999999999998	39.99999999999999	73.00000000000001	29.999999999999996	20.999999999999993	22.99999999999999	9.999999999999998	14.000000000000004	14.000000000000004	11.0	12.999999999999996	9.999999999999998	9.999999999999998	11.0	11.0	4.999999999999999	6.0	1.9999999999999996	3.0	3.999999999999999	1.9999999999999996
EC-02M	75855.00000000001	898.9999999999998	76754.00000000001	93979.0	43667.99999999999	27521.0	3134.0000000000005	589.0	89.99999999999999	76.0	122.00000000000001	138.00000000000003	46.999999999999986	43.0	12.000000000000002	46.999999999999986	46.000000000000014	25.0	41.000000000000014	26.0	29.999999999999993	37.0	15.999999999999996	14.999999999999996	13.0	11.0	7.999999999999998	19.0	9.0	7.000000000000001	9.0	7.000000000000001	7.999999999999998	9.999999999999996	7.000000000000001	9.0	3.999999999999999	7.000000000000001	3.999999999999999
EC-02P	47296	806	48102	48614	30918	12125	3181	700	17	8	21	143	13	8	3	26	17	4	9	4	41	19	0	3	4	2	2	2	2	3	2	6	4	1	0	2	3	1	2
EC-03A	99028.00000000004	827.0000000000002	99855.0	118719.0	57446.99999999999	35760.99999999999	3904.0000000000014	648.9999999999999	137.0	84.99999999999999	161.0	184.0	58.999999999999964	50.0	11.0	54.0	55.00000000000003	30.00000000000001	58.00000000000003	34.0	89.00000000000004	32.99999999999999	25.0	17.0	18.000000000000004	19.999999999999996	13.999999999999996	16.0	16.0	9.000000000000002	12.999999999999995	17.0	9.999999999999998	13.999999999999996	6.999999999999998	15.000000000000005	8.0	4.999999999999999	3.0
EC-03B	120437.00000000006	944.0	121381.00000000003	140198.99999999997	74878.99999999999	38981.0	4312.000000000001	431.99999999999983	193.0000000000001	124.00000000000001	294.99999999999983	205.99999999999997	82.00000000000001	87.0	12.000000000000002	89.99999999999997	74.0	44.00000000000001	76.99999999999997	59.0	107.99999999999996	51.99999999999999	35.00000000000003	31.999999999999993	36.0	30.000000000000007	3.999999999999999	31.999999999999993	22.000000000000004	15.000000000000004	20.000000000000014	24.000000000000004	15.000000000000004	20.000000000000014	13.999999999999998	6.999999999999999	10.000000000000007	6.999999999999999	6.999999999999999
EC-03C	108582.99999999999	882.9999999999997	109466.00000000003	128005.00000000003	69822.0	32966.99999999999	3531.9999999999986	412.0000000000001	146.0000000000001	120.00000000000007	299.0	239.0000000000001	105.0	60.99999999999999	14.0	63.999999999999986	81.00000000000006	52.0	92.99999999999996	63.999999999999986	75.00000000000001	47.00000000000001	43.999999999999964	30.000000000000018	36.000000000000014	35.000000000000014	26.0	33.0	18.999999999999993	10.999999999999991	22.999999999999996	28.0	21.000000000000004	21.000000000000004	15.999999999999996	17.0	14.0	13.0	3.0000000000000004
EC-03D	70616.99999999999	502.9999999999999	71119.99999999999	82439.00000000001	42020.99999999999	25406.999999999993	1468.0000000000002	168.99999999999991	150.99999999999991	93.00000000000006	186.99999999999997	168.99999999999991	110.00000000000004	67.0	12.999999999999995	58.999999999999986	78.00000000000003	49.999999999999986	67.99999999999997	41.99999999999999	74.0	44.00000000000001	49.999999999999986	33.999999999999986	24.999999999999993	29.00000000000001	20.000000000000004	20.999999999999996	25.99999999999999	7.999999999999999	20.000000000000004	24.999999999999993	17.999999999999996	20.999999999999996	12.999999999999995	12.0	12.0	10.000000000000002	3.0
EC-03E	92565.99999999999	786.0	93352.00000000003	109804.00000000003	55932.00000000001	31450.999999999985	3028.0000000000005	257.0000000000002	163.99999999999997	138.99999999999997	226.00000000000009	199.00000000000003	110.99999999999997	84.99999999999997	17.0	80.99999999999999	84.00000000000003	70.00000000000003	95.99999999999999	81.99999999999999	92.99999999999996	45.999999999999986	75.00000000000003	39.0	37.999999999999986	25.000000000000007	20.000000000000007	21.999999999999996	31.00000000000001	9.000000000000004	29.0	21.000000000000007	21.000000000000007	23.999999999999996	7.000000000000003	14.000000000000005	8.0	15.000000000000004	7.000000000000003
EC-03F	99965.0	870.0000000000001	100835.0	119525.99999999994	59796.0	34076.0	4033.9999999999995	542.0	179.00000000000003	98.0	240.99999999999991	156.99999999999997	53.000000000000014	59.00000000000001	14.999999999999996	55.00000000000001	70.99999999999999	29.999999999999993	74.99999999999999	40.00000000000002	108.99999999999996	39.0	34.0	27.0	29.999999999999993	18.000000000000004	21.000000000000007	23.999999999999996	18.000000000000004	9.000000000000002	21.000000000000007	28.999999999999993	18.000000000000004	11.000000000000005	6.999999999999998	11.999999999999998	7.999999999999999	5.999999999999999	2.9999999999999996
EC-03G	100954.0	885.0	101838.99999999999	121686.00000000004	48036.999999999985	47654.0	3172.0	251.99999999999994	265.99999999999983	142.0	228.0	126.99999999999994	97.0	91.00000000000001	14.000000000000002	86.00000000000001	77.99999999999997	62.00000000000001	59.999999999999986	58.0	97.0	48.99999999999997	54.0	48.0	41.999999999999986	24.0	20.999999999999993	32.99999999999999	14.999999999999996	14.999999999999996	22.999999999999996	22.999999999999996	13.000000000000002	16.0	22.000000000000004	16.0	6.0	8.999999999999996	4.0
EC-03H	85390.99999999999	491.99999999999983	85883.0	99483.99999999997	52399.999999999985	28744.000000000007	2318.9999999999995	203.00000000000009	185.0	149.00000000000003	243.0	182.0	110.99999999999994	83.00000000000003	13.999999999999998	54.99999999999999	106.00000000000004	34.999999999999986	53.00000000000002	62.00000000000001	66.99999999999997	41.000000000000014	40.00000000000001	45.00000000000001	24.000000000000004	32.999999999999986	17.000000000000007	30.000000000000004	24.000000000000004	12.000000000000002	22.00000000000001	19.00000000000001	18.0	15.000000000000002	10.000000000000002	6.999999999999999	6.999999999999999	8.000000000000005	8.000000000000005
EC-03P	34222	657	34879	35218	22586	9172	1912	297	19	6	22	48	12	4	4	12	10	8	10	4	27	16	4	1	4	4	2	2	9	2	1	7	2	0	8	4	0	2	1
EC-04A	43744.99999999999	277.0	44022.0	51631.99999999999	24829.00000000001	16838.999999999996	958.9999999999999	135.0	77.99999999999993	105.00000000000001	132.0	92.99999999999999	77.00000000000001	48.000000000000014	4.000000000000001	38.999999999999964	48.99999999999998	24.999999999999993	44.00000000000001	38.00000000000001	9.000000000000002	30.999999999999993	32.00000000000001	27.000000000000004	19.000000000000004	16.000000000000004	22.000000000000004	9.000000000000002	12.999999999999998	4.000000000000001	12.000000000000004	9.000000000000002	8.000000000000002	9.999999999999998	7.000000000000001	7.000000000000001	3.000000000000001	8.000000000000002	4.999999999999999
EC-04B	132496.99999999997	1135.0000000000005	133631.99999999997	158902.9999999999	64297.999999999985	62043.99999999998	3400.9999999999986	383.00000000000017	227.00000000000003	244.99999999999986	250.99999999999994	219.0000000000002	136.99999999999994	121.0	17.0	108.00000000000003	139.00000000000003	96.99999999999999	79.99999999999999	85.99999999999993	85.00000000000004	56.000000000000036	68.0	60.00000000000002	32.99999999999999	41.99999999999999	27.000000000000007	25.999999999999986	38.000000000000014	17.0	42.999999999999964	17.999999999999996	9.999999999999998	31.0	24.999999999999996	15.999999999999996	19.000000000000007	24.999999999999996	4.999999999999999
EC-04C	71414.0	683.9999999999997	72097.99999999999	86342.00000000001	32056.999999999996	35848.0	1439.0000000000002	207.99999999999994	157.0	213.00000000000003	152.99999999999994	123.00000000000001	159.00000000000003	94.00000000000001	21.999999999999996	100.99999999999997	75.0	102.00000000000001	34.99999999999998	81.0	39.00000000000001	60.000000000000014	63.99999999999999	49.999999999999986	30.000000000000007	27.999999999999993	33.00000000000001	39.00000000000001	20.0	15.999999999999998	23.999999999999993	18.999999999999996	20.999999999999996	20.0	20.999999999999996	13.999999999999996	20.999999999999996	13.999999999999996	13.999999999999996
EC-04D	50478.000000000015	345.0000000000001	50823.0	57763.99999999998	29333.999999999996	19098.000000000007	747.9999999999998	105.0	142.00000000000003	134.99999999999997	120.00000000000001	98.0	78.0	68.0	7.000000000000002	47.00000000000001	56.000000000000014	45.0	50.0	36.0	15.999999999999996	38.00000000000001	38.00000000000001	38.00000000000001	23.0	15.000000000000002	18.0	17.0	17.0	7.999999999999998	12.999999999999996	12.000000000000002	7.999999999999998	10.000000000000002	10.999999999999996	9.0	7.000000000000002	6.000000000000001	7.000000000000002
EC-04E	40368.00000000002	422.00000000000017	40790.00000000001	47510.0	20296.0	18237.999999999996	681.0000000000003	106.99999999999999	96.00000000000004	108.99999999999997	84.00000000000003	79.00000000000001	85.00000000000003	56.99999999999999	8.0	50.000000000000014	57.999999999999986	51.000000000000014	27.999999999999996	53.00000000000001	23.000000000000004	31.0	46.00000000000001	27.999999999999996	16.0	16.0	17.000000000000004	8.0	12.999999999999998	8.999999999999998	13.999999999999998	5.0	10.0	14.999999999999998	12.999999999999998	6.000000000000003	3.0000000000000013	8.999999999999998	6.000000000000003
EC-04F	81370.0	700.0000000000001	82069.99999999997	97309.0	43787.99999999999	33293.00000000001	2539.0000000000014	344.00000000000006	137.00000000000003	143.0	139.99999999999994	154.99999999999997	91.0	84.00000000000001	19.0	61.99999999999999	71.99999999999997	54.00000000000001	37.000000000000014	52.99999999999999	34.999999999999986	39.0	33.00000000000001	35.999999999999986	28.000000000000004	20.0	15.0	20.0	19.0	10.0	20.0	10.0	11.0	17.999999999999993	10.0	6.000000000000001	14.000000000000002	10.0	5.0
EC-04G	57715.99999999997	627.0000000000002	58343.00000000003	69250.99999999997	27262.999999999993	28166.000000000025	791.0000000000003	116.0	125.00000000000003	189.99999999999991	135.99999999999997	84.00000000000001	103.00000000000001	81.99999999999999	16.999999999999996	59.99999999999998	63.000000000000014	63.999999999999986	36.0	57.00000000000002	16.999999999999996	37.0	51.99999999999999	36.0	21.000000000000004	20.000000000000004	25.999999999999996	14.000000000000005	21.999999999999993	7.000000000000003	18.999999999999996	12.999999999999998	10.000000000000002	14.000000000000005	10.999999999999996	5.999999999999998	21.000000000000004	9.0	7.999999999999998
EC-04H	66405.0	666.0000000000001	67071.00000000001	82680.0	35242.00000000001	27398.999999999996	2189.0	508.99999999999994	85.99999999999999	122.00000000000003	112.0	161.99999999999994	57.999999999999986	50.0	14.0	54.0	44.0	28.999999999999993	40.00000000000001	28.999999999999993	28.0	32.0	27.0	28.0	14.999999999999998	13.0	14.999999999999998	13.0	13.0	9.0	5.000000000000001	8.0	11.0	11.0	9.0	10.000000000000002	4.0	14.0	1.0
EC-04I	31804.0	409.00000000000006	32213.0	40507.0	13795.0	16334.000000000002	966.0000000000001	282.0	33.0	36.99999999999999	41.0	81.0	22.000000000000004	38.00000000000001	11.000000000000002	25.000000000000007	13.0	17.0	19.000000000000004	9.000000000000002	8.000000000000002	10.000000000000002	10.000000000000002	5.999999999999998	4.000000000000001	2.0000000000000004	2.0000000000000004	8.000000000000002	8.000000000000002	0.0	5.000000000000001	5.000000000000001	4.000000000000001	4.000000000000001	2.0000000000000004	2.0000000000000004	1.0000000000000002	0.0	0.0
EC-04J	66464.00000000003	583.9999999999999	67048.0	79471.0	38764.99999999999	24243.999999999993	2021.0	301.99999999999994	92.00000000000001	112.0	145.99999999999997	125.00000000000001	57.0	51.00000000000001	13.000000000000004	63.00000000000001	66.99999999999999	41.99999999999999	41.99999999999999	49.0	31.999999999999993	36.0	29.0	20.0	15.999999999999996	15.0	10.999999999999998	15.999999999999996	14.0	7.0	15.999999999999996	14.0	9.0	7.999999999999998	3.0000000000000004	12.000000000000002	7.0	7.999999999999998	0.0
EC-04K	69607.0	563.0	70170.00000000001	82841.99999999999	33003.00000000001	33130.999999999985	1912.9999999999993	261.00000000000006	122.00000000000001	146.00000000000003	126.00000000000003	108.99999999999997	93.00000000000006	72.0	9.0	67.00000000000003	50.99999999999999	53.000000000000014	41.99999999999999	61.00000000000001	40.00000000000001	41.99999999999999	31.00000000000001	35.0	23.999999999999982	23.000000000000004	22.000000000000004	18.0	15.000000000000002	7.999999999999998	13.000000000000004	11.000000000000002	11.999999999999991	9.0	7.999999999999998	17.0	11.000000000000002	3.999999999999999	5.000000000000001
EC-04L	87881.0	816.0000000000001	88696.99999999997	105053.99999999997	37648.00000000001	46531.00000000001	1469.0	180.99999999999997	192.00000000000003	243.99999999999997	160.0	118.0	170.99999999999997	93.0	20.0	118.0	98.00000000000001	117.00000000000004	52.0	111.99999999999996	48.00000000000001	77.0	60.99999999999999	62.0	30.000000000000004	27.99999999999999	20.999999999999996	24.999999999999996	20.999999999999996	10.0	24.000000000000004	19.000000000000004	23.000000000000004	27.00000000000001	17.000000000000004	19.000000000000004	17.000000000000004	20.0	7.999999999999998
EC-04M	80566.99999999997	1030.0000000000002	81597.00000000003	96659.0	36436.00000000001	39887.00000000001	1740.0000000000002	178.99999999999994	223.99999999999997	284.0	189.00000000000003	137.99999999999997	178.00000000000003	127.0	35.999999999999986	102.0	102.0	116.0	61.99999999999997	125.99999999999999	35.999999999999986	59.99999999999997	81.99999999999997	62.99999999999999	35.999999999999986	33.99999999999999	30.999999999999986	45.00000000000001	43.99999999999998	10.999999999999995	26.0	30.999999999999986	35.00000000000001	26.0	24.000000000000007	13.999999999999998	19.000000000000004	17.999999999999993	6.000000000000002
EC-04P	54559	762	55321	55936	34748	16303	2683	507	22	24	34	55	13	6	7	12	8	3	10	7	40	23	4	1	3	2	6	2	7	4	2	7	4	2	4	1	0	1	4
