entity_id	valid	rejected	polled	electors	NPP	SJB	NDF	SLPP	ITAK	SB	SLMC	UDV	UNP	DTNA	DLF	DNA	ACTC	TMVP	ACMC	PSA	EPDP	IND17-10	JPF	UNA	SLLP	DP	IND11-04	TMK	JSP	NFGG	UNFF	APP	IND14-10	IND07-11	NIF	IND06-06	IND03-19	NPPT	AJP	IND01-02	TULF	IND02-18	DUNF	SBP	IND02-21	IND13-12	IND08-09	PPP	IND23-11	IND01-06	IND11-06	IND08-04	IND04-21	IND03-10	IND02-20	IND02-22	IND06-03	ERDF	IND02-10	IND04-07	IND02-08	IND06-02	IND06-16	IND10-03	IND02-02	IND01-04	IND04-15	DUA	IND07-21	IND06-15	IND02-05	IND13-10	SLSP	IND05-10	IND01-09	IND11-10	JSWP	IND01-22	USP	IND07-01	IND16-10	IND15-01	IND04-04	IND07-03	IND03-13	IND01-05	IND18-12	IND10-06	IND01-16	IND05-21	IND03-04	IND07-10	IND05-12	IND22-11	IND18-10	IND01-19	IND05-16	IND02-06	IND02-09	IND07-06	IND03-06	IND01-07	IND03-21	IND04-06	IND10-12	__OTHER
EC-01J	129571	5001	134572	198594	97157	16264	5829	3269	0	3298	0	509	0	0	380	279	0	0	0	314	42	0	92	55	0	330	0	0	146	0	96	45	0	0	0	0	0	178	122	0	0	0	40	57	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	175	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734
EC-01K	83492	5868	89360	129295	55620	15263	3994	4390	0	1257	0	378	0	0	387	188	0	0	0	235	78	0	56	47	0	81	0	0	70	0	27	49	0	0	0	0	0	69	73	0	0	0	31	44	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	196	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	855
EC-01L	136084	6153	142237	206966	102122	17139	4127	5541	0	3534	0	507	0	0	407	151	0	0	0	255	52	0	102	49	0	224	0	0	106	0	94	49	0	0	0	0	0	110	224	0	0	0	62	41	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	204	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	849
EC-01M	91776	3352	95128	140579	67927	11123	3912	3223	0	3160	0	343	0	0	192	108	0	0	0	231	26	0	36	39	0	221	0	0	79	0	88	35	0	0	0	0	0	128	81	0	0	0	26	26	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	87	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596
EC-01N	127885	5385	133270	189874	95302	14579	7229	3810	0	3712	0	541	0	0	314	104	0	0	0	211	42	0	41	57	0	273	0	0	92	0	74	37	0	0	0	0	0	167	137	0	0	0	26	50	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	166	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785
EC-01O	82631	3726	86357	120462	56550	14395	4324	2707	0	1720	0	560	0	0	435	90	0	0	0	198	43	0	38	56	0	118	0	0	73	0	134	29	0	0	0	0	0	105	107	0	0	0	21	35	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	136	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644
EC-01P	35502	964	36466	37069	28475	2985	1814	934	0	728	0	82	0	0	30	10	0	0	0	81	16	0	15	11	0	83	0	0	15	0	16	8	0	0	0	0	0	27	24	0	0	0	10	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112
EC-02	1235312	71640	1306952	1881129	898759	150445	47512	49516	0	25939	0	22439	0	0	5561	2249	0	0	0	3652	0	0	889	724	0	1979	0	0	1171	0	840	700	0	0	786	0	0	1247	1204	5205	0	0	751	694	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	2702	0	0	2377	0	0	0	0	0	0	0	281	0	0	0	844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6444
EC-02A	87372	6428	93800	138827	60364	14665	3964	1947	0	1440	0	1354	0	0	560	333	0	0	0	251	0	0	48	92	0	86	0	0	97	0	74	92	0	0	61	0	0	106	61	371	0	0	17	57	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	158	0	0	0	0	0	0	0	27	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	689
EC-02B	70088	5232	75320	115928	52237	8068	3882	1085	0	481	0	1853	0	0	474	153	0	0	0	219	0	0	13	48	0	37	0	0	52	0	108	29	0	0	39	0	0	57	45	310	0	0	14	51	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	189	0	0	0	0	0	0	0	18	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390
EC-02C	106063	7377	113440	167610	75180	12932	4047	4848	0	2234	0	3316	0	0	498	479	0	0	0	227	0	0	41	70	0	61	0	0	73	0	77	56	0	0	54	0	0	92	89	424	0	0	29	57	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	248	0	0	0	0	0	0	0	21	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574
EC-02D	77601	5169	82770	118644	50590	11390	1876	8451	0	1180	0	1592	0	0	367	70	0	0	0	165	0	0	40	41	0	74	0	0	71	0	49	62	0	0	79	0	0	46	64	415	0	0	35	54	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	170	0	0	0	0	0	0	0	27	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451
EC-02E	85745	5242	90987	132703	61619	12058	3560	2632	0	1676	0	1240	0	0	403	114	0	0	0	219	0	0	86	42	0	112	0	0	73	0	52	57	0	0	94	0	0	70	73	408	0	0	147	62	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	214	0	0	0	0	0	0	0	13	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450
EC-02F	98517	6127	104644	149358	71822	13033	3192	3777	0	1774	0	1912	0	0	370	148	0	0	0	257	0	0	87	49	0	137	0	0	92	0	83	48	0	0	87	0	0	78	77	417	0	0	67	61	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	185	0	0	0	0	0	0	0	20	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445
EC-02G	95538	5719	101257	145326	70026	11187	4958	2581	0	1750	0	1287	0	0	424	111	0	0	0	316	0	0	238	56	0	234	0	0	108	0	44	44	0	0	51	0	0	99	137	489	0	0	209	50	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	227	0	0	0	0	0	0	0	16	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	592
EC-02H	107687	5109	112796	162843	82357	9020	3075	5231	0	2730	0	2040	0	0	394	117	0	0	0	462	0	0	60	44	0	167	0	0	77	0	54	42	0	0	44	0	0	112	163	343	0	0	53	40	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	189	0	0	0	0	0	0	0	14	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527
EC-02I	104714	5218	109932	163256	77507	12813	3451	3752	0	1884	0	2013	0	0	413	242	0	0	0	193	0	0	38	54	0	105	0	0	102	0	55	103	0	0	40	0	0	209	75	409	0	0	34	53	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	142	0	0	0	0	0	0	0	21	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651
EC-02J	111443	5355	116798	169650	83376	11853	4610	3592	0	2741	0	1883	0	0	427	168	0	0	0	378	0	0	89	54	0	151	0	0	102	0	59	42	0	0	76	0	0	99	136	468	0	0	34	58	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	170	0	0	0	0	0	0	0	24	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498
EC-02K	84969	4717	89686	127591	59891	12088	1948	4259	0	2698	0	1107	0	0	457	75	0	0	0	284	0	0	37	66	0	126	0	0	134	0	75	48	0	0	71	0	0	69	70	495	0	0	31	54	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	198	0	0	0	0	0	0	0	14	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428
EC-02L	92128	4822	96950	138527	67902	9694	4879	2762	0	2584	0	1355	0	0	364	122	0	0	0	293	0	0	55	43	0	381	0	0	88	0	55	44	0	0	50	0	0	97	95	368	0	0	35	46	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	161	0	0	0	0	0	0	0	42	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375
EC-02M	61117	3647	64764	96244	43080	8307	1790	2962	0	1783	0	917	0	0	337	90	0	0	0	252	0	0	33	44	0	231	0	0	81	0	34	27	0	0	30	0	0	90	74	236	0	0	19	43	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	111	0	0	0	0	0	0	0	19	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300
EC-02P	52330	1478	53808	54622	42808	3337	2280	1637	0	984	0	570	0	0	73	27	0	0	0	136	0	0	24	21	0	77	0	0	21	0	21	6	0	0	10	0	0	23	45	52	0	0	27	8	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	15	0	0	0	0	0	0	0	5	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74
EC-03	684492	36969	721461	1024244	452398	128932	34257	27072	0	13564	0	7090	0	0	0	703	0	0	0	2211	0	0	1680	0	0	1296	0	0	650	447	0	0	0	0	566	0	0	0	908	0	0	0	0	677	0	0	0	310	0	0	0	0	0	0	0	0	2897	0	0	0	0	0	0	2536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	1743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4105
EC-03A	83748	4088	87836	125004	59128	13491	2781	3229	0	2174	0	854	0	0	0	58	0	0	0	261	0	0	168	0	0	284	0	0	68	201	0	0	0	0	39	0	0	0	88	0	0	0	0	103	0	0	0	37	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341
EC-03B	102825	4928	107753	154127	70248	18299	4619	3925	0	2401	0	739	0	0	0	89	0	0	0	311	0	0	156	0	0	220	0	0	130	19	0	0	0	0	112	0	0	0	139	0	0	0	0	105	0	0	0	52	0	0	0	0	0	0	0	0	408	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511
EC-03C	90313	4758	95071	140472	62730	12746	5276	2986	0	3696	0	603	0	0	0	120	0	0	0	158	0	0	96	0	0	192	0	0	77	23	0	0	0	0	104	0	0	0	98	0	0	0	0	80	0	0	0	30	0	0	0	0	0	0	0	0	381	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562
EC-03D	54828	3783	58611	86495	33538	12230	1901	3737	0	748	0	456	0	0	0	54	0	0	0	203	0	0	186	0	0	117	0	0	57	25	0	0	0	0	65	0	0	0	70	0	0	0	0	74	0	0	0	26	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412
EC-03E	76225	5023	81248	117698	47449	14575	4627	2550	0	1026	0	1799	0	0	0	112	0	0	0	255	0	0	554	0	0	110	0	0	69	37	0	0	0	0	57	0	0	0	106	0	0	0	0	75	0	0	0	38	0	0	0	0	0	0	0	0	364	0	0	0	0	0	0	1589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514
EC-03F	84037	4425	88462	127411	59367	12493	4983	2064	0	1277	0	1300	0	0	0	83	0	0	0	432	0	0	128	0	0	134	0	0	88	40	0	0	0	0	85	0	0	0	82	0	0	0	0	64	0	0	0	40	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572
EC-03G	88337	5059	93396	130385	51154	24633	4440	4728	0	552	0	691	0	0	0	63	0	0	0	213	0	0	153	0	0	53	0	0	65	55	0	0	0	0	38	0	0	0	162	0	0	0	0	75	0	0	0	44	0	0	0	0	0	0	0	0	358	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568
EC-03H	67369	3969	71338	104324	39708	17125	3717	2693	0	1077	0	489	0	0	0	103	0	0	0	260	0	0	196	0	0	119	0	0	80	35	0	0	0	0	52	0	0	0	128	0	0	0	0	90	0	0	0	35	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548
EC-03P	36810	936	37746	38328	29076	3340	1913	1160	0	613	0	159	0	0	0	21	0	0	0	118	0	0	43	0	0	67	0	0	16	12	0	0	0	0	14	0	0	0	35	0	0	0	0	11	0	0	0	8	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77
EC-04	774915	61012	835927	1191399	500596	145939	50889	15762	0	14540	0	0	0	0	8545	1875	0	0	0	1558	0	0	1048	0	0	996	13378	0	792	0	0	915	0	0	911	0	0	661	1632	0	367	0	706	0	0	0	0	347	0	0	0	3174	0	0	0	0	0	659	0	0	0	0	0	0	0	2255	0	0	0	0	0	0	407	0	0	0	0	0	473	0	0	0	1754	0	0	0	0	0	0	0	1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3423
EC-04A	33009	2663	35672	54019	21482	6767	1524	913	0	586	0	0	0	0	367	71	0	0	0	34	0	0	76	0	0	30	291	0	35	0	0	39	0	0	35	0	0	43	59	0	8	0	28	0	0	0	0	15	0	0	0	193	0	0	0	0	0	23	0	0	0	0	0	0	0	75	0	0	0	0	0	0	14	0	0	0	0	0	20	0	0	0	88	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145
EC-04B	111512	8578	120090	173305	74054	18491	2865	2981	0	2034	0	0	0	0	1169	142	0	0	0	186	0	0	119	0	0	138	6610	0	118	0	0	95	0	0	185	0	0	131	167	0	62	0	67	0	0	0	0	42	0	0	0	598	0	0	0	0	0	61	0	0	0	0	0	0	0	240	0	0	0	0	0	0	70	0	0	0	0	0	65	0	0	0	325	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406
EC-04C	57612	5269	62881	92904	34882	13608	3011	1100	0	862	0	0	0	0	768	137	0	0	0	92	0	0	91	0	0	67	1265	0	60	0	0	62	0	0	71	0	0	59	107	0	62	0	58	0	0	0	0	21	0	0	0	245	0	0	0	0	0	92	0	0	0	0	0	0	0	236	0	0	0	0	0	0	35	0	0	0	0	0	39	0	0	0	173	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297
EC-04D	38953	3989	42942	61120	22321	11059	1183	1441	0	713	0	0	0	0	600	68	0	0	0	32	0	0	70	0	0	28	290	0	52	0	0	67	0	0	29	0	0	29	77	0	8	0	37	0	0	0	0	30	0	0	0	201	0	0	0	0	0	32	0	0	0	0	0	0	0	218	0	0	0	0	0	0	23	0	0	0	0	0	32	0	0	0	95	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172
EC-04E	31144	3673	34817	50529	18855	7275	1579	428	0	894	0	0	0	0	470	72	0	0	0	41	0	0	71	0	0	12	213	0	39	0	0	86	0	0	57	0	0	42	62	0	33	0	48	0	0	0	0	15	0	0	0	197	0	0	0	0	0	37	0	0	0	0	0	0	0	163	0	0	0	0	0	0	29	0	0	0	0	0	26	0	0	0	97	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241
EC-04F	68269	5243	73512	106067	47514	12703	2299	1574	0	1187	0	0	0	0	901	123	0	0	0	91	0	0	90	0	0	63	299	0	61	0	0	78	0	0	77	0	0	55	125	0	19	0	46	0	0	0	0	30	0	0	0	218	0	0	0	0	0	58	0	0	0	0	0	0	0	171	0	0	0	0	0	0	33	0	0	0	0	0	29	0	0	0	106	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261
EC-04G	45897	4803	50700	74039	26595	11170	3109	753	0	1331	0	0	0	0	702	152	0	0	0	31	0	0	74	0	0	49	336	0	50	0	0	74	0	0	46	0	0	39	93	0	17	0	54	0	0	0	0	29	0	0	0	242	0	0	0	0	0	46	0	0	0	0	0	0	0	234	0	0	0	0	0	0	37	0	0	0	0	0	38	0	0	0	120	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330
EC-04H	54492	2928	57420	87734	38148	8362	2625	906	0	1799	0	0	0	0	453	112	0	0	0	92	0	0	66	0	0	127	669	0	46	0	0	38	0	0	46	0	0	34	164	0	10	0	105	0	0	0	0	15	0	0	0	109	0	0	0	0	0	62	0	0	0	0	0	0	0	102	0	0	0	0	0	0	23	0	0	0	0	0	59	0	0	0	80	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186
EC-04I	25698	1163	26861	41245	17332	4396	1542	437	0	567	0	0	0	0	174	74	0	0	0	36	0	0	21	0	0	74	321	0	19	0	0	14	0	0	26	0	0	25	112	0	14	0	51	0	0	0	0	47	0	0	0	33	0	0	0	0	0	6	0	0	0	0	0	0	0	30	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	27	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87
EC-04J	55213	3420	58633	85721	38115	9070	2652	999	0	1045	0	0	0	0	489	79	0	0	0	149	0	0	54	0	0	108	1084	0	50	0	0	176	0	0	51	0	0	40	233	0	7	0	40	0	0	0	0	15	0	0	0	173	0	0	0	0	0	39	0	0	0	0	0	0	0	130	0	0	0	0	0	0	20	0	0	0	0	0	26	0	0	0	143	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176
EC-04K	58627	3987	62614	89738	40647	9346	2744	1555	0	1076	0	0	0	0	644	89	0	0	0	257	0	0	65	0	0	81	770	0	56	0	0	51	0	0	77	0	0	40	137	0	18	0	43	0	0	0	0	24	0	0	0	261	0	0	0	0	0	42	0	0	0	0	0	0	0	114	0	0	0	0	0	0	26	0	0	0	0	0	31	0	0	0	129	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240
EC-04L	71659	6819	78478	113207	38456	16781	10290	1105	0	859	0	0	0	0	784	340	0	0	0	257	0	0	127	0	0	95	602	0	103	0	0	66	0	0	78	0	0	53	118	0	43	0	63	0	0	0	0	31	0	0	0	345	0	0	0	0	0	52	0	0	0	0	0	0	0	249	0	0	0	0	0	0	41	0	0	0	0	0	49	0	0	0	140	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378
EC-04M	67516	6513	74029	103820	37376	12213	12696	642	0	695	0	0	0	0	831	375	0	0	0	113	0	0	108	0	0	50	332	0	74	0	0	61	0	0	90	0	0	48	104	0	57	0	40	0	0	0	0	24	0	0	0	307	0	0	0	0	0	103	0	0	0	0	0	0	0	276	0	0	0	0	0	0	44	0	0	0	0	0	46	0	0	0	197	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422
