entity_id	valid	rejected	polled	electors	UNP	SLFP	JVP	LSSP	ACTC	NSSP
EC-07A	479.97232767825363	9.18205006525092	489.15437774350454	629.6935579546803	251.39645865464468	156.31347134891445	19.810357100486414	51.459841025032624	0.23543718116027998	0.7567623680151856
EC-07B	174.07557356403657	2.237244702403767	176.31281826644036	212.80256255817775	83.93915566993375	76.5807917647703	10.718950884301593	2.430761649236161	0.10383836171494279	0.30207523407983355
EC-07C	375.61778132723214	4.166718829255658	379.78450015648775	469.52222665904014	193.68998154523575	144.5522183490001	34.35556179108344	2.0549757713767685	0.5109055785190861	0.45413829201696543
EC-07D	595.681840489741	8.517190015756437	604.1990305054975	727.5120498006767	293.85547127248304	270.7249683579725	26.147525033794544	3.650224292467045	0.44696623989392387	0.8566852931300207
EC-07E	265.0952328413022	3.28511533702685	268.3803481783291	309.91397993521895	147.74331108291497	106.69294422684393	8.845376667796263	1.140287968224196	0.3257965623497703	0.3475163331730883
EC-07F	305.76311325887286	3.4001664159759337	309.16327967484875	371.75152814670207	140.42057637533202	149.160263385285	12.473573463052453	2.399006304605242	0.497431753448331	0.8122619771498063
EC-07G	686.5974811421122	11.406438998207662	698.0039201403199	841.6518551177479	317.1996492001572	317.15390145016437	36.73544324422762	13.83106974782667	0.5947207499065492	1.0826967498298716
EC-07H	410.2297811280701	4.197800469783487	414.4275815978536	556.5484869630169	256.67013926426796	124.18582983616547	24.593283472073438	2.7517715161819774	0.679849433409665	1.3489076059715575
EC-07I	235.4684755712022	2.1923704403350324	237.66084601153725	287.8430218489232	114.23433536028476	110.59353509175924	8.639855745587672	1.0595517809331263	0.18034923930776617	0.7608483533296385
EC-07J	290.0076443334048	2.372586674621745	292.38023100802656	368.3950162675144	124.6100923845659	148.53312699848047	14.715295192460077	1.1830072061825878	0.22345691672337767	0.7426656349924022
EC-07P	8327	93	8420	8420	4758	3001	311	220	1	36
EC-08	10077.312410095421	100.71176898965439	10178.024179085076	10913.35242358114	5709.268497248586	3779.717146658655	495.1071896274992	64.13769229618782	5.97413106883792	23.107753195655132
EC-08A	326.96762479041826	3.266242114839515	330.23386690525774	380.1737930723367	171.3785027405397	138.48713938783334	14.392833244362908	1.6789094982819937	0.5494612903468342	0.48077862905347996
EC-08B	538.403324767948	4.691383921548063	543.0947086894961	638.9553201531281	247.36997220619855	256.73040012585875	30.281766217420945	2.5467512716975196	0.6813676647962662	0.793067281975982
EC-08C	580.166450129922	4.859634219468319	585.0260843493904	690.2527483509895	284.7330101938837	235.35173895662604	55.187437537477514	2.8395962422546472	1.2466520087947233	0.8080151908854688
EC-08D	525.6884455032757	5.036301369863014	530.7247468731388	661.5187611673615	236.8214115544967	246.72114353782013	37.65125074449077	2.6391602144133413	0.9565515187611673	0.8989279332936271
EC-08E	578.3568047870158	5.79841300019012	584.155217787206	719.3204118594714	286.81209161771915	225.3006994406476	61.841280006404034	3.1212463852226904	0.6217116783573651	0.6597756586649589
EC-08F	439.34237727213855	3.9952679072578907	443.3376451793964	550.8377703898796	227.38753939812617	189.31498639955097	20.240732265446226	1.527602435128017	0.2154311126462588	0.6560856612408791
EC-08G	450.3873828447027	4.064526456487462	454.4519093011902	565.2936185879736	225.76596953762177	200.81103881031848	20.511889611896816	1.7844262491896175	0.7029557951353039	0.8111028405407352
EC-08P	6638	69	6707	6707	4029	2287	255	48	1	18
EC-09	4157.540992277982	35.43795115996818	4192.97894343795	4538.433632271511	2349.644273942364	1340.5309700521766	439.3595059942304	14.510060809921907	2.0268316265542694	11.469349852734634
EC-09A	284.94975974793226	3.0652697912564	288.0150295391887	364.1021189444663	120.10284363922806	124.16242615202836	37.78388341866877	1.5643009058684523	0.6143205986608902	0.7219850334777472
EC-09B	354.3521805739965	2.941844551118374	357.2940251251149	437.80561740373815	163.87163721785313	141.2552343989378	46.36129098151363	1.7666632621795526	0.4903074251863957	0.6070472883260137
EC-09C	376.19660212798607	3.0030372397565093	379.1996393677426	443.95026599826076	175.46209524783876	130.5073085579825	67.82174280014323	1.3842715739935547	0.431166555834058	0.5900173921939741
EC-09D	460.042449828067	4.427799577836895	464.47024940590387	588.5756299250455	217.20769783744433	174.60600094322777	65.39258879390474	1.7948250678803475	0.49103704687292526	0.550300138736899
EC-09P	2682	22	2704	2704	1673	770	222	8	0	9
EC-10	9051.619242227644	409.252982246158	9460.872224473802	15240.530361761419	2149.071422339846	3170.364658717056	174.84994479429187	186.1355739426594	3197.024830168106	171.14017477867432
EC-10A	119.96800319005582	6.988931056293485	126.95693424634932	315.45055413469737	30.14208123642164	25.146811319198086	0.8819541841982235	1.1635866127657235	61.907254626955975	0.7263152105161841
EC-10B	280.0989188441013	13.635544345846855	293.73446318994814	585.5427156544607	46.88802423757747	98.46485089891269	4.815526813589037	3.256816818664165	123.44222813466004	3.2314719406979067
EC-10C	1279.9156253124063	68.32470258922324	1348.2403279016294	3275.592722183345	239.00969709087272	603.5771268619415	21.61291612516245	19.648105568329502	384.40567829651104	11.662101369589124
EC-10D	176.74319099162432	8.46119440976473	185.20438540138906	387.2836692888571	35.324893031599615	71.29882062035611	4.424516066471921	3.822971842765542	59.47372759118071	2.3586865613750136
EC-10E	710.279855059288	31.209358806187254	741.4892138654752	1512.4793563385585	108.18024078860215	417.2840760029611	11.562411522526851	12.904749535696196	152.0502876735457	5.552398145382288
EC-10F	259.44193324061195	12.45248029670839	271.89441353732036	671.3046669757379	34.82421573172616	124.44850100448153	3.1741616442590015	5.386918559728017	88.18980837583062	3.418327924586617
EC-10G	314.76641702988417	11.903701206444001	326.67011823632816	709.3181544537289	65.0735665952272	129.17041924531028	3.8458111590049846	4.415560960339056	109.20882799142727	3.052231078575385
EC-10H	122.7090909090909	7.303030303030303	130.0121212121212	270.2848484848485	21.993939393939392	37.13939393939394	1.2363636363636363	2.5393939393939395	59.04242424242424	0.7575757575757576
EC-10I	423.4627395732441	19.96812538522497	443.43086495846904	1099.6540459628422	107.90381849666872	96.7136274250829	5.44991341610167	7.415455959613747	200.5523465703971	5.427577705379941
EC-10J	482.4225703590739	17.58806519973857	500.01063555881245	1046.2796141886672	158.78732843477056	80.59341268740964	4.353726406686341	3.3147689687271	230.52486581767047	4.601097225248064
EC-10K	239.8108977182627	13.417848647696237	253.22874636595895	527.3400140956744	47.943617302440316	55.52761871200775	2.4926438199277596	2.2672451766364197	130.22738084750242	1.3523918597480398
EC-10P	4642	198	4840	4840	1253	1431	111	120	1598	129
EC-11	1371.829455138789	56.43282729230674	1428.2622824310956	1669.1780537564118	517.5633133252275	419.79201658902133	47.861469774530946	10.527564774630726	363.86841903721114	12.21667163816735
EC-11A	14.086592347092498	0.24893040072310937	14.335522747815608	20.982374209099127	8.711539620367581	4.1175956613437785	0.14290448930400723	0.08912322988852064	0.9685748719493824	0.05685447423922869
EC-11B	98.43448796931303	3.5995466697663603	102.03403463907938	165.93644077647332	44.54771591305359	35.672381727304426	6.704963384865744	0.9578519121236777	10.220888062303846	0.3306869696617459
EC-11C	160.30837482238346	9.584350221817274	169.89272504420074	340.25923877083943	36.304057791806315	54.002039200373126	2.0136019003611985	1.4805896326185284	65.67895610295793	0.8291301942663759
EC-11P	1099	43	1142	1142	428	326	39	8	287	11
EC-12	2698.801175619718	90.97768900954925	2789.7788646292674	3202.185756828687	1158.9527085248067	462.7896203660838	44.2316656052643	32.992871290779384	990.2328265323619	9.60148330042194
EC-12A	397.16785994852177	11.684922495225809	408.85278244374757	613.3920393942684	211.78922022596777	106.14689821231262	3.42580682246393	4.036609589259824	69.71118534083578	2.0581397576818183
EC-12B	135.3160555997412	2.76927261263563	138.08532821237682	198.7793771609186	59.885520248245506	24.53278827015243	1.4340876029720229	1.0829833967271483	47.81445873495341	0.566217346690678
EC-12C	436.31726007145494	10.523493901687814	446.84075397314274	594.0143402735	92.2779680505934	45.10993388361874	5.371771179828343	6.873278304792411	283.70718245657264	2.9771261960494435
EC-12P	1730	66	1796	1796	795	287	34	21	589	4
EC-13	2775.6867438678055	30.967577623620997	2806.6543214914263	3143.7781214790252	1731.187342890039	749.8352204760122	116.15058167423422	18.363570468015837	153.8145825957993	6.335445763704899
EC-13A	234.64303267785237	2.147620743920531	236.79065342177293	286.08429415929044	128.36673866285494	90.81872742603858	13.429258108589492	1.2284744173043365	0.42422138151516653	0.37561268154988703
EC-13B	262.4294550495894	3.446713589989691	265.8761686395791	331.60333795456967	175.82847214816394	61.83809676157975	11.031326650314599	2.0366943940848174	11.187995449859585	0.5068696455867193
EC-13C	440.41587259885006	6.914462981114154	447.33033557996424	577.6271535826521	282.5382011458828	126.23129856613077	13.259137253316895	2.3561533098228633	14.260117417620727	1.7709649060760082
EC-13D	282.1983835415136	4.45878030859662	286.6571638501102	378.46333578251284	133.4539309331374	98.94709772226304	14.430859662013225	1.7422483468038206	32.94224834680382	0.6819985304922851
EC-13P	1556	14	1570	1570	1011	372	64	11	95	3
EC-14	1787.0877377727406	50.77762552170432	1837.8653632944447	2019.5304606225745	916.6105742611584	473.9602643890646	77.97669963591702	25.499191188368606	278.6471193530338	14.393888945198041
EC-14A	255.80222245760672	3.2666660247089525	259.0688884823157	326.5181176515903	117.47376479311308	97.23528392184807	26.252116053115582	1.5665148436672476	12.680603568642933	0.5939392772198095
EC-14B	70.65679468462295	2.043031016297709	72.69982570092066	129.48136340613175	38.1339495873432	14.261776360873581	3.4313455293031017	0.4575127372404136	14.109272115126776	0.26293835473586985
EC-14C	200.62872063051086	3.4679284806976627	204.0966491112085	261.53097956485243	94.00285988070212	83.463204106343	3.29323805349834	1.475163607460946	17.857243669264083	0.537011313242362
EC-14P	1260	42	1302	1302	667	279	45	22	234	13
EC-15	14739.850580176684	165.61345494908923	14905.464035125773	15785.716558573744	9205.192913709812	5034.5991938156785	394.8557374462503	60.372280986201815	6.309535827385115	38.52091839135541
EC-15A	260.243982999773	2.062146317791536	262.30612931756457	299.40799762059436	130.98261625040112	117.34674357990967	10.517505067977426	0.9947480882571637	0.19000806180193014	0.21236195142568662
EC-15B	259.73854979386704	1.8774407733540721	261.6159905672211	301.7477818753502	146.75129408026226	103.4804696319711	7.545637757875284	1.446944799846132	0.2092688760108042	0.3049346479014576
EC-15C	282.2884958810991	1.7713577971081282	284.0598536782073	327.0474105651247	153.60521919465407	114.92032951206866	11.963649979837548	1.1231637767152485	0.17322426407051097	0.5029091537530963
EC-15D	252.01704263857135	3.208364642120577	255.2254072806919	307.09581288269993	155.42867192121375	86.33819885209995	8.275368111400661	1.4769540680106794	0.22679819021886838	0.2710514956274281
EC-15E	264.3485385387436	2.2966551279162655	266.64519366665985	308.5997828803179	149.9539132750251	105.39173716228672	7.490629032588435	1.1023944613998073	0.14839925441920485	0.2614653530243133
EC-15F	337.58500448009556	3.4366173145027092	341.0216217945983	388.01557366557154	192.1910334087127	134.16231812945344	9.379101420830311	1.324529589964586	0.1968895336433844	0.3311323974911465
EC-15G	332.5916739396055	1.9356868563449119	334.5273607959504	382.5278757200209	176.84043463082563	148.82946412986558	5.588636760342119	0.8736952347704661	0.24101937510909408	0.21842380869261652
EC-15H	488.74770778828736	3.2367397866773997	491.98444757496475	571.0947635339103	255.7124330851278	210.28818675789896	20.00984503924331	1.9780076474139665	0.3096880660092574	0.4495471925940833
EC-15I	411.488620621413	3.2499505244409264	414.738571145854	476.16346724717994	239.35760934098556	159.10627350089058	10.364931723728478	1.920047496536711	0.2742924995052444	0.46546605976647537
EC-15J	313.31539192636683	2.1709769396228302	315.4863688659897	365.15211845330396	179.0869891451153	120.51403131409133	11.76669501275574	1.2281526687009154	0.31013956280326144	0.40938422290030513
EC-15K	1033.3403932822698	16.40100240496352	1049.7413956872335	1231.027828863604	576.326590004244	428.048139689982	23.45575069218488	3.1926598088155047	0.9269012348174046	1.390351852226107
EC-15L	455.08008381369706	3.3907161550031732	458.47079996870025	579.9159080831529	268.61368319465817	168.24848500656424	14.942138988149576	1.8275385377813713	0.4367702165766799	1.0114678699670483
EC-15M	101.68536861226308	1.0771755149604139	102.76254412722349	120.153357096343	57.26859341261952	39.70196558933406	3.912499571580354	0.5026819069815265	0.1262895431332899	0.17333858861431947
EC-15N	366.3797258606308	3.4986247942827515	369.87835065491356	430.7668800865704	182.07383276596704	150.22285095926236	31.64334828775616	1.380762901007733	0.5398471492661813	0.5190837973713281
EC-15P	9581	116	9697	9697	6341	2948	218	40	2	32
EC-16	3905.7379681880143	35.29787845042877	3941.035846638443	4256.194225262996	2540.9339887359433	1185.2792611533566	113.08430349911916	41.08745119174554	17.85095856535951	7.502005042490065
EC-16A	146.73773936121196	1.670450985090031	148.408190346302	196.74820767061686	103.44342873993254	36.27755764020716	3.031718240291933	1.2453233564938535	2.5421773346357286	0.1975340496507492
EC-16B	347.07828402929704	3.6781399899444223	350.7564240192415	435.3295511679417	166.9538258754467	158.66596458806103	19.033169816961312	1.461618947969181	0.38548192034352025	0.5782228805152804
EC-16C	230.75521707843606	2.2276991551397884	232.98291623357585	284.289757735668	140.18227126142693	81.63424482289918	7.092361610831268	1.1301271288078676	0.506929452839743	0.2092828016310866
EC-16D	240.4600302058769	2.103097427201187	242.56312763307807	292.4189078190827	137.4023652438109	96.01788505868949	5.985285675172006	0.701032475733729	0.13549367178046862	0.2179680806903191
EC-16E	431.70669751319235	2.618490893053342	434.3251884062457	515.4078008696864	260.9520976153263	156.6836090434998	11.941768155862647	1.5493492827409048	0.2808761857600471	0.29899723000263073
EC-16P	2509	23	2532	2532	1732	656	66	35	14	6
EC-17	5376.298271017991	69.79422458186767	5446.092495599859	5821.75468071336	3046.7363629421084	2046.7091609920642	235.87172193544285	31.11442104429452	5.017606490461918	10.84899761361963
EC-17A	160.87681709929922	1.6252528787633056	162.5020699780625	192.5367431776084	77.03698645338068	70.02053759677682	12.765200467772363	0.66867547011976	0.14395096926189277	0.24146614198769112
EC-17B	585.006056940741	6.499234864520623	591.5052918052617	686.5776727052809	285.7977659876662	244.03034884679883	50.92628125830424	3.109144056226004	0.5993530710797116	0.5431637206659886
EC-17C	441.81881556914874	4.902846598093155	446.7216621672419	557.4643748077777	212.40310289444008	200.18617366640467	25.331374090147968	2.5050063219765573	0.6028090079622732	0.7903495882172026
EC-17D	299.36841279799245	2.089319322459222	301.4577321204517	355.84716122961106	158.53654328732748	126.31571518193225	12.468789209535759	1.443224592220828	0.2685069008782936	0.335633626097867
EC-17E	168.58929474729433	1.749448874955504	170.33874362224984	202.1167073635302	82.9216621806441	75.44775084776458	8.894877191229462	0.6643476740337357	0.11810625316155302	0.5425506004608842
EC-17F	134.99617537313432	1.3820429104477612	136.3782182835821	159.63428171641792	62.719216417910445	60.859841417910445	10.062826492537313	0.9990671641791045	0.18871268656716417	0.16651119402985076
EC-17G	211.64269849038138	1.5460791326280918	213.18877762300946	243.57773971313483	114.32108572073938	90.84879343447653	5.422373225915748	0.724955765538531	0.09616760155102963	0.22932274216014759
EC-17P	3374	50	3424	3424	2053	1179	110	21	3	8
EC-18	2367.3048199214395	22.746969761585966	2390.051789683025	2642.982258489321	1412.5636408462074	775.932685013286	151.09817344563487	13.947262657392152	5.351750357948882	8.411307600970334
EC-18A	323.85733429448084	3.001413995785738	326.85874829026653	384.2667461461684	168.91767402314147	122.13372888248125	30.309517208236297	1.6102824294850469	0.33349044397619315	0.5526413071605486
EC-18B	498.7740402050438	4.4432944220647475	503.2173346271085	615.7950346476913	289.44075587834595	167.72012310466837	38.96427416272163	1.993785958618797	0.3417918786203652	0.31330922206866807
EC-18C	357.67344542191495	4.302261343735481	361.97570676565044	444.92047769546144	208.20521094471985	124.07883302613641	21.824382074676933	1.3431942692883072	1.6764680353523234	0.5453570717411172
EC-18P	1187	11	1198	1198	746	362	60	9	3	7
EC-19	8358.860238244128	89.18599082779915	8448.046229071926	9105.05166143288	4874.218875335551	3030.5826922489514	332.21789470463864	94.85100383295995	15.41349474362519	11.576277378400535
EC-19A	295.8409658225662	2.9129393849003877	298.7539052074666	340.15418308554564	216.5927751699452	71.81867277893778	4.4962792596197625	2.3242617391713893	0.2740395937014302	0.3349372811906369
