entity_id	valid	rejected	polled	electors	UNP	PA	IND1	MEP	SLPF	NSSP	TKLO	DWC
EC-03H	375.3536223116716	24.222092960127814	399.5757152717994	498.272179436469	171.33736631067887	196.72678905201766		2.5503618046022476	4.396519230321785			
EC-03P	14851	233	15084	15594	5503	8775		393	175			
EC-04	26427.915398521374	770.1075519621168	27198.02295048349	30239.553118982916	12448.094618110486	13542.237003749764		250.83591253614821	171.98296552679497			
EC-04A	223.06588986810198	11.014609333412196	234.08049920151416	290.48358668007336	121.9092683503874	98.66363044892648		1.3701425445081918	0.9624415922399006			
EC-04B	458.0810822519158	23.60845623628172	481.6895384881975	592.6308386922869	229.77016827756174	222.60409045400286		2.305513304324387	2.9619065039085064			
EC-04C	932.4255232640362	58.19934415217084	990.624867416207	1224.9779203790129	542.8031837788149	379.6702729458351		5.114552397114976	3.9637781077641066			
EC-04D	279.7620321578165	17.218713687339548	296.98074584515604	342.1307931360627	145.15319551411972	132.9262261856506		0.600932306445075	0.7451560599918929			
EC-04E	117.43618311105287	7.957040338172167	125.39322344922503	148.65157125536587	60.4122292492709	56.12732247599699		0.30638660418782976	0.4460628502146345			
EC-04F	1453.0867238529945	81.02478948611002	1534.1115133391045	1894.9614385771622	746.7995592980247	681.1208782560793		13.382072873219485	10.585818840009445			
EC-04G	420.6731727152587	29.108434143200842	449.78160685845955	561.6110602826066	246.83639998644574	171.2949408695063		1.1928772322184948	1.0256514520009488			
EC-04H	1208.4173391581326	46.197272072104134	1254.6146112302367	1599.401208260301	602.7165837730108	583.0038347583924		13.600936001352398	8.206471933305455			
EC-04I	852.2917227388675	29.39417920340651	881.6859019422741	1127.4742402635225	465.216060417378	369.2927069315283		12.378331693012232	4.88159559724426			
EC-04J	416.7474699840606	19.493412055419846	436.2408820394805	536.9874654569119	198.44330217774717	212.16769313476755		2.6456657266545314	3.2152187650315485			
EC-04K	280.9405707587575	14.307217889184438	295.24778864794195	362.2896983905144	137.99624904197287	138.30949912086922		2.4548577611469273	1.988179072178892			
EC-04L	1816.8918857626659	110.43783166775019	1927.329717430416	2367.203211224166	990.0076652102264	813.5622363666602		5.527206204738219	6.164960766823398			
EC-04M	1114.0958028977122	72.14625169756435	1186.2420545952766	1443.7500863849314	615.0307530355263	490.4936718015477		2.956437887225477	4.835723986081981			
EC-04P	16854	250	17104	17747	7345	9193		187	122			
EC-05	8715.995757077762	209.32503815237524	8925.320795230138	9544.130679903603	3644.715896790982	4963.662808305042	20.987032419480016		86.6300195622592			
EC-05A	455.7525492545648	26.81954244297988	482.5720916975447	593.4022441583825	210.54826569253052	236.93244838959242	4.125551877984795		4.14628329445708			
EC-05B	75.63014149391248	5.049982412544962	80.68012390645742	93.60213772679306	34.66317186914933	39.82889108259295	0.8429496998785898		0.29512884229158864			
EC-05C	662.1090855057254	39.86143744717999	701.9705229529054	888.74333423108	340.20145434958255	312.3287610167445	4.455993387631527		5.122876751766858			
EC-05D	199.50398082355963	13.594075849670405	213.09805667323005	265.38296378734697	105.30300487971921	91.57270781611163	1.562537453985104		1.0657306737436865			
EC-05P	7323	124	7447	7703	2954	4283	10		76			
EC-06	10147.632850396993	402.4025185154095	10550.0353689124	11797.198701781095	5279.828848891612	4142.536603254559	627.3773946062811	40.01045471859977	57.8795489259389			
EC-06A	1996.9657960303196	167.58912155321588	2164.5549175835354	2666.407111247269	1189.6345385659272	494.8943867769861	303.9872097114287	2.7705861657136976	5.679074810263824			
EC-06B	1255.691796797786	73.48452263293142	1329.1763194307175	1606.0328523423602	748.1496738485866	454.15520853923704	45.38169598734928	2.536864993081637	5.468353429531528			
EC-06C	354.0905702150732	20.82934212904392	374.91991234411717	445.29109434303274	204.3600894632207	147.63600216880536	0.5607265497921562	0.46177480571118745	1.071977227543828			
EC-06D	765.8846873538125	46.499532200218304	812.3842195540309	977.4676438484329	411.68454701387805	332.8510057695306	18.4477623577109	1.241228754093248	1.6601434585997192			
EC-06P	5775	94	5869	6102	2726	2713	259	33	44			
EC-07	16832.870738743884	373.459375182823	17206.330113926706	18983.94533081509	5954.962427678174	10427.362286417949		157.80457048317652	287.22415392651317			
EC-07A	532.7270731996678	23.207379285799025	555.9344524854669	739.7436232055996	239.45643018151617	284.324030134061		1.6648772096334084	7.079932376319848			
EC-07B	203.10783551442807	8.500585884027815	211.6084213984559	264.50934676668675	83.27364616985162	115.246421726989		0.8118271915895526	3.6815419153479714			
EC-07C	438.75435737489073	22.423078168337668	461.1774355432284	602.4825651043072	179.72522906571407	248.4136457332801		1.1921130165445344	9.13953312684143			
EC-07D	675.999190652902	30.02123244620855	706.0204230991105	891.0147834996512	273.87856349500186	387.6438872768914		2.5079772349603506	11.67078515278579			
EC-07E	329.5215030459693	14.91605261291365	344.43755565888296	403.64565092324784	141.71607467944423	182.70671216575116		1.6072630409255333	3.263395566203532			
EC-07F	367.84133676832977	18.49312734022466	386.3344641085544	468.03290715908724	150.32513521298043	211.3896054021186		2.449379140397478	3.179785259384901			
EC-07G	745.8408173828032	32.51140099489135	778.3522183776945	1009.8205840913229	311.26769095108926	415.43531768472104		5.184744999185301	13.587081747865009			
EC-07H	483.90171893581265	15.302007882141348	499.203726817954	669.176876431218	214.58422195795538	251.94356701294362		10.607809413360329	6.604251638836746			
EC-07I	281.6547885751755	10.189732020888789	291.8445205960642	362.50197100861	115.96456087489365	157.95775406496134		3.9676832647708555	3.635164354797162			
EC-07J	327.522117293906	12.894778547390207	340.4168958412962	436.0170226253624	121.7708750897277	195.30134521623208		4.81089597180919	5.382682788130774			
EC-07P	12446	185	12631	13137	4123	7977		123	220			
EC-08	11227.880093229141	258.405153278664	11486.285246507805	12896.65549709135	3608.8310329115857	7293.989553754756		65.2864081970353	259.77309836576353			
EC-08A	424.35963850439464	25.412584678541084	449.7722231829357	542.6388126583611	182.61956497221865	234.61233957128786		1.3583904122463402	5.76934354864176			
EC-08B	587.6963658293565	33.118936493785725	620.8153023231423	791.8274162252872	230.19057108395828	344.4145996119356		2.0217630709528556	11.069432062509833			
EC-08C	653.7650909454328	30.866180291824907	684.6312712372577	860.6746951828903	253.93608834699182	379.0399260443734		2.851139316410154	17.937937237657405			
EC-08D	572.9743597379393	26.714294222751636	599.6886539606909	795.7817153067301	185.1906789755807	372.4558070279928		2.6737343656938655	12.654139368671828			
EC-08E	620.8869587840339	23.35859591542672	644.2455546994606	849.1185847083663	245.32235308244194	357.68722295045876		1.3322393107657824	16.545143440367433			
EC-08F	519.5219204697552	15.981071629031563	535.5029920987868	719.3538620957645	185.22179525927206	319.5137170243081		2.4089115323172576	12.37749665385778			
EC-08G	500.6757589582283	20.953490047302328	521.6292490055306	698.2604109139514	171.34998119112223	313.2659415243995		1.6402301886490425	14.419606054057516			
EC-08P	7348	82	7430	7639	2155	4973		51	169			
EC-09	7435.504403228348	189.33632779694403	7624.840731025292	8385.340926929814	2435.46220056424	4477.6139335338985	7.492457480182715	130.15741594670916	371.9048352382659			
EC-09A	340.2196140212682	23.83183930681371	364.05145332808195	463.8183851910201	139.82443481685704	178.47596691610872	1.8872942103190233	1.8239621898385192	16.966648286727057			
EC-09B	376.1436216933919	18.156940046981923	394.30056174037384	514.3636196506997	145.09208456745992	198.46554999489328	1.1985292615667449	5.292207128996017	24.66324175262997			
EC-09C	460.629603816052	24.500850427131823	485.1304542431838	612.0825297969205	173.08689702798097	250.3035321499821	1.7397948744181289	3.350996214640135	30.665775743004758			
EC-09D	661.511563697636	34.84669801601656	696.3582617136526	903.0763922911735	254.4587841519421	353.36888447291426	2.666839133878818	4.690250413234493	43.6091694559041			
EC-09P	5597	88	5685	5892	1723	3497	0	115	256			
EC-10	150.288367978799	9.318878928782894	159.60724690758184	12441.458808424075			7.245529972695195					
EC-10A	77.41927233726591	2.23823666914171	79.65750900640761	366.892940626461			1.5860352556169732					
EC-10B	7.755532657674976	0.3421558525444843	8.097688510219461	747.0276056164741			0.544914876274549					
EC-10C	7.6690992702189344	0.38028591422573227	8.049385184444667	3829.289013296011			0.9507147855643306					
EC-10D	0.09498066690100726	0.007915055575083938	0.10289572247609119	462.0967745845505			0.0633204446006715					
EC-10E	1.7389378806966505	0.09152304635245528	1.8304609270491057	1723.562008909438			0.5186305959972466					
EC-10F	0.12208314016380775	0.0	0.12208314016380775	795.8752511203832			0.015260392520475969					
EC-10G	0.6918390444770872	0.020348207190502565	0.7121872516675898	820.7652852361115			0.6307944229055795					
EC-10H	0.47878787878787876	0.01818181818181818	0.49696969696969695	313.43636363636364			0.012121212121212121					
EC-10I	0.4243785037128349	0.022335710721728155	0.4467142144345631	1393.1229491356285			0.2010213964955534					
EC-10J	50.01837951318057	0.1978966548493791	50.21627616802995	1237.9672614921471			0.6431641282604821					
EC-10K	0.8750770857193199	0.0	0.8750770857193199	742.4233547705048			0.07955246233812					
EC-10P	3	6	9	9			2					
EC-11	917.6205683616995	30.47309616361582	948.0936645253153	1679.0603805687701	165.67331332818966	214.4659072669558	31.017366596399192			0.2724327751530927		
EC-11A	9.054203073214824	0.5664959325097921	9.620699005724616	27.692738776739983	1.2482374209099127	0.10602591141910214	0.04712262729737873			0.00819523952997891		
EC-11B	8.404010228989886	0.4751249564105544	8.879135185400441	198.40077879809368	3.036998721376264	1.2999418807392769	0.015203998605137742			0.007601999302568871		
EC-11C	214.16235505949473	17.431475274695476	231.59383033419022	714.9668629939366	44.388077185903484	48.05993947479743	4.955039970496675			0.2566355363205449		
EC-11P	686	12	698	738	117	165	26			0		
EC-12	4432.174201128935	221.77123232065628	4653.945433449591	5472.291328484078	616.552185406784	418.6711017978227	30.46539448242147					
EC-12A	646.7870167527831	62.47450038640617	709.2615171391892	977.8155597141233	91.50091013022846	39.09137707493725	1.208327212574487					
EC-12B	193.2482496301455	14.35323885388378	207.6014884840293	306.3334748189876	33.681278151180855	18.32912310488208	1.2708983240131375					
EC-12C	572.1389347460063	63.94349308036631	636.0824278263726	833.1422939509671	29.369997125374727	112.25060161800336	11.986168945833846					
EC-12P	3020	81	3101	3355	462	249	16					
EC-13	8112.486745611564	215.09362508173845	8327.580370693302	9012.118229301068	2935.3572139089356	2151.0159379146135	178.94141340203504		33.479666748427405			
EC-13A	378.97110082021544	19.615819922352337	398.58692074256777	495.128217846337	186.038751685297	189.21599307393663	0.388869599722236		2.054822316714088			
EC-13B	354.55070918204115	20.090469588709965	374.64117877075114	479.13926806725675	90.99692510042301	8.19285663502897	3.1702392378514803		0.40549571646937543			
EC-13C	590.3473015167285	22.391156290734923	612.7384578074634	773.8038660913675	117.51507128926973	8.993421783899032	5.513090751088791		0.4003920657215323			
EC-13D	411.61763409257895	25.99617927994122	437.6138133725202	560.0468772961058	95.80646583394562	45.61366642174871	13.86921381337252		0.6189566495224099			
EC-13P	6377	127	6504	6704	2445	1899	156		30			
EC-14	4301.756935744256	88.00415512266976	4389.761090866926	4884.919196481336	1166.174153779852	837.6661676198321	23.479394606893354		21.203001602694155			
EC-14A	268.4160078575624	17.157420870687247	285.57342872824967	405.6011324134079	108.06725149014434	127.57073250584985	0.2598484337836667		2.123332916060819			
EC-14B	102.05163424008582	5.5479992849268545	107.59963352501266	177.5070538986384	14.995374370586658	13.55710157018145	0.925543008670262		0.5232473259243811			
EC-14C	267.2892936466079	14.29873496705566	281.58802861366354	400.8110101692901	89.11152791912109	5.538333543800745	1.2940031644394263		0.5564213607089533			
EC-14P	3664	51	3715	3901	954	691	21		18			
EC-15	25113.237522721513	637.0503585863617	25750.287881307875	28339.374140370604	11255.850272827898	13443.076349024594		214.00260044279264	200.30830042622654			
EC-15A	316.1957687280355	13.015552233432214	329.2113209614677	390.47774394777827	134.10098385291516	178.1046155772798		1.2182869844947284	2.771882313345804			
EC-15B	306.1723238252929	14.140596907587199	320.3129207328801	385.25802162514736	134.35659750967946	169.51376867949458		0.8012008395842218	1.5007567965346245			
EC-15C	332.5682354974365	16.99274151736851	349.56097701480496	425.1426349444092	159.52837144996832	169.18422720202776		0.59790310501757	3.257733740422835			
EC-15D	280.2727781419367	15.58269516698908	295.85547330892575	371.6281954947321	144.82447361268765	132.67140961486194		1.0565476666293625	1.7203472477577577			
EC-15E	304.8686016263493	12.557403576329857	317.42600520267916	378.6230310726941	132.86679912332806	169.41541549742936		0.8833288953524098	1.703058110239446			
EC-15F	372.5865938473354	15.634818876136025	388.2214127234714	471.34459401800575	179.08892989717114	190.58011904253956		1.2260848231428938	1.6914600844818024			
EC-15G	373.59509513004014	10.853403735381393	384.4484988654215	460.2490923372316	177.01366730668528	193.6364723337406		1.3406702740443357	1.6042852155699074			
EC-15H	547.2387925135843	22.327510565506138	569.5663030790903	685.4695592674582	238.9792875830147	301.6161964177903		2.227756087744013	4.4155524250352185			
EC-15I	456.3312883435583	18.5272115574906	474.8584999010489	575.4573520680784	225.85909360775779	225.32713239659608		2.884227191767267	2.260835147437166			
EC-15J	342.7352308538842	12.486218798459307	355.22144965234355	428.389575308889	162.6557951077985	177.09589315191835		1.2653694162373068	1.7181731779300684			
EC-15K	1120.8553182029466	44.92896263212142	1165.7842808350679	1438.550716436612	570.7394353388169	536.2896061114367		7.054748287221358	6.771528465471595			
EC-15L	514.687724423346	22.378726623020942	537.066451046367	679.8213481485345	253.34971352060998	254.85542137249274		2.6436092055956943	3.8389803246476606			
EC-15M	114.51737670082598	4.338417246461254	118.85579394728724	150.12855159886212	53.99497035336052	58.80140178908044		0.5051581725331596	1.2158463858518695			
EC-15N	374.6123948869401	23.28609915007778	397.8984940370179	509.83372410217106	178.49215456410488	189.9846698379061		1.2977094934283202	4.837860991500778			
EC-15P	19356	390	19746	20989	8510	10496		189	161			
EC-16	6920.372962166577	194.2917205157869	7114.809238402493	7938.2727267553855	2823.796718332448	3985.838904077652		50.18826737844348	60.549072378032875			
EC-16A	214.9170460200151	12.642179177647948	227.55922519766307	316.72867174109365	99.47986509150556	114.41945115096114		0.37359700694815606	0.6441327706002691			
EC-16B	470.7135791061407	23.683045481105026	494.54118030737453	642.5501759726053	203.71916402820997	262.44090989387286		1.0279517875827207	3.5255533964751122			
EC-16C	286.6802324031875	12.663934863143306	299.3441672663308	386.2755923349591	135.22459422723273	148.8186748754031		0.9813038032035393	1.6556594973481515			
EC-16D	281.8975296538689	10.627416690955018	292.52494634482395	379.67094141649665	124.41853686971729	154.8515937574521		0.9661287900868198	1.6612702366127023			
EC-16E	520.1645749833646	23.67514430293558	543.8397192863001	715.0473452902307	243.95455811578282	271.3082743999629		1.8392859906222436	3.0624564769966423			
EC-16P	5146	111	5257	5498	2017	3034		45	50			
EC-17	13818.399162077898	338.16366565304355	14156.56282773094	15544.426737679027	5692.156726429463	7873.143520447151		98.28908552288782	154.80982967839702			
EC-17A	199.57640993248032	8.10769007520209	207.68410000768242	259.0745960341781	80.74720659661463	116.2798781060341		0.9890824662188117	1.5602427636127734			
EC-17B	769.7566411010621	29.06862394736601	798.8252650484282	973.4804959177503	336.49928984431557	427.5073077310755		1.367274193400592	4.382769332270391			
EC-17C	621.0272357584663	25.157229265625535	646.1844650240919	831.1798516898473	267.2319311075419	338.6045176502751		3.8177903837610634	11.372996616888221			
EC-17D	415.43052070263485	20.26388017565872	435.6944008782936	548.4840809284818	205.978356336261	203.94777289836887		1.2670169385194479	4.237374529485571			
EC-17E	234.7435597994092	11.66299249970336	246.40655229911258	294.1104061151461	92.60637493989147	139.30632560405178		1.048192996808783	1.7826662586571909			
EC-17F	177.94496268656718	9.285774253731343	187.2307369402985	228.05373134328357	76.38423507462687	99.24622201492538		0.7048973880597015	1.609608208955224			
EC-17G	297.9198320972782	14.617475435756504	312.53730753303466	377.0435756503407	139.7093325302112	155.25149644241992		1.0948311561194142	1.8641719685276512			
EC-17P	11102	220	11322	12033	4493	6393		88	128			
EC-18	5428.227783965653	136.04317617874682	5564.2709601443985	6163.9243083660385	2344.053716088297	2999.485884992364			84.6881828849919			
EC-18A	436.872481608813	16.750748586004214	453.6232301948172	546.8576300321615	194.1771930797383	234.96783852722638			7.727450001848361			
EC-18B	638.8090211414626	23.156399776529742	661.9654209179923	787.0327658364943	317.02620874866454	317.39648328383663			4.386329108961354			
EC-18C	673.5462812153764	30.13602781621285	703.6823090315894	884.0339124973832	328.8503142598937	337.12156318130064			7.5744037741821835			
EC-18P	3679	66	3745	3946	1504	2110			65			
EC-19	13785.353283746768	627.342341024781	14412.69562477155	16093.915686595108	5997.284525004676	7386.669176283281	23.100939084704574	114.18287966608068	211.15436634773			
EC-19A	460.58950971003344	31.291261754870714	491.88077146490417	591.0628051556588	283.74262524137714	169.51886274078842	0.8728668540119628	2.4562067287313374	3.23772705150949			
EC-19B	656.1658838828118	65.61419720033656	721.7800810831485	869.0055228333206	342.89635125831865	302.3896274764782	2.0803335118182513	2.223804788495372	4.662816492006425			
EC-19C	259.2967526313164	27.870367137227515	287.1671197685439	342.0338704045493	158.21344839626877	97.19893250860478	0.4780765201775827	0.4631366289220332	1.8151967875492592			
EC-19D	768.0017856666933	51.36630153780549	819.3680872044988	1061.773540150849	375.1569787585619	373.1150555688814	0.7955544894858879	6.841768609578636	9.016284214173396			
EC-19E	506.8234696526735	46.96778453793275	553.7912541906063	670.4757706764796	284.0458850221806	210.74372114548882	1.0440338183336908	2.3078642300007903	6.387838493752187			
EC-19F	1061.2395446037078	88.5272058257904	1149.7667504294982	1347.9876022462115	552.3296751198749	480.3065719633837	2.202453909074592	6.03529577681479	14.873714710633607			
EC-19G	786.897005894827	64.00848232524659	850.9054882200736	1040.4869749615766	386.669422773876	364.8677457637011	1.2607731367094026	2.9870625085115075	11.870663994863913			
EC-19H	234.08151206599027	17.96847754397694	252.0499896099672	311.4867323798596	119.86161379796356	107.89366930784313	0.6182701950615722	0.9494863709874145	2.186026761110559			
EC-19I	348.2578196387151	37.72826316159415	385.98608280030925	487.6028677866029	195.368524636255	144.63498980811133	0.74857665003163	0.9182540240387994	3.104097842131159			
EC-19P	8704	196	8900	9372	3299	5136	13	89	154			
EC-20	5293.775071381544	258.84739152325426	5552.622462904797	6099.094657856807	2244.973236252461	2837.6889792891197	2.934730495043986		65.62136721867657			
EC-20A	237.68600625418807	25.39144516417244	263.0774514183605	311.88545156726974	113.62365051001414	113.7463144963145	0.17172958082048992		2.588210110937384			
EC-20B	553.0044827130159	59.45012981769837	612.4546125307143	716.6708686300578	226.25192986363922	306.3890980976313	0.4128481237340164		4.80912273863138			
EC-20C	956.0845824143397	103.00581654138347	1059.0903989557232	1283.5383376594798	418.09765587880787	456.5535666951742	0.35015279048947967		15.224034369107812			
EC-20P	3547	71	3618	3787	1487	1961	2		43			
EC-21	15160.194053624811	404.9569796434705	15565.107540766254	17275.793472393685	6838.122896177652	8074.518451737267	20.2756455959304	104.65831552351167	117.12230372827018			
EC-21A	1726.9187376974032	85.1240101746407	1812.042747872044	2179.5033481039395	762.981385440916	934.7511077954646	4.565106015801253	16.373513576673826	6.969395184123246			
EC-21B	1080.8080875083713	52.72820741780144	1133.5362949261728	1337.7038874892366	506.5977485091048	561.4889179449565	3.268475938386963	3.893331632490353	4.854648084957106			
EC-21C	1312.2259528946422	71.15439590075512	1383.3803487953974	1584.746449119022	700.2869471413161	596.5096188421431	4.592412801150665	3.388304566702625	6.49658396260338			
EC-21D	427.65452370441045	28.052663808940597	455.6636950113217	530.1446047366097	217.165311382959	205.0816445691337	1.4787450689984192	0.9640837949842634	2.7037838761588744			
EC-21E	339.6347630167339	17.91405486462895	357.5488178813629	414.9702400047747	185.64771447116138	150.76620983445116	1.0180469863248756	0.6013026059579675	1.410977402099389			
EC-21F	211.63551672260155	10.5763221849323	222.21183890753383	251.5750491841222	104.63111908343942	104.96586043282028	0.8349728040736025	0.4814257609073024	0.5265594259923619			
EC-21G	446.34077646385236	21.123604413027678	467.46438087688	532.7555217898747	217.5632776199599	225.41692541454714	1.4279359626522208	0.6770386029816564	0.9232344586113497			
EC-21H	683.9756956167977	33.283720878743765	717.2594164955415	857.3943719661033	272.2493925287961	399.53816690375106	3.089950018542401	2.2793149828136845	6.237121333724476			
EC-21P	8931	85	9016	9587	3871	4896	0	76	87			
EC-22	17598.272322420533	492.43522673492885	18090.70754915546	20149.320359291407	8214.629160155895	9199.839590402891			183.80357186174604			
EC-22A	762.4436208604586	25.36026393999434	787.8038848004529	964.1298825360884	389.7783222473818	366.69979479196155			5.9655038211152			
EC-22B	617.0519018924772	25.302725732040297	642.3546276245175	800.1524338574523	305.6906835514547	306.9195461820921			4.441672158930421			
EC-22C	672.4367513876717	26.039326726443292	698.476078114115	880.7994674037619	293.59982246792066	370.1304298973011			8.706499022449943			
EC-22D	715.4671072502989	29.534245913325034	745.001353163624	946.5347171042298	340.32538752431464	366.26251374306804			8.879205982916309			
EC-22E	307.67392820237086	12.833847213704223	320.50777541607505	402.2612976669551	165.5055490678742	139.28235976106663			2.8860193734300044			
EC-22F	253.008315084579	10.753943317782221	263.7622584023612	323.8267796502587	133.02459614713257	117.65854200387191			2.3251769335745345			
EC-22G	666.618740597464	39.73436492585429	706.3531055233183	874.7663872770255	368.42789598108743	295.10853212980874			3.0823124865678055			
EC-22H	1311.9789159361223	57.07244242234709	1369.0513583584693	1686.8044226093798	659.8291484661091	643.5141989568937			8.635568513119534			
EC-22I	299.5930412090899	15.804066543438077	315.397107752528	392.04497118625636	176.44775470262041	121.26367293682722			1.8816135696422747			
