entity_id	valid	rejected	polled	electors	PA	UNP	SMBP	Ind 1	Ind 2	SLPF
EC-04J	398.67794052458333	8.580040932969903	407.2579814575532	536.9874654569119	230.56793081007666	161.87248531034547	2.0209946523055446	0.9461929508521414	2.0761126882775143	1.1942241127260036
EC-04K	271.05081826788694	6.041251521572517	277.09206978945946	362.2896983905144	154.70078896352734	111.5042423695956	1.37446463189216	0.9908931067129525	1.8347504621072088	0.6456787340516659
EC-04L	1773.9143144399256	53.99655292321183	1827.9108673631376	2367.203211224166	1047.2638525618736	697.703490921186	6.838146137913309	5.987806721799737	12.400783151656261	3.720234945496878
EC-04M	1077.3122152310696	34.58344784359104	1111.8956630746607	1443.7500863849314	613.8619287545301	445.1387060742669	4.033589675594449	3.8731628134969425	7.883834365934605	2.5209935472465306
EC-04P	17684	275	17959	17959	10597	6881	102	38	21	45
EC-05	7741.058532980632	110.35139731088154	7851.409930291513	8313.130679903603	4761.864484349962	2876.6577651003604	51.517505914498244	11.108613963790432	18.358391890608416	21.551771761411683
EC-05A	434.71016153519514	10.075468405530705	444.78562994072587	593.4022441583825	261.6926701296586	164.09607185029637	1.8865588989779716	1.2922582934391234	4.160104238771937	1.582498124051119
EC-05B	77.1790856792729	1.730265173435	78.9093508527079	93.60213772679306	50.33007681746491	25.10138316823819	0.2642656953852787	0.22954465511568006	0.9779759675936958	0.2758393754751449
EC-05C	639.1470787633385	18.991019437762937	658.1380982011015	888.74333423108	382.4576093316121	242.5939801443205	4.365054747067619	1.9097114518420832	5.744290795620234	2.076432292875916
EC-05D	191.0222070028251	6.554644294152898	197.576851296978	265.38296378734697	113.38412807122678	72.86632993750536	1.0016265730673743	0.677099563393545	2.4760208886225494	0.6170019690095027
EC-05P	6399	73	6472	6472	3954	2372	44	7	5	17
EC-06	10709.255752114208	267.3329748025933	10976.588726916802	12248.198701781095	6091.487621527778	4425.673250448302	50.41984850612863	25.552374962912978	90.8190875344642	25.30356913462206
EC-06A	1944.3121222927741	92.92119755778248	2037.2333198505567	2666.407111247269	1181.7239509163103	676.3364391587705	9.715856463475637	7.396587501226614	61.391676260180894	7.74761199281025
EC-06B	1204.0525004941687	46.53737892864203	1250.5898794228108	1606.0328523423602	621.0809250840088	555.5170587072544	3.8616722672464916	3.946234433682546	15.644000790670093	4.0026092113065825
EC-06C	356.94367883607447	9.911666365443702	366.85534520151816	445.29109434303274	188.97309325863006	161.69539580697634	1.335848545093078	1.2616347370323515	2.8860925356949214	0.7916139526477499
EC-06D	745.9474504911898	22.96273195072509	768.9101824419148	977.4676438484329	403.7096522688289	325.12435677530016	3.5064712303134256	2.9479182909714643	7.897317947918291	2.7617339778574768
EC-06P	6458	95	6553	6553	3696	2707	32	10	3	10
EC-07	17815.57652751483	314.49336409579865	18130.069891610627	19797.94533081509	11699.880217480073	5870.494202174581	95.33153747895324	43.20340749371377	30.84890042703438	75.81826246047387
EC-07A	499.6986000711828	6.306353066793213	506.00495313797603	739.7436232055996	291.0508067386404	203.26637204887885	0.9921995491754656	1.3958061454502313	1.8162296832364455	1.1771859058013998
EC-07B	186.49841756556972	2.4260417237036633	188.92445928927341	264.50934676668675	119.21587909981932	64.82817718885178	0.6607895745496359	0.4767124787822373	0.769347861797076	0.5475113617696983
EC-07C	397.70025577655707	6.619065606147271	404.31932138270435	602.4825651043072	255.11218554053033	135.49215942326163	1.4418890771538653	0.919630041334355	2.770243581303489	1.9641481129733755
EC-07D	640.6516105146242	9.59735842883342	650.2489689434576	891.0147834996512	399.9478746028602	232.75766942476085	1.9865166217507726	1.5395503818568488	2.7811232704510815	1.6388762129443875
EC-07E	315.1430147609328	5.750309325473445	320.8933240864062	403.64565092324784	184.63434182632062	126.06154985853777	0.8525010048152322	0.9339501454026747	1.5312438430439201	1.129428082812537
EC-07F	349.329319614683	5.9943674592760905	355.3236870739591	468.03290715908724	213.65638301276923	130.8749239927033	1.0956091784811341	0.8248551860978653	1.7126764169360258	1.1648718276954586
EC-07G	710.0508276384269	10.064504998418524	720.1153326368454	1009.8205840913229	436.4030364314263	265.4284454582922	2.104396499669328	1.2351892498059098	2.5008769996070273	2.378882999626197
EC-07H	446.089140925218	6.636625421380063	452.72576634659805	669.176876431218	254.533469616409	186.2355797108571	1.9963832568379052	1.3704901276671024	0.8956746503651142	1.0575435630817012
EC-07I	266.91687417549394	3.7873340254630894	270.704208200957	362.50197100861	164.20234647599273	99.63731880381243	1.0708236083898617	0.6594019062190201	0.6255864238488139	0.7213969572310647
EC-07J	305.49846647214014	4.311404040309875	309.80987051245	436.0170226253624	195.1238941353047	105.91200626462445	1.1304291081300282	0.8478218310975212	1.445897696445385	1.0384174365380492
EC-07P	13698	253	13951	13951	9186	4320	82	33	14	63
EC-08	11946.000898288614	162.43422767476022	12108.435125963373	13720.65549709135	8195.70189209636	3555.249389824021	72.4809430496828	44.3974912561565	34.031577486503906	44.13960457589109
EC-08A	387.40836672857	9.867409005811899	397.2757757343819	542.6388126583611	233.99419561964766	143.6154447644038	2.4115245520777724	1.6254896506093848	3.5486041668233046	2.2131079750080827
EC-08B	538.9059730452567	9.248728302480465	548.1547013477372	791.8274162252872	332.37338087996227	195.17274109811737	2.6807908123131785	1.820703760029367	4.546174419214432	2.3121820756201164
EC-08C	596.2574955026984	10.423395962422546	606.6808914651209	860.6746951828903	376.67359584249454	209.67994203477915	2.020037977213672	1.673745752548471	3.77458524885069	2.435588646811913
EC-08D	529.9525908278737	7.5486896962477665	537.5012805241215	795.7817153067301	357.7041691483025	162.87882668254912	2.4547647409172124	1.4751637879690291	3.515038713519952	1.9246277546158428
EC-08E	588.4310715750922	7.9173079039795065	596.3483794790718	849.1185847083663	391.0058937130392	188.08681469325674	2.3472787856349497	2.1442708906611165	2.3472787856349497	2.499534706865325
EC-08F	478.57042442036186	6.345425499762532	484.91584992012434	719.3538620957645	318.2798842882432	154.2388843314192	2.007426276931048	1.3513406156901688	1.4884331419196064	1.2044557661586288
EC-08G	468.4749761887611	6.083271304055514	474.55824749281663	698.2604109139514	311.6707726046694	150.57673621949561	1.5591199045949689	1.3067767986489622	1.8114630105409755	1.5501076508111828
EC-08P	8358	105	8463	8463	5874	2351	57	33	13	30
EC-09	7612.939711661042	159.56261500231417	7772.502326663356	8634.340926929814	5023.980328232549	2396.4666283117363	56.30989555253434	29.466547761990636	23.4930978472581	83.22321395497386
EC-09A	290.7509728239464	6.396534068530918	297.1475068924774	463.8183851910201	168.05151634501775	113.8899724300906	2.463615596691611	1.2286411973217803	2.6536116581331233	2.463615596691611
EC-09B	338.56116841997755	5.074292717802063	343.6354611377796	514.3636196506997	204.95628638545602	125.6899193136554	2.2881013175365132	1.284138494535798	2.124665509141048	2.2180573996527424
EC-09C	403.9728055143486	5.968252851808277	409.9410583661568	612.0825297969205	252.96617474039593	141.30160110491585	2.511356079594864	1.2859353419612256	2.413019847562535	3.4947183999181544
EC-09D	568.6547649027697	12.123535364172913	580.7783002669427	903.0763922911735	360.0063507616793	195.58513546307447	4.04682255871135	1.6678327281718324	3.301800832421394	4.04682255871135
EC-09P	6011	130	6141	6141	4038	1820	45	24	13	71
EC-10	219.98895859289087	1.224207917066049	221.21316650995692	12488.458808424071	212.02147935072375	4.004462122092847	0.3775186970591632	0.1918773833484874	3.1168168919441763	0.27680414772244816
EC-10A	112.60109176910596	0.8893655638973682	113.49045733300333	366.892940626461	109.39937573907544	0.615144515029013	0.20010725187690784	0.10375931578802629	2.156711492451118	0.1259934548854605
EC-10B	7.400704366147363	0.050689755932516185	7.451394122079879	747.0276056164741	6.830444611906556	0.07603463389877428	0.07603463389877428	0.0	0.39284560847700045	0.025344877966258093
EC-10C	8.049385184444667	0.0	8.049385184444667	3829.289013296011	7.352194341697491	0.38028591422573227	0.06338098570428871	0.06338098570428871	0.19014295711286613	0.0
EC-10D	0.1424710003515109	0.0	0.1424710003515109	462.0967745845505	0.1424710003515109	0.0	0.0	0.0	0.0	0.0
EC-10E	0.36609218540982114	0.0	0.36609218540982114	1723.562008909438	0.3355845032923361	0.030507682117485096	0.0	0.0	0.0	0.0
EC-10F	0.3967702055323752	0.0	0.3967702055323752	795.8752511203832	0.3662494204914233	0.030520785040951938	0.0	0.0	0.0	0.0
EC-10G	0.16278565752402052	0.0	0.16278565752402052	820.7652852361115	0.16278565752402052	0.0	0.0	0.0	0.0	0.0
EC-10H	0.42424242424242425	0.01818181818181818	0.44242424242424244	313.43636363636364	0.38181818181818183	0.03636363636363636	0.0	0.0	0.006060606060606061	0.0
EC-10I	0.5137213465997476	0.0	0.5137213465997476	1393.1229491356285	0.46904992515629124	0.04467142144345631	0.0	0.0	0.0	0.0
EC-10J	31.465568121051277	0.17315957299320672	31.638727694044483	1237.9672614921471	28.27448456160504	2.671604840466618	0.024737081856172388	0.024737081856172388	0.3710562278425858	0.09894832742468955
EC-10K	2.4661263324817195	0.09281120606113999	2.5589375385428594	742.4233547705048	2.30702140780548	0.11932869350717998	0.013258743723019998	0.0	0.0	0.026517487446039996
EC-10P	56	0	56	56	56	0	0	0	0	0
EC-11	1251.1418886963727	13.056078270695737	1264.1979669670684	1979.2299278764722	1071.7044306459984	171.2615927602293	1.3003726282346806	2.2456094076784034	3.2759958047568096	1.3538874494751756
EC-11A	8.271557698101839	0.10192829165411268	8.37348598975595	27.692738776739983	7.481741488400121	0.5024706236818319	0.012292859294968365	0.006146429647484183	0.25097921060560413	0.017927086471828866
EC-11B	78.28158781820295	1.6876438451702893	79.96923166337324	275.3216087411368	64.08865512030687	11.501824944786701	0.25846797628734164	0.23946297803091943	1.8966988259909332	0.29647797280018595
EC-11C	14.5887431800679	0.2665061338713351	14.855249313939236	515.2155803585955	11.134034037291334	3.2572971917607627	0.02961179265237057	0.0	0.12831776816027246	0.03948239020316076
EC-11P	1150	11	1161	1161	989	156	1	2	1	1
EC-12	4421.573638282713	48.29310047470112	4469.866738757413	5194.291328484078	3828.297362915484	523.6122887352783	5.993366429269141	8.37707130277142	51.0038728233523	4.294621206222049
EC-12A	635.2481557887476	9.6931743426305	644.9413301313781	977.8155597141233	555.3126632645892	52.183801597997075	1.3145537807129035	1.0224307183322583	22.984773680949857	2.429932746166276
EC-12B	177.7452681290514	2.6233912875057177	180.3686594165571	306.3334748189876	147.8939929037389	24.26080613855429	0.3585219007430057	0.5909429950177818	4.166271743116997	0.4796775775458145
EC-12C	556.5802143649131	10.976534844564904	567.556749209478	833.1422939509671	524.0907067471561	8.16768099872695	1.3202907478132315	0.763697589421379	20.85282739928545	1.3850108825099585
EC-12P	3052	25	3077	3077	2601	439	3	6	3	0
EC-13	8743.356195391121	112.02069845988893	8855.376893851011	9468.118229301068	5976.650961274378	2660.2259020361403	16.050193580295627	21.42330363018761	41.14707348256545	27.858761387555557
EC-13A	356.2045533455682	7.737621239927673	363.9421745854959	495.128217846337	196.3040253234192	153.9216579264196	1.042877562891451	1.0207826992708695	2.828142543434444	1.0870672901326144
EC-13B	350.9565426042444	4.4235896342113685	355.3801322384558	479.13926806725675	284.67642458497744	55.81095588496676	0.4607905868970175	0.8202072446766911	8.460115175429241	0.7280491272972877
EC-13C	562.242858442044	5.420692582076129	567.6635510241201	773.8038660913675	485.2597839596617	63.01555126663501	0.8931823004557259	1.0779786384810486	10.795186079645928	1.201176197164597
EC-13D	402.9522409992652	5.438795003673769	408.391036002939	560.0468772961058	325.41072740631887	67.47773695811902	0.6533431300514327	0.5043350477590007	8.06362968405584	0.842468772961058
EC-13P	7071	89	7160	7160	4685	2320	13	18	11	24
EC-14	4461.771914233314	55.38718608305655	4517.15910031637	4910.919196481336	3096.49973442577	1315.899387332884	9.40433261019281	3.1100943162503154	27.034375300885262	9.823990247331631
EC-14A	245.13358819054588	4.751514217758476	249.88510240830436	405.6011324134079	153.09527294437115	87.05664955849359	0.6310604820460476	0.44545445791485716	3.0810600005777617	0.8240907471424858
EC-14B	88.79428239430325	1.4330140333104908	90.22729642761374	177.5070538986384	75.98918451866639	10.320330423382892	0.29449095730417424	0.13409856091529362	1.8326803325090129	0.2234976015254894
EC-14C	246.84404364846498	3.20265783198758	250.04670148045255	400.8110101692901	166.4152769627324	72.52240735100764	0.47878117084258776	0.5305412974201648	6.120634967798487	0.7764018986636558
EC-14P	3881	46	3927	3927	2701	1146	8	2	16	8
EC-15	26128.160351620918	408.99577517532725	26537.156126796246	28298.3741403706	15653.808394458061	10176.71555122277	113.25836436016581	55.217663437980846	52.7674372651304	76.39294087680875
EC-15A	295.57989402252605	4.794909324295766	300.37480334682186	390.47774394777827	184.48106259245634	106.36539530223929	0.9165094745740159	0.7265014127720858	2.1068540970390486	0.9835711434452854
EC-15B	293.377026834918	4.986578359800306	298.36360519471833	385.25802162514736	181.85465325338885	107.21741384644974	0.866971057759046	0.6995559569504026	1.7578585584907553	0.9805741618791969
EC-15C	320.0905006048735	5.375540065671985	325.4660406705455	425.1426349444092	187.65216890373867	127.92332507632928	0.8772970793248458	0.6593697793651707	2.050751771415404	0.9275879947001555
EC-15D	275.9802075173064	5.083598458808294	281.0638059761147	371.6281954947321	155.766103374954	115.50112711634078	0.984636045340453	0.6693312443044652	2.240323586308334	0.8186861500583542
EC-15E	289.8166772495442	4.31064500931976	294.127322258864	378.6230310726941	180.99055734212735	105.02427234182011	0.8338624772126748	0.6147969111652772	1.6323917986112533	0.7207963786075664
EC-15F	350.8213508554849	4.609004992106498	355.43035584759144	471.34459401800575	207.25308273243164	138.55653453940351	1.020245765242992	0.9218009984212997	2.0941886760250887	0.9754981439604045
EC-15G	360.33902949903995	3.5173765054983415	363.8564060045383	460.2490923372316	206.19960726130213	149.99690172805026	0.8209722464653517	0.7757811136323965	1.7549223250130912	0.7908448245767149
EC-15H	531.6045401489233	6.503449386194405	538.1079895351177	685.4695592674582	334.9426282954317	190.75785872408935	1.5184705172066815	1.138852887905011	2.2377460253572146	1.008983698933387
EC-15I	443.4312289728874	6.425094003562241	449.85632297644963	575.4573520680784	246.3479121314071	191.16524836730656	1.3880862853750249	1.2135365129625966	2.452008707698397	0.86443696813774
EC-15J	321.34180381171524	4.577659946976139	325.9194637586914	428.389575308889	189.28437797008652	127.85813616127257	1.054474513531089	0.9366214796658495	1.5134810664799159	0.6947126206793056
EC-15K	1057.233847335341	16.65847497019058	1073.8923223055315	1438.550716436612	603.6959236878802	438.4757785816778	4.248297326246438	2.780703704452214	5.561407408904428	2.4717366261797458
EC-15L	485.94134780075984	7.838875992244624	493.7802237930045	679.8213481485345	283.72823147882485	195.45467191806426	1.816044584713564	1.7355869132389123	2.160863176747785	1.0459497291704705
EC-15M	112.61065222606847	2.0577766734071354	114.6684288994756	150.12855159886212	69.47658258217088	41.19267745141721	0.43829900263906496	0.3070569284025088	0.8617404119683312	0.3342958494704733
EC-15N	366.99224474152896	7.256791487251167	374.24903622878014	509.83372410217106	210.13550285186105	149.2262100683094	1.4741979845345718	1.0381675947426563	3.3428996550713532	1.7752665870099422
EC-15P	20623	325	20948	20948	12412	7992	95	41	21	62
EC-16	7241.14938368382	124.62360659192952	7365.77299027575	8102.2727267553855	4682.353035393096	2485.102254587024	22.045330370358034	22.66935108945381	10.997657595126277	17.981754648761072
EC-16A	195.07775668552682	4.478869864907204	199.55662655043403	316.72867174109365	124.7041043882121	66.74074347112922	0.32206638530013454	0.5238946534215522	2.2802300079249527	0.5067177795388783
EC-16B	439.7866858719137	8.392262640812055	448.1789485127257	642.5501759726053	288.9267301708089	143.11819380087238	1.413433707926241	0.9797665475397807	3.8146648367327525	1.533896808033591
EC-16C	271.70023453532684	4.353082273926601	276.0533168092535	386.2755923349591	164.70556488366515	103.43221129500812	0.6185469470429892	0.5627381999413661	1.7765784494016683	0.6045947602675834
EC-16D	265.06096817784373	3.393232823719562	268.45420100156326	379.67094141649665	164.10050961377104	98.5038993844007	0.4771733658355634	0.5066285118747957	1.0603852574123631	0.41237204454925236
EC-16E	502.52373841320934	9.00615898856409	511.52989740177344	715.0473452902307	306.9161263366398	190.30720663561382	1.2141099642531066	1.0963231766763128	2.0657990436545397	0.9241732563717677
EC-16P	5567	95	5662	5662	3633	1883	18	19	0	14
EC-17	14300.078282008839	274.8414870797137	14574.919769088552	15442.426737679029	9111.044958957662	5004.969961276012	68.20965315458614	23.752022499052718	43.53778317008253	48.56390295144355
EC-17A	185.45528420585399	3.0972676289574994	188.55255183481148	259.0745960341781	120.44516905532177	61.22559773284053	0.58509103635479	0.4922194432826011	1.8620754410973872	0.8451314969569189
EC-17B	747.056143533918	10.882004196791014	757.938147730709	973.4804959177503	486.97437025226566	248.86263298237898	1.498382677699279	1.610761378526725	5.5627456909585735	2.5472505520887743
EC-17C	585.0864231281823	12.632197655742747	597.7186207839251	831.1798516898473	367.32501794074426	207.50025629634692	2.947066261148891	1.3663670847144858	4.152684277073438	1.7950312681543246
EC-17D	392.6409974905897	9.355787327478042	401.99678481806774	548.4840809284818	227.74419698870764	158.51976160602257	1.1831085319949812	0.9481649937264742	3.0626568381430364	1.1831085319949812
EC-17E	225.5091271303403	4.812829816333285	230.32195694667357	294.1104061151461	157.45408956640665	63.96560854821485	0.7049466985580196	0.41337188606543557	2.018878764980297	0.9522316661150212
EC-17F	172.01716417910447	3.224766791044776	175.24193097014927	228.05373134328357	110.64668843283582	58.506483208955224	0.4773320895522388	0.36632462686567163	1.4819496268656716	0.5383861940298508
EC-17G	286.31314234085005	5.836633663366337	292.1497760042164	377.0435756503407	174.45542672137938	107.38962090125362	0.813725859277943	0.5548130858713248	2.396792530964123	0.702763242103678
EC-17P	11706	225	11931	11931	7466	4099	60	18	23	40
EC-18	5300.614236417039	123.54518889430372	5424.1594253113435	5965.9243083660385	3245.401526019721	1985.5019933141975	17.57858640285294	11.755686285842984	19.438212055742838	20.938232338682262
EC-18A	395.46249676536917	11.472071272781044	406.9345680381502	546.8576300321615	245.63000443606524	143.67721156334332	1.2767919855088536	0.6098110975564675	2.6583952534102253	1.6102824294850469
EC-18B	600.5283307359816	13.74288178619385	614.2712125221755	787.0327658364943	341.46432807002066	250.4764817156243	1.5950287668950376	0.9541689944818529	4.457535750340596	1.5807874386191891
EC-18C	637.6234089156884	17.330235835328835	654.9536447510174	884.0339124973832	372.30719351363496	255.34830003522978	1.706765650449052	1.1917061938046636	5.3222810519920145	1.7471624705780238
EC-18P	3667	81	3748	3748	2286	1336	13	9	7	16
EC-19	14723.721734848168	362.957202997362	15086.67893784553	16607.915686595108	9014.118725416844	5457.9800202655915	87.2049285822095	41.015159591771685	65.24271768575701	58.1601833059958
EC-19A	447.95323955602305	13.214798185157857	461.1680377411809	591.0628051556588	184.90567844639466	252.13672543447885	2.1618679058668384	2.1618679058668384	4.526728103364365	2.0603717600514937
EC-19B	657.2658303373365	23.95970320507917	681.2255335424156	869.0055228333206	365.94740304444275	268.4586705423392	3.4672225196970854	4.375873938652184	10.903817027461178	4.112843264744129
